"en_ar_DEEP"	"VerConf"
"ورد الرئيس البشير دبلوماسيا على القرار الكيني وهدد بفرض عقوبات اقتصادية وتجارية."	1
"وإذ يساورها القلق من أن المقاتلين الإرهابيين الأجانب يزيدون من حدة الصراعات ومدتها واستعصائها على الحل، وقد يشكلون أيضا تهديدا خطيرا لدولهم الأصلية والدول التي يعبرونها والدول التي يسافرون إليها، فضلا عن الدول المجاورة التي تشهد نزاعات مسلحة التي ينشط فيها المقاتلون الإرهابيون الأجانب والتي تتأثر بأعباء أمنية خطيرة، وإذ تلاحظ أن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب قد يؤثر على جميع المناطق والدول الأعضاء، حتى تلك البعيدة عن مناطق النزاع، وإذ تعرب عن بالغ القلق من أن المقاتلين الإرهابيين الأجانب يستخدمون قدراتهم الفكر المتطرف لترويج الإرهاب"	1
"وكان من الممكن أن يسمح اتباع نهج أكثر تنسيقا باستخدام الموارد الجماعية لمكتب الأمم المتحدة في تيمور - ليشتي بشكل أكبر في التدخل. خامساً: تدابير المساءلة"	0
"148 - ويكتسي عدد من أحكام تلك المعاهدات أهمية خاصة بالنسبة للنزاع المسلح الدائر حاليا في دارفور. وتشمل هذه (أ) الحق في الحياة وعدم الحرمان منها تعسفاً؛ (ب) الحق في عدم التعرض للتعذيب أو المعاملة أو العقوبة القاسية أو اللاإنسانية أو المهينة؛ (ج) الحق في عدم التعرض للاعتقال أو الاحتجاز التعسفي؛ (د) حق الأشخاص المحرومين من حريتهم في أن يعاملوا بإنسانية وتحترم كرامتهم المتأصلة؛ (هـ) الحق في حرية التنقل واختيار مكان إقامته وبالتالي عدم التهجير تعسفاً؛ (و) الحق في الملكية والسكن اللائق وليس (ز) الحق في الصحة؛ (ح) الحق في الحصول على الغذاء الكافي والماء؛ (ط) الحق في محاكمة عادلة؛ (ي) الحق في الحصول على تعويض فعال عن أي انتهاكات خطيرة لحقوق الإنسان؛ (ك) الحق في التعويض عن انتهاكات حقوق الإنسان؛ (ل) الالتزام بتقديم مرتكبي انتهاكات حقوق الإنسان إلى العدالة."	0
"12 - يطالب جميع الأطراف بالتعاون الكامل مع عمليات البعثة وبأن تكفل أمن موظفي الأمم المتحدة والأفراد المرتبطين بها وتمكينهم من الوصول الفوري ودون عوائق إلى جميع أنحاء إقليم جمهورية الكونغو الديمقراطية أثناء اضطلاعهم بولايتهم، ويطالب على وجه الخصوص بأن تتيح جميع الأطراف إمكانية الوصول الكامل للمراقبين العسكريين التابعين لبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، بما في ذلك في جميع الموانئ والمطارات والمطارات والقواعد العسكرية والمعابر الحدودية، وبالإضافة إلى ذلك، أن يتم منح مراقبي حقوق الإنسان التابعين لبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية إمكانية الوصول إلى مراكز الاحتجاز ومراكز الدمج، يطلب من الأمين العام الإبلاغ دون تأخير عن أي فشل في الامتثال لهذه المطالب؛"	1
"ثانيا. الفقرتان الفرعيتان 1 (ج) و (د)"	0
"ومن الواضح أن السبب في ذلك هو أن الدول المعنية رفضت تدابيره."	1
"وفي المقر، كان من شأن التدخل الهائج لوزير الداخلية، بما في ذلك إخراج سلاح من مستودع الأسلحة، أن يساهم في خلق جو من الذعر."	1
"وحتى 23 يونيو/حزيران، عبر أكثر من 1.1 مليون شخص الحدود الليبية إلى تونس ومصر والنيجر والجزائر وتشاد والسودان."	0
"2. قامت الحكومة بتركيب أجهزة كشف ورصد إشعاعي في الموانئ البحرية الرئيسية."	0
"ومع ذلك، يوصي الفريق بأن يوضح مجلس الأمن للدول الأعضاء أنها ملزمة بموجب نظام الجزاءات بمنع استخدام الإنترنت في التوريد أو البيع أو النقل بشكل مباشر أو غير مباشر للمشورة التقنية أو المساعدة أو التدريب فيما يتعلق بالأغراض العسكرية. الأنشطة للأفراد والكيانات المدرجة في القائمة من أراضيها أو من قبل رعاياها خارج أراضيها."	1
"27 - وبالإضافة إلى ذلك، قررت اللجنة أن قائمة الأصناف والمواد والمعدات والسلع والتكنولوجيا المتعلقة ببرامج القذائف التسيارية الواردة في مرفق التقرير السابق للجنة (S/2014/253) تحل محل القائمة السابقة (انظر S/2012/947) ويخضع للتدابير التي فرضها مجلس الأمن في الفقرات 8 (أ) و (ب) و (ج) من القرار 1718 (2006)."	1
"A.K.A.: مركز البحوث الزراعية والطب النووي؛ مركز كاراجي للبحوث الزراعية والطبية"	0
"إننا ندين الاستخدام غير المتناسب للقوة من قبل الجيش الإسرائيلي في المناطق المكتظة بالسكان، والذي تسبب في معاناة وخسائر واسعة النطاق بين عشرات المدنيين الفلسطينيين، بما في ذلك الأطفال."	1
"وقد دفعها إلى القيام بذلك الحاجة إلى ضمان أن تظل الإجراءات التي يتخذها مجلس الأمن ضد تنظيم القاعدة وحركة الطالبان ذات صلة بالتهديد وأن أهداف الجزاءات محددة بشكل جيد بما فيه الكفاية للسماح للدول الأعضاء باتخاذ الإجراء المطلوب ضدهم."	0
