"en"	"MatConf"
"Ms. Tagliavini stated that much of the fighting had stopped since the signing of the Minsk documents, but that there continued to be fighting in some strategic locations, including in the outskirts of the city in the Black Sea port of Mariupol and around Donetsk airport, in disregard of the ceasefire and Minsk agreements."	1
"The most critical areas are in Jonglei, Unity, Upper Nile and Northern Bahr el Ghazal States, with floods now spreading into Warrab, Western Bahr el Ghazal, Lakes, Central, Eastern and Western Equatoria."	0
":: Front pour la sécurité du Centre-Ouest (FSCO)."	0
"Nevertheless, since in several cases previously undetected Al-Qaida cells have used such explosives to devastating effect, several States have adopted methods to limit access to critical precursors."	1
"By paragraphs 1, 2 and 7 of resolution 1844 (2008), the Council imposed targeted measures (a travel ban, an assets freeze and a targeted arms embargo) on individuals and entities designated by the Committee."	1
"43. With the demonstration scheduled to end at 1 p.m. on Friday, 28 April, a tangible change in the atmosphere of the crowd gathered in front of the Government Palace was evident by early morning."	1
"5. The situation in Timor-Leste (15 December 1975; 26 February 2010)."	0
"The Republic of Macedonia became a party to the European Convention on Extradition on 26 October 1999."	0
"\"Weapons of mass destruction and non-proliferation as a best business practice\", followed by an exercise"	1
"Furthermore, under the International Covenant on Civil and Political Rights, even in a situation of public emergency no derogation from the prohibition of the use of torture can be made."	1
"Acknowledging that the work of the Council had changed dramatically over the past 15 years, one speaker noted that the trend had been towards greater openness."	0
"As the Syrian National Coalition works to relieve the suffering of the Syrian people, we also work to end the conflict that is the cause of such suffering."	0
"More importantly, it urges them to strictly comply with the deadline for holding democratic elections by November 2015."	0
"b) if the hostage is a person under the age of eighteen years,"	1
"As stated elsewhere in the present report, very few victims have lodged official complaints regarding crimes committed against them or their families owing to a lack of confidence in the justice system."	1
"(a) A threat to the peace and national reconciliation process in Côte d'Ivoire, in particular by blocking the implementation of the peace process, as referred to in the Ouagadougou Political Agreement;"	1
"The Committee also conducts periodic reviews of the names of individuals reported to be deceased and of entities reported to be defunct."	0
"III. Activities of my Special Envoy"	0
"However, terrorism will continue to have its supporters, especially where more overt political protest has been seen to fail, and although Al-Qaida will never enjoy a broad appeal, attacks will continue."	1
"(h) Contractors 600 Limited, a corporation organised under the laws of the United Kingdom , which seeks compensation in the total amount of USD 3,970,236;"	0
"a. collecting and processing data of foreigners entering or leaving the territory of Indonesia;"	0
