"en_ar_DEEPL"	"VerCoop"
"الحالة في الشرق اﻷوسط )انظر S/7913، S/7923، S/7923، S/7976، S/8000، S/8048، S/8048، S/8066، S/8015، S/8215، S/8242، S/8252، S/8252، S/8269، S/8502، S/8525، S/8534، S/8564، S/8575, S/8584، S/8584، S/8595، S/8747، S/8753، S/8807، S/8815، S/8828، S/8836، S/8885، S/8885، S/8896، S/8960، S/9123، S/9135، S/9319، S/9382، S/9395، S/9406، S/9427 و Corr. 1, S/9449 و S/9449 و S/9452 و S/9805 و S/9812 و S/9930 و S/10327 و S/10341 و S/10554 و S/10557 و S/10703 و S/10721 و S/10729 و S/10743 و S/10770/Add.4 و S/10855/Add.15 و 16 و 23 و 24 و 29 و 30 و 33 و 33 و 41 و 43 و 44؛ S/11185/Add.14-16 و 21 و 42/Rev.1. و 47؛ S/11593/Add.15 و 21 و 29 و 42 و 49؛ S/11935/Add.21 و 42 و 48؛ S/12269/Add.12 و 13 و 21 و 42 و 48؛ S/12520/Add.10 و 11 و 17 و 21 و 37 و 39 و 42 و 47 و 48؛ S/13033/Add.2 و 16 و 19 و 21 و 23 و 23 و 34 و 47 و 50؛ S/13737/Add.15 و 16 و 21 و 24-26 و 33 و 47 و 50؛ S/14326/Add.10, و 11 و 20 و 24 و 24 و 28 و 29 و 47 و 50؛ S/14840/Add.8 و 21-25 و 27 و 30-33 و 37 و 42 و 48؛ S/15560/Add.3 و 21 و 29 و 37 و 42 و 45 و 47 و 48؛ S/16270/Add.6-8 15 و 20 و 20 و 21 و 34 و 35 و 40 و 47؛ S/16880/Add.8-10 و 15 و 20 و 21 و 41 و 46؛ S/17725/Add.2 و 15 و 21 و 28 و 35 و 38 و 43 و 47؛ S/18570/Add.2 و 21 و 30 و 47؛ S/19420/Add.2-4 و 18 و 19 و 22 و Corr.1 و 30 و 48 و 50؛ S/20370/Add.4 و 12 و 16 و 21 و 21 و 30 و 32 و 37 و 44 و 46 و 47 و 51؛ S/21100/Add.4 و 21 و 30 و 47؛ S/22110/Add.4 و 21 و 30 و 47؛ S/23370/Add.4 و 7 و 21 و 30 و 47؛ S/25070/Add.4 و 21 و 30 و 48؛ S/1994/20/Add.3, و 20 و 29 و 47؛ S/1995/40/Add.4 و 21 و 29 و 47؛ S/1996/15/Add.4 و 15 و 21 و 30 و 47؛ S/1997/40/Add.4 و 21 و 30 و 46؛ S/1998/44/Add.4 و 21 و 30 و 47؛ S/1999/25/Add.3 و 20 و 29 و 46؛ S/2000/40/Add.4 و 15 و 20 و 21 و 24 و 29 و 47؛ S/2001/15/Add.5, و 22 و 31 و 48؛ و S/2002/30/Add.4 و 21 و 30 و 50؛ و S/2003/40/Add.4 و 25 و 30 و 51؛ و S/2004/20/Add.4 و 26 و 30 و 35 و 42 و 50؛ و S/2005/15/Add.3 و 6 و 13 و 16 و 17 و 22؛ وانظر أيضا S/2000/40/Add.39 و 44 و 46 و 46 و 47 و 50؛ و S/2001/15/Add.11-13 و 34 و 47 و 50؛ و S/2002/30/Add.3, 7 و 8 و 10 و 10 و 12-15 و 17 و 20 و 23 و 24 و 28 و 29 و 37 و 38 و 45 و 50؛ و S/2003/40/Add.2 و 3 و 6 و 11 و 15 و 20 و 23 و 25 و 28 و 28 و 29 و 33 و 37 و 40-42 و 46 و 49؛ و S/2004/20/Add.2 و 3 و 7 و 11 و 12 و 16 و 20 و 25 و 28 و 29 و 32 و 37 و 40 و 42 و 46 و 49 و 50؛ و S/2005/15/Add.1 و 3 و 6 و 7 و 9 و 11 و 15 و 19)."	0
"\"ويسلّم مجلس الأمن بأن الإرهاب لن يهزم بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويؤكد ضرورة معالجة الظروف المؤدية إلى انتشار الإرهاب، بما في ذلك، على سبيل المثال لا الحصر، ضرورة تعزيز الجهود الرامية إلى إنجاح منع نشوب النزاعات التي طال أمدها وحلها سلميا، وضرورة تعزيز سيادة القانون وحماية حقوق الإنسان والحريات الأساسية والحكم الرشيد والتسامح والشمولية لتوفير بديل قابل للاستمرار لمن يمكن أن يكونوا عرضة للتجنيد الإرهابي وللتطرف المؤدي إلى العنف."	1
"وفي حين أنه من المتوقع أن تعزز التدابير الموصوفة في هذا التقرير قدرة البعثة على رصد الامتثال للاتفاق، تظل مسؤولية ضمان عدم ارتكاب انتهاكات من قبل قواتها العسكرية/الأمنية تقع على عاتق الطرفين."	1
"(ب) معدات الطباعة التي تم اقتناؤها حديثاً - 284 973.283 26 دولاراً أمريكياً."	0
"وأود أن أغتنم هذه الفرصة لأسجل تقديري للسيد إيدي لقبوله هذه المهمة الهامة وإعداده تقريرا ممتازا، وكذلك لجهوده في الإسهام في تهيئة بيئة مواتية للمضي قدما بالعملية السياسية."	0
"1. حركة العدل والمساواة / د. خليل إبراهيم"	0
"وإذ يلاحظ عمل المنتدى العالمي لمكافحة الإرهاب، ولا سيما نشره عدة وثائق إطارية وممارسات جيدة، بما في ذلك في مجالات مكافحة التطرف العنيف، والعدالة الجنائية، والاختطاف طلبا للفدية، وتقديم الدعم لضحايا الإرهاب، وأعمال الشرطة الموجهة إلى المجتمعات المحلية، لتكملة عمل كيانات الأمم المتحدة المعنية بمكافحة الإرهاب في هذه المجالات، وإذ يشجع المديرية التنفيذية لمكافحة الإرهاب على مواصلة تفاعلها مع المنتدى العالمي لمكافحة الإرهاب، في عملها مع الدول الأعضاء لتعزيز التنفيذ الكامل للقرارين 1373 (2001) و 1624 (2005)،"	1
"لقد أجرينا العديد من الاتصالات معهم على مختلف المستويات لحثهم على اتخاذ خطوات حازمة وسريعة لنزع سلاح هؤلاء الإرهابيين واعتقالهم وتسليمهم إلى بعثة الأمم المتحدة في جمهورية الكونغو الديمقراطية لمحاكمتهم على الجرائم ضد الإنسانية التي ارتكبوها على مدار سنوات."	1
"3. دعوة الدول الأعضاء إلى النظر في إعادة فتح سفاراتها في العاصمة الصومالية;"	0
"20. وزارة الطاقة والموارد المعدنية."	0
"ولم تعقد أي جلسة لتحديد الهوية في منطقة البعثة خﻻل اﻷسبوعين اللذين بدآ في ٦ و ٢٧ نيسان/أبريل ١٩٩٨."	0
"(ب) النهج الذي يتبعه الفريق في التحقق"	0
"77. يستعرض هذا الفرع بإيجاز مختلف الجماعات التي تشارك بفعالية في الصراع المسلح في دارفور."	1
"شركة دو بونت دي نيمور الدولية ش.م.م."	0
"لا يوجد في ليبيريا حتى الآن مرافق عامة للكهرباء أو المياه، حتى في العاصمة مونروفيا."	0
"32. وسترحب اللجنة أيضا بالمقترحات التي أعدت بالتعاون مع خبراء من هيئات مجلس الأمن الفرعية الأخرى ذات الصلة بمكافحة الإرهاب بشأن كيفية تبسيط عملية تقديم التقارير وفقا لنتائج مؤتمر القمة العالمي لعام 2005 (انظر قرار الجمعية العامة 60/1)."	1
"58. وفي حين أن العديد من الدول الأعضاء أبلغت الفريق بأن النظام يسهم إسهاما إيجابيا في جهودها الوطنية لمكافحة تنظيم القاعدة وحركة الطالبان، فقد وضع الاستعراض مستوى دعمها على المحك من خلال طلبها إسهامات كبيرة، لا سيما من الدول الأكثر تضررا من التهديد."	1
"فيما يلي المبالغ الإجمالية المصححة لكل بلد ودفعة:"	0
"وعلمت اللجنة أن تحقيقاً إدارياً تجريه لجنة أنشأها والي جنوب دارفور نظراً لخطورة الاتهام وتبعاته التي تستلزم الإسراع في اتخاذ الإجراءات ذات الصلة."	0
"واتفقنا أيضاً على أنه ينبغي على الأطراف إعادة إقامة حوار حقيقي وضروري والمضي قدماً، دون تأخير، نحو تفكيك الميليشيات ونزع سلاح المقاتلين وتسريحهم وإعادة إدماجهم وتنظيم انتخابات حرة ونزيهة وذات مصداقية."	1
"ومن بين 57 مدنيًا قُتلوا كان هناك 5 أطفال (قُتل اثنان منهم تحت التعذيب) و51 من المقاتلين المتمردين."	0
"يقع تعزيز حماية المدنيين في النزاعات المسلحة في صميم عمل مجلس الأمن التابع للأمم المتحدة من أجل صون السلام والأمن."	1
"20. وفيما يتعلق بحدود لبنان مع الجمهورية العربية السورية، لا تزال ترد تقارير عن عمليات نقل غير مشروعة للأسلحة يُزعم أنها تجري الآن في كلا الاتجاهين. وواصلت عدة دول أعضاء الإعراب عن قلقها العميق إزاء النقل غير المشروع للأسلحة عبر الحدود البرية."	0
"(ج) تعزيز برامج الرقابة القضائية على أنشطة الشرطة وتعزيز الحوار المستمر مع الآليات الدولية والإقليمية ذات الصلة بهدف ضمان الامتثال للالتزامات الدولية في مجال حقوق الإنسان في سياق مكافحة الإرهاب."	0
"177. وركزت تحقيقات اللجنة في دليل أبو عدس على السعي إلى تحديد مكان وجود السيد أبو عدس وتقييم احتمال أن يكون السيد أبو عدس هو بالفعل الانتحاري الذي ادعي أنه هو."	0
"552. يتبين من عرض الانتهاكات المبينة في الجزء الأول من هذا التقرير أن انتهاكات جسيمة لحقوق الإنسان والقانون الإنساني ارتكبت على نطاق واسع من جانب القوات الحكومية أو الميليشيات الخاضعة لسيطرة الحكومة."	0
"ومع ذلك، لا يزال هناك أكثر من 1,560 في إثيوبيا وأكثر من 320 في إريتريا."	0
"وفي هذا الصدد، وعملاً ببيان مجلس السلام والأمن الصادر في 25 تشرين الثاني/نوفمبر 2014، نطلب من المفوضية وبلدان المنطقة مضاعفة جهودها المشتركة لحشد الدعم الدولي اللازم، بما في ذلك اعتماد مجلس الأمن التابع للأمم المتحدة قراراً يدعم إنشاء ونشر قوة العمل المشتركة المتعددة الجنسيات، فضلاً عن إنشاء صندوق استئماني."	1
"وسيتم إصدار الحكم الابتدائي الوحيد المتبقي قبل نهاية عام 2012، وقد تم الانتهاء من إجراءات الاستئناف فيما يتعلق بـ 44 شخصاً."	0
