"es"	"VerCoop"
"22. Pide al Gobierno de la República Democrática del Congo que, con el apoyo de la comunidad internacional y de la MONUC, elabore y aplique urgentemente una estrategia nacional integral de reforma del sector de la seguridad, basada en los resultados de la Mesa redonda sobre el sector de la seguridad realizada en febrero de 2008, con el fin de establecer, en los sectores de defensa, policía y administración de justicia, cuerpos de seguridad profesionales bien administrados, que protejan a los civiles y actúen de conformidad con la Constitución respetando el estado de derecho, los derechos humanos y el derecho internacional humanitario, e insta al Gobierno congoleño a que asegure la sostenibilidad del apoyo proporcionado por sus asociados en ese ámbito, en particular dando prioridad a la reforma de las estructuras administrativas y de mando de las FARDC y de las demás fuerzas de seguridad, y reitera su llamamiento a las autoridades congoleñas de que establezcan un mecanismo de investigación de antecedentes a fin de tener en cuenta, al elegir candidatos para ocupar cargos oficiales, incluidos puestos clave en las fuerzas armadas, la policía nacional y otros cuerpos de seguridad, el historial de los candidatos en cuanto al respeto del derecho internacional humanitario y los derechos humanos;"	1
"Si bien la reforma de las fuerzas de seguridad es una prerrogativa soberana, aliento al Gobierno a que trate de resolver la cuestión subyacente de la cohesión del ejército nacional, en particular formando unas FARDC profesionales y suficientemente equipadas y abastecidas."	1
"Encomiando los esfuerzos de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID), el Mediador Principal Conjunto de la Unión Africana y las Naciones Unidas, el Secretario General de las Naciones Unidas, la Liga de los Estados Árabes, el Grupo de Alto Nivel de la Unión Africana encargado de la aplicación de las recomendaciones para el Sudán y los líderes de la región para promover la paz y la estabilidad en Darfur, y reiterando su pleno apoyo a esos esfuerzos, y expresando su firme apoyo al proceso político iniciado con la mediación de la Unión Africana y las Naciones Unidas,"	1
"Manifestaron la esperanza de dar acogida a Timor Oriental en las Naciones Unidas."	1
"El Presidente del Comité era el Ministro de Hacienda."	0
"4. Tras la aprobación de la resolución 1595 (2005), se celebraron intensas consultas sobre el establecimiento de la Comisión, sus integrantes y el apoyo logístico que se le prestaría. El 26 de mayo de 2005 llegó a Beirut un pequeño equipo de avanzada encabezado por el Comisionado Detlev Mehlis."	1
"Hay distintos grados de culpabilidad penal con respecto a los delitos relacionados con armas, tal como demuestran las diferentes penas máximas que fija la ley."	0
"Los mineros pueden vender diamantes a los intermediarios o comerciantes autorizados."	0
"El Presidente informó al Consejo de que, durante las consultas del Comité, el Grupo de Supervisión había expuesto ante el Comité sus conclusiones acerca de la recuperación de activos somalíes en el exterior y se había examinado la cuestión del carbón vegetal y de las interceptaciones de armas por las fuerzas marítimas internacionales en alta mar y en las aguas territoriales de Somalia."	1
"Debido a la falta de infraestructura en el país, tal vez haya que establecer un mecanismo para facilitar la administración y distribución de este apoyo."	1
"El Gobierno de Malí impuso de inmediato la cuarentena en la clínica y las unidades de policía constituidas de la MINUSMA prestaron asistencia a las autoridades malienses para proporcionar seguridad alrededor de la clínica."	0
"Antecedentes En 2014 se cumplen 15 años desde que el Consejo de Seguridad expresara su compromiso con la protección de los civiles en los conflictos armados."	1
"S/RES/1894 (2009), párr. 31"	0
"Actualmente se están examinando opciones para facilitar la ocupación del nuevo recinto cuanto antes."	1
"Observando con preocupación que se mantiene la amenaza para la paz y la seguridad internacionales que representan Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella, reafirmando que está resuelto a hacer frente a todos los aspectos de esa amenaza, y tomando en consideración las deliberaciones del Comité 1267 sobre la recomendación del Equipo de Vigilancia 1267 contenida en su undécimo informe al Comité 1267 de que los Estados Miembros traten a los talibanes y personas y entidades de Al-Qaida y sus entidades afiliadas incluidos en la Lista de manera diferente,"	1
"Entre el 20 de octubre y el 10 de diciembre de 2014, los helicópteros del régimen lanzaron 1.125 bombas de barril, con las que mataron a 603 civiles, entre ellos 129 niños y 112 mujeres."	0
"El Consejo de Seguridad recuerda que la justicia y el Estado de derecho en el plano internacional tienen una importancia fundamental para promover y mantener la paz, la estabilidad y el desarrollo en el mundo."	1
"Exhorta a todas las partes en los conflictos armados a que respeten el carácter civil y humanitario de los campamentos y asentamientos de refugiados y a que tengan en cuenta las necesidades especiales de las mujeres y las niñas, incluso en el diseño de los campamentos y asentamientos."	1
"Tan solo el mes pasado, en una declaración formulada el 27 de mayo de 2011, el Secretario General Ban Ki-moon expresó su opinión de que la asistencia y los bienes que tengan por destino Gaza deben enviarse por rutas legítimas y mediante los canales establecidos y dejó en claro que las flotillas conllevan el potencial de generar una escalada y desencadenar un conflicto violento."	1
"Como conclusión, la Alta Comisionada señaló tres medidas para fortalecer la relación de trabajo entre el Consejo de Seguridad y los órganos de derechos humanos de las Naciones Unidas."	1
"Habrá que hacer nuevos esfuerzos concertados para poner fin a las continuas violaciones flagrantes de los derechos humanos por parte de los grupos armados y las FARDC contra la población civil en Ituri, los Kivus y la región central y septentrional de Katanga, que están minando gravemente los esfuerzos para estabilizar estas zonas y afectando a la organización de las elecciones."	1
"Dinamarca, en su condición de actual miembro del Consejo de Seguridad, ha propuesto que el Comité establezca un mecanismo independiente de examen, en forma de un ombudsman, que podría aceptar peticiones directamente de las partes mencionadas en la lista que sostuviesen que habían sido incluidas en ella injustamente y que no pudiesen conseguir que se retirase su nombre."	1
"Con respecto a la identidad árabe o africana de diversos grupos, el Comité sostuvo que no había divisiones entre árabes y africanos, ya que en las diversas tribus era común el matrimonio entre ellos."	0
"h) Potenciar el papel mundial de la Dirección Ejecutiva en la esfera de la comunicación estratégica para luchar contra el terrorismo, mediante la información a los Estados Miembros en general, la colaboración con los líderes y los creadores de opinión a nivel mundial y el contacto con los medios de comunicación y otros interesados pertinentes."	1
"El Ombudsman también remitirá de inmediato la solicitud de supresión del nombre de la Lista al Equipo de Vigilancia, el cual proporcionará al Ombudsman, en un plazo de cuatro meses:"	0
"23. Más de 500 millones de contenedores marítimos circulan por el mundo cada año, lo que representa el 90% del comercio internacional; no obstante, solo se inspecciona el 2% de esos contenedores."	0
"Esta organización, en su 74a Asamblea General, celebrada en septiembre de 2005, aprobó la resolución AG-2005-RES-05, sobre cooperación entre las Naciones Unidas y la Interpol, en la que se crea una notificación especial para las personas incluidas en la lista consolidada que podrá emitir la Interpol a solicitud del Comité y que pondrá en alerta a los Estados de que determinadas personas son objeto de sanciones de las Naciones Unidas."	0
"Uganda valora la paz y cree que la actual inestabilidad en la región de los Grandes Lagos es un desincentivo para el desarrollo."	1
"Que se celebrará el lunes 27 de octubre de 2014, a las 10.00 horas"	0
"Además, visitó 30 localidades en que se habían producido incidentes y se reunió con las autoridades locales, en particular con representantes de las fuerzas armadas."	1
"Las Fuerzas Nacionales de Liberación (PalipehutuFNL), que constituyen una amenaza para la seguridad de Burundi y de la región, deben unirse sin demora al proceso de paz."	1
"No se han realizado vuelos entre Bélgica y Libia desde hace mucho tiempo."	0
