"","en_ar_DEEP","MatCoop"
"121","14 - وبشكل عام، انخفض عدد العمليات العسكرية التي تقوم بها القوات المسلحة لجمهورية الكونغو الديمقراطية بدعم من البعثة. وفي الفترة من 6 إلى 15 شباط/فبراير، دعمت البعثة عملية مابيما موبيا (الفجر الجديد) التي نفذتها القوات المسلحة لجمهورية الكونغو الديمقراطية في منطقة كانيابايونغا في كيفو الشمالية، والتي كانت تهدف إلى ردع نشاط الجماعات المسلحة وتعزيز حماية المدنيين.",0
"122","وفي الفترة نفسها، استخدمت النيابة العامة ما يقرب من 307 ساعات للاستجواب المتبادل، واستخدمت الدائرة ما يقرب من 50 ساعة لاستجواب الشهود وللمسائل الإجرائية والإدارية.",0
"123","ومع مراعاة أن هاتين الميليشيتين تحتفظان بعلاقات إقليمية وثيقة، أتوقع أن تتصرف حكومة الجمهورية العربية السورية بشكل بناء في هذه العملية.",1
"124","الذي تم الاستيلاء عليه من قبل مجلس الأمن وعلى المسرح",0
"125","في مارس/آذار 2004، في قرية دوبو في شمال دارفور: ""بدأوا بحرق كل شيء وسرقة ممتلكاتنا.",0
"126","وقد تمت صياغة الإخطارات وفقاً للفقرة 24 من تقرير الدفعة الثامنة عشرة من الفئة ""هاء-4"".",0
"127","(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر إلى هذه الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل مواطنيها خارج أراضيها أو باستخدام السفن أو الطائرات التي تحمل أعلامها، للأسلحة والمواد ذات الصلة من جميع الأنواع بما في ذلك الأسلحة والذخائر والمركبات والمعدات العسكرية والمعدات شبه العسكرية وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلق بالأنشطة العسكرية؛",1
"128","وهذا يهيئ الظروف لنجاح HWC في جميع أنحاء البلاد، والتي تبلغ حاليًا 94 في المائة.",0
"129","388) وجدت اللجنة أيضاً حالات نهب ارتكبتها الحركات المتمردة. ولا سيما أثناء الهجمات على مراكز الشرطة وغيرها من المنشآت الحكومية، حيث نهب المتمردون الأسلحة من الحكومة.",0
"130","34 - أحرزت حكومة نيبال بعض التقدم نحو الوفاء بالتزاماتها بموجب اتفاق السلام الشامل بتوفير إعادة تأهيل الأطفال الذين كانوا مرتبطين سابقا بالقوات والجماعات المسلحة.",1
"131","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"132","94 - وقد قامت جميع الدول، باستثناء دولة واحدة، التي لا تتوفر معلومات عنها، بوضع استراتيجيات وهياكل مؤسسية لمكافحة الإرهاب، ويوجد تنسيق كامل أو جزئي بين وكالات إنفاذ القانون التي تتعامل مع قضايا مكافحة الإرهاب.",1
"133","13 - وستواصل المديرية التنفيذية للجنة مكافحة الإرهاب تعزيز دورها في تيسير تقديم المساعدة التقنية لتنفيذ القرار 1373 (2001) بهدف زيادة قدرات الدول الأعضاء والمناطق في مجال مكافحة الإرهاب عن طريق تلبية احتياجاتها في مجال مكافحة الإرهاب. ، بالتعاون الوثيق مع فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، وهيئات الأمم المتحدة الأخرى ومقدمي المساعدة الثنائية والمتعددة الأطراف، وسوف نواصل اعتماد نهج مركز وإقليمي في هذا العمل.",1
"134","وستقدم الأمانة العامة قريبا جدا القائمة الموحدة بهذا الشكل.",0
"135","84. نظام عملية كيمبرلي لإصدار شهادات المنشأ (28 كانون الثاني/يناير 2003؛ 28 كانون الثاني/يناير 2003).",0
"136","ووفقا لهم، فقد تيتم الأطفال نتيجة للنزاع ويقوم جيش تحرير السودان بالاعتناء بهم.",0
"137","ولم يحدث أي تحرك بشأن تخصيص الوظائف على المستوى الإقليمي.",0
"138","وقد أدى دفع مبالغ ضخمة للفدية إلى تنظيم القاعدة والجماعات التابعة له في السنوات الأخيرة إلى جعل الاختطاف تكتيكاً أساسياً للقاعدة.",0
"139","وأطلقت بعض الدول والمنظمات الإقليمية أيضًا مبادرات أخرى تتعلق بمراقبة الحدود، مثل أنظمة الإخطار أو الترخيص التي تتطلب من المسافرين تقديم معلومات تحديد الهوية قبل سفرهم، أو أنشأت أنظمة جديدة لمعلومات التأشيرات، أو قواعد بيانات مشتركة.",1
"140","تتمتع المنطقة بحضور ونفوذ منخفضين للقوات المسلحة المعارضة، حتى لو كانت هذه القوات تستخدم طرق النقل وتعتمد على ملاجئ في مقاطعة فرح.",1
"141","يبدو أن الحكومات تنظر إلى التهديد الإرهابي على أنه منخفض، وبالتالي تخصص موارد إنفاذ القانون في المقام الأول للتحقيق في الجرائم العادية.",0
"142","تم انتخاب إسحاق ويهي نينابو (الحزب الوطني الديمقراطي الليبيري) رئيسًا مؤقتًا لمجلس الشيوخ.",0
"143","واستخدمت لهذا الغرض كمية لا تقل عن 1000 كيلوغرام من المتفجرات العسكرية.",0
"144","29. تنتشر كتيبة ثانية في مدينة كامينا الجنوبية لحماية المطار. توفير بيئة آمنة للعملية الانتخابية داخل منطقة عملياتها؛ مراقبة وتشجيع الماي ماي في الجنوب على المشاركة في عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ وتقديم الدعم والتوجيه للقوات المسلحة لجمهورية الكونغو الديمقراطية، وتحديدا في كامينا.",1
