"","en_ar_DEEP","VerCoop"
"116","ومع ذلك، يبدو أن المؤسسات المالية وغيرها من الأطراف المشاركة في التنفيذ ليست على علم بهذه المسألة حتى الآن، ويوصي الفريق بأن تجد اللجنة والدول السبل لجذب الانتباه إليها على نطاق أوسع.",1
"117","المقرر عقدها يوم الجمعة، 30 أيار/مايو 2003، الساعة 35/10 صباحا",0
"118","19 - قامت دولتان بتجريم تمويل الإرهاب، في حين أدخلت خمس دول أخرى بعض الأحكام القانونية لمعالجة هذه المسألة.",0
"119","ولم يتم الوفاء بهذا الموعد النهائي. ووقع الرئيس غباغبو مرسوما في 20 شباط/فبراير 2008 يضفي الطابع الرسمي على إنشاء فريق عمل لتطوير الإطار.",0
"120","وشدد على ضرورة تعزيز الحوار داخل المؤسسات الاتحادية الانتقالية وشجع محاوريه على استخدام نفوذهم لتحقيق هذه الغاية.",1
"121","ويؤكد المجلس على ضرورة أن تتم جميع العمليات العسكرية ضد جيش الرب للمقاومة في إطار الامتثال للقانون الدولي المعمول به، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، والحد من خطر إلحاق الأذى بالمدنيين في تلك المناطق.",1
"122","وإنني أدرك تصميم باكستان وجهودها للبحث عن الحقيقة وتقديم جميع الممولين والمنفذين والمنظمين والرعاة والمتآمرين لهذا العمل الإرهابي إلى العدالة حتى تتم محاسبتهم.",1
"123","وسوف ينظم اجتماعات مع فريق المراقبة وخبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) من أجل مناقشة المسائل ذات الاهتمام المشترك وضمان التنسيق المناسب في عملنا.",1
"124","""ويشير مجلس الأمن إلى دعمه للجهود التي يبذلها الأمين العام من أجل إنشاء المحكمة الخاصة للبنان في الوقت المناسب، كوسيلة لوضع حد للإفلات من العقاب في لبنان وردع ارتكاب المزيد من الاغتيالات في لبنان.",1
"125","ويعمل مركز تنسيق الإجراءات المتعلقة بالألغام المنشأ حديثا على تعزيز المعلومات المتعلقة بالتلوث بالألغام والاستجابة له، ورفع مستوى السلامة لموظفي الأمم المتحدة العاملين في الميدان، وتقديم الدعم التقني والمادي لبرامج الإجراءات المتعلقة بالألغام في الصحراء الغربية.",0
"126","تاريخ الإصدار: 18.02.2010",0
"127","كما قامت حركات التمرد بأعمال النهب، واستهدفت بشكل رئيسي مراكز الشرطة للحصول على الأسلحة؛ وفي مناسبات قليلة استهدف المتمردون أيضًا الممتلكات الخاصة.",0
"128","ومع ذلك، فإن المعلومات المتاحة لا تقدم صورة واضحة عن تنفيذ تدابير أمن الطيران أو النقل البحري أو أمن البضائع أو مراقبة الحدود أو برامج الإنفاذ المعمول بها لضمان عدم وقوع الأسلحة الصغيرة في أيدي أفراد غير مرخص لهم.",0
"129","""ويلاحظ مجلس الأمن أن هناك عددا من العوائق يقوض الجهود الرامية إلى تأمين وصول الوكالات الإنسانية ووكالات الأمم المتحدة إلى الأشخاص المحتاجين، بما في ذلك الهجمات على العاملين في المجال الإنساني، ومنع السلطات من الوصول، وعدم التعامل بشكل منظم مع الجهات الفاعلة من غير الدول.",0
"130","في القرار 2154 (2014)، الذي اتخذه مجلس الأمن في 8 أيار/مايو 2014، لاحظ مجلس الأمن مع التقدير العميق كيف أنقذ النقيب مباي دياني، من بعثة الأمم المتحدة لتقديم المساعدة إلى رواندا والسنغال، المئات من الأشخاص، وهم غير مسلحين وفي مواجهة خطر شديد، أو ربما حتى ألف رواندي من الموت خلال الإبادة الجماعية عام 1994.",1
"131","29 - افتتح الرئيس كوروما اللجنة الوطنية للشباب في 25 تشرين الثاني/نوفمبر 2011. ومن المتوقع أن تتولى اللجنة زمام المبادرة في تعزيز تنمية الشباب ومواءمتها، في إطار وزارة تشغيل الشباب والرياضة.",1
"132","6 - إن تطبيق تدابير الحماية الذاتية، بما في ذلك نشر أفراد أمن مسلحين يتم التعاقد معهم من القطاع الخاص على متن السفن ومفارز حماية السفن، إلى جانب زيادة الوعي بالحالة والتدريب ومناورات المراوغة واستخدام السفن التجارية للقنوات البحرية الآمنة، قد يكون له أثر أيضا تثبيط القراصنة من مهاجمة السفن.",0
"133","26 - وبالإضافة إلى تقاريره عن رحلاته، قدم الفريق نحو 15 ورقة استجابة لطلبات اللجنة. وقد غطت هذه القضايا مثل استراتيجيات تقديم التقارير الخاصة بالدول الأعضاء؛ الأفراد المدرجون في القائمة الذين يُعتقد أنهم ماتوا؛ الاستثناءات من حظر السفر؛ التعاون مع الإنتربول؛ الإعفاءات الإنسانية؛ الحالات المحتملة لعدم الامتثال؛ آراء القطاع المالي الخاص تجاه نظام العقوبات؛ القائمة المرجعية؛ العمل مع المنظمات الدولية والإقليمية؛ استخدام الإنترنت لأغراض إرهابية؛ وجدول تجارب الدول الأعضاء في تنفيذ العقوبات.",1
"134","وإذ يأخذ علماً بالمقترح المغربي المقدم إلى الأمين العام في 11 نيسان/أبريل 2007، ويرحب بالجهود المغربية الجادة والموثوقة لدفع العملية إلى الأمام نحو الحل؛ وإذ يأخذ علماً أيضاً بالمقترح الذي قدمته جبهة البوليساريو إلى الأمين العام في 10 نيسان/أبريل 2007،",1
