"en_es_DEEP"	"MatCoop"
"El Grupo no pudo estimar el tamaño del campamento de Kabila porque las FARDC habían construido allí su propia base y borrado los rastros del antiguo campamento."	0
"Según los párrafos 4, 5 y 6: el 100 por ciento del valor de las mercancías que participaron en la transferencia internacional correspondiente;"	0
"La posible prestación de apoyo logístico al proceso electoral tendrá importantes implicaciones en términos de apoyo, incluso en zonas no afectadas por conflictos donde la MONUSCO ha reducido su presencia."	1
"22. Sobre la base del acuerdo concertado por el Primer Ministro y mi ex Representante Especial el 13 de mayo de 2009 (véase S/2009/504, párr. 20), que reitera los criterios mutuamente acordados para la reasunción de las responsabilidades policiales primarias por parte de la policía nacional , al 20 de septiembre, equipos conjuntos de evaluación integrados por representantes civiles y policiales del Gobierno y la UNMIT habían evaluado los 13 distritos y 6 unidades."	1
"Adjunto encontrará el texto del artículo en cuestión."	0
"13. En cuanto a la recomendación del Equipo de Vigilancia sobre el pago de rescates a las entidades incluidas en la lista (párr. 60), el Comité desearía referirse al párrafo 5 de la resolución 1904 (2009), en el que el Consejo confirmó que se cumplieron los requisitos establecidos en el párrafo 1 a) de la misma resolución se aplicarán también al pago de rescates a personas, grupos, empresas o entidades de la Lista Consolidada."	1
"Nota del Secretario General (S/2006/409)."	0
"LA LISTA SENSIBLE DE BIENES Y TECNOLOGÍAS DE DOBLE USO"	0
"En los últimos años, los Estados de la subregión (por ejemplo, Bosnia y Herzegovina, Bulgaria y Serbia) ratificaron algunos de los instrumentos antiterroristas más recientes."	1
"221. Los Estados de la subregión cooperan bien con los socios regionales e internacionales para reducir el riesgo y su vulnerabilidad al terrorismo. Intercambian inteligencia sobre amenazas y advertencias, comparten información operativa y llevan a cabo entrenamientos conjuntos y otros ejercicios en contextos bilaterales y multilaterales."	1
"Asistencia técnica para redactar y hacer cumplir legislación contra el discurso de odio."	1
"También como parte de la cumbre, el Consejo buscaría profundizar la coordinación con otros organismos multilaterales que trabajan en este campo, como el Grupo de Trabajo sobre la Implementación de la Lucha contra el Terrorismo y sus 31 entidades, el Centro de las Naciones Unidas contra el Terrorismo, la Oficina de las Naciones Unidas sobre Drogas y Delito y la Organización Internacional de Policía Criminal (INTERPOL)."	1
"Las medidas para prevenir el abuso de los procedimientos de asilo están plenamente desarrolladas y aplicadas en un solo Estado."	1
"23. El 13 de septiembre se anunció un cambio de gabinete en el que participaron seis ministros del Gobierno, entre ellos los Ministros de Finanzas, Planificación, Transporte, Comercio, Salud y VIH/SIDA."	0
"Cinco Estados cuentan con medidas parciales para proteger el procedimiento de asilo contra abusos, y dos han introducido plenamente dichos controles."	1
"Aplicar su política de género para 2003-2007 estableciendo ocho compromisos reforzados con las mujeres para garantizar la seguridad alimentaria y la incorporación de la perspectiva de género en las actividades apoyadas por el PMA, los programas de seguridad alimentaria del PMA y sus asociados y los programas en apoyo de las operaciones de mantenimiento de la paz de las Naciones Unidas."	1
"50. Cuatro Estados han elaborado estrategias y establecido estructuras institucionales para combatir el terrorismo. Los organismos encargados de hacer cumplir la ley en estos Estados coordinan algunas de sus actividades antiterroristas."	1
"Papel de las finanzas, el transporte y las aduanas"	0
"Expediente: Orden de investigación emitida por el primer juez de instrucción del tribunal militar de Beirut Nº 23/2005, de fecha 14 de febrero de 2005."	1
"El vuelo fue cancelado y se evitó una crisis sólo después de que el comandante de la fuerza Licorne, general Irastorza, telefoneó al jefe del Estado Mayor de las FANCI, general Mangou, para decirle que tal vuelo sería considerado como una acción hostil."	1
"Este fue el tercer cohete lanzado desde Gaza hacia Israel desde el verano."	0
"4. En su resolución 733 (1992), el Consejo de Seguridad impuso un embargo de armas general y completo a Somalia y, en su resolución 751 (1992), estableció un Comité para supervisar la aplicación del embargo."	0
"... señalando la importancia de realizar revisiones continuas de tácticas y procedimientos y revisiones e investigaciones posteriores a las acciones en cooperación con el ... Gobierno en los casos en que se hayan producido víctimas civiles y cuando el ... Gobierno considere apropiadas estas investigaciones conjuntas, ya que así como continuar la cooperación con las [fuerzas de seguridad nacionales] hacia una mayor institucionalización de la protección de los civiles, especialmente mujeres y niñas,"	1
"10. La situación en Georgia (8 de octubre de 1992; 15 de junio de 2009)."	0
"Como se indica en el informe, durante el período que se examina se han producido avances importantes en el proceso de paz y en los preparativos para las elecciones de 2010, a pesar de algunos desafíos persistentes."	0
"Subraya el papel de la Alta Autoridad de Medios de Comunicación, el Comité Internacional de Personas Eminentes y el Comité Internacional de Apoyo a la Transición (CIAT) en la promoción de una conducción fluida del proceso electoral y un clima político tranquilo y reafirma su apoyo a ellos."	1
"En general, la Oficina funciona bien, aunque el personal expide un certificado a un exportador sin licencia."	0
"Actualmente están pendientes ante la Sala de Apelaciones otra cuestión confidencial y una moción conexa."	0
"Esto es particularmente cierto en el caso de aquellas personas que firmaron y luego devolvieron armas de las F-FDTL."	1
"(c) Nunca toque un gatillo u otro mecanismo de disparo;"	0
"48. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió prestando apoyo para el establecimiento y funcionamiento de consultorios jurídicos que se ocupan de cuestiones de violencia sexual; Nueve de las clínicas, administradas por organizaciones no gubernamentales locales, comenzaron a funcionar desde enero. El 21 de marzo, la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y la policía de la MONUSCO, en colaboración con la Misión de Policía de la Unión Europea, iniciaron dos meses de formación de formadores sobre técnicas de investigación de delitos de violencia sexual en el Bajo Congo para 50 agentes de la policía judicial."	1
"En respuesta a esta ola de violencia, la MINUSTAH y la Policía Nacional de Haití montaron varias operaciones exitosas para rescatar a los secuestrados, y un número significativo de presuntos secuestradores han sido arrestados."	1
"Malí y Níger son miembros del recién creado Centro Conjunto de Inteligencia subregional en Tamanrasset, Argelia."	1
"Se cometieron violaciones y delitos de violencia sexual, pero no fueron lo suficientemente generalizados ni sistemáticos como para constituir un crimen de lesa humanidad."	0
"Parece que se ha confiado mucho en la experiencia personal militar y policial de determinadas personas."	1
"Me complace informar que ya se han obtenido fondos para el establecimiento de una biblioteca jurídica bajo la custodia de los refugiados en Rabuni (véase S/2007/619, párr. 41)."	1
"La expedición de esos visados ​​habría ahorrado un tiempo considerable de espera para la expedición de los visados ​​de entrada única de un mes de duración, que los miembros del Grupo recibían en Addis Abeba cada vez que expiraban sus visados."	0
"Embajadora Samantha Power (Estados Unidos de América)"	0
"12. El Comité seguirá organizando reuniones y eventos especiales sobre temas y cuestiones de interés y preocupación común para los Estados Miembros, con miras a maximizar el impacto de las resoluciones y sostener el compromiso de la comunidad internacional de combatir el terrorismo."	1
"En mi calidad de representante del actual Presidente de la Unión Africana, tengo el honor de remitirle adjunto el comunicado sobre Côte d'Ivoire emitido por la 40ª reunión del Consejo de Paz y Seguridad de la Unión Africana a nivel de Jefes de Estado. y Gobierno, celebrada en Addis Abeba el 6 de octubre de 2005."	1
"Decide por la presente, habiendo recibido la solicitud de [el Estado afectado], establecer un tribunal internacional con el único propósito de procesar a los responsables de genocidio y otras violaciones graves del derecho internacional humanitario cometidos en el territorio [del Estado afectado] y a los ciudadanos [ del Estado afectado] responsable del genocidio y otras violaciones similares cometidas en el territorio de Estados vecinos entre [fechas]..."	1
