"","en_es_DEEPL","VerCoop"
"137","Junto con los 12 convenios temáticos contra el terrorismo, y a falta de una definición universalmente acordada de terrorismo, la Lista se erige a la vez en símbolo de la determinación internacional y en medida práctica para hacer frente al desafío global que Al-Qaida, los talibanes y sus asociados plantean a la paz y la seguridad internacionales.",1
"138","El SAT se basa en gran medida en el Plan como prueba de su intención de aplicar el programa de inversiones.",0
"139","El informe del Equipo examina por qué muchos Estados siguen sin reconocer todo el potencial del régimen de sanciones.",0
"140","106. El Equipo ha consultado al Grupo de Supervisión para Somalia, que en su informe de 9 de marzo de 2005 (S/2005/153) afirmó que se había violado el embargo de armas al suministrar armas, explosivos, material conexo y adiestramiento militar a Al-Itihaad Al-Islamiya, entidad incluida en la lista consolidada.",1
"141","5. El Coordinador realizó tres visitas a la región (en febrero, abril y mayo) que coincidieron con las reuniones del Subcomité Técnico y de la Comisión Tripartita. El 9 de febrero de 2011, fue recibido por el Viceprimer Ministro y Ministro de Asuntos Exteriores de Kuwait, Jeque Mohammed Al-Sabah Al-Salem Al-Sabah, quien indicó que el incipiente espíritu de cooperación entre Iraq y Kuwait debía traducirse en medidas prácticas y orientadas a la obtención de resultados para la resolución de las cuestiones pendientes, incluidos los expedientes de las personas y bienes desaparecidos.",1
"142","La comunidad internacional debe asumir la responsabilidad de proteger a los civiles de Darfur y poner fin a la impunidad rampante que reina actualmente en la zona.",1
"143","Además, el Equipo de Vigilancia viajó dos veces a Bélgica, una para asistir a un simposio de la Organización de Aviación Civil Internacional y otra para reunirse con representantes de la Organización Mundial de Aduanas, así como a Francia para asistir a una reunión de expertos sobre sanciones financieras selectivas organizada por el Grupo de Acción Financiera Internacional y para asistir a la tercera reunión plenaria del Grupo de Acción Financiera Internacional.",1
"144","Los dos testigos que habían participado en la investigación, el Sr. Donghyuk y la Sra. Lee, hablaron de sus experiencias personales en la República Popular Democrática de Corea antes de escapar como refugiados.",1
"145","Ambas partes acordaron proseguir su diálogo con vistas a reforzar sus relaciones bilaterales de tal modo que lleguen a establecer representaciones diplomáticas mutuas.",1
"146","Pasaportes y otros documentos de viaje alterados y robados",0
"147","Se han proferido algunas amenazas contra el personal del programa.",0
"148",":: Los mecanismos de investigación deben establecerse en una fase suficientemente temprana de la crisis para que puedan contribuir a prevenir nuevas violaciones.",1
"149","En nombre de la Presidenta de la Comisión, Nkosazana Olamini Zuma, transmito adjunto el comunicado adoptado por el Consejo de Paz y Seguridad al término de dicha reunión (véase el apéndice).",1
"150","Insto a todos los líderes somalíes a dar los pasos necesarios para reconciliar sus diferencias.",1
"151","Se celebrará el miércoles 7 de marzo de 2012, a las 15.15 horas.",0
"152","También ayuda a regular la distribución de las precipitaciones y proporciona sustento a la fauna salvaje.",0
"153","2. Exhorta a todos los Estados a que cooperen, entre otras cosas, para reforzar la seguridad de sus fronteras internacionales, en particular combatiendo la utilización de documentos de viaje fraudulentos y, en la medida de lo posible, mejorando los procedimientos de detección de terroristas y de seguridad de los pasajeros con miras a impedir que los culpables de las conductas mencionadas en el apartado 1 (a) entren en su territorio;",1
"154","16. Reitera a todos los Estados la importancia de proponer al Comité los nombres de los miembros de la organización Al-Qaida y de los talibanes o asociados con Usamah bin Ladin y de otras personas, grupos, empresas y entidades asociados con ellos para su inclusión en la lista del Comité, a menos que hacerlo comprometa las investigaciones o las medidas de aplicación de la ley;",1
"155","""El Consejo de Seguridad reafirma su compromiso con la independencia, la soberanía, la unidad y la integridad territorial de Iraq, y subraya la importancia de la estabilidad y la seguridad de Iraq para su pueblo, la región y la comunidad internacional.",1
"156","1. Condena inequívocamente todos los actos, métodos y prácticas de terrorismo como criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera que se cometan y quienquiera que los cometa, en particular los que puedan amenazar la paz y la seguridad internacionales;",0
"157","En cuarto lugar, la piratería frente a las costas de Somalia es un problema internacional que requiere nuestro esfuerzo y contribución colectivos.",0
"158","También acordamos que las partes debían restablecer un diálogo genuino y muy necesario y proceder, sin demora, al desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, justas y creíbles.",1
"159","Aunque los enfrentamientos habían cesado, la tensión seguía siendo elevada y no se podía descartar que se produjeran nuevos choques.",0
"160","El Consejo de Seguridad reitera su petición al Secretario General de que incluya en sus informes sobre situaciones específicas de cada país información más completa y detallada relativa a la protección de los civiles en los conflictos armados.",1
"161","220. La Comisión recomienda que se tomen medidas especiales para garantizar la dignidad y evitar la retraumatización de las víctimas en cualquier proceso judicial o no judicial. VI. Conclusiones y resultados A. Conclusiones",1
"162","3. Enmiendas a la Ley Bancaria en materia de blanqueo de capitales",0
"163","La factura emitida por el expedidor del cargamento incautado en el caso Kilis (Turquía), SAD Import Export Company, indica que el cargamento estaba relacionado con envíos marítimos anteriores a ""los puertos de Lattakia o Tartous"".",0
"164","(a) Revisar las leyes penales para garantizar que los delitos de cada una de las categorías designadas estén debidamente tipificados, y promulgar disposiciones legislativas antiterroristas, según sea necesario;",1
"165","Pidieron una actuación más decidida de las Naciones Unidas en general sobre los factores que propician el terrorismo, como la islamofobia.",1
"166","Deseo señalar a la atención de los miembros el documento S/2010/164, que contiene el trigésimo primer informe del Secretario General sobre la Misión de las Naciones Unidas en la República Democrática del Congo.",0
"167","6. La Dirección Ejecutiva intensificará su cooperación con los órganos pertinentes de las Naciones Unidas, incluidos el Equipo de Vigilancia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), así como con diversas organizaciones internacionales, regionales y subregionales, incluso en el contexto de las visitas del Comité a los Estados Miembros.",1
"168","No está del todo claro a qué equipo se hacía referencia.",0
"169","""El Consejo de Seguridad subraya la importancia de que las partes en el Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, en las cuestiones pendientes del Acuerdo General de Paz y en la resolución de cuestiones críticas posteriores al referéndum de forma pacífica y mutuamente beneficiosa, como la frontera, la seguridad, la ciudadanía, las deudas, los activos, la moneda y los recursos naturales.",1
"170","Otro Estado señaló que no había adoptado medidas nacionales específicas sobre diálogo y entendimiento, porque no había conflictos ni odios significativos entre sus diferentes grupos étnicos y sociales.",0
"171","A la vista de las deficiencias probatorias de esta reclamación, el Panel no estaba obligado a considerar ninguna cuestión adicional a las ya descritas en los párrafos 134 a 140 del Primer Informe E/F.",0
"172","El Presidente del Grupo, José Ramos-Horta, dirigió los debates en nombre del Grupo, señalando que durante la primera fase de su trabajo, el Grupo se centraría en escuchar las opiniones de todos los Estados miembros como contribuyentes colectivos a la paz y la seguridad, y que las consultas incluirían también a los comités de la Asamblea General, las organizaciones regionales y los países que aportan contingentes y fuerzas de policía.",1
"173","Código de Procedimiento Penal (Ley nº 600 de 2000):",0
"174","Tales medidas se producen a veces en el contexto de la acción preventiva, cuando los actos terroristas están supuestamente aún en fase de preparación.",0
"175","46. La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009).",0
"176","Que no se acepte la solicitud del Gobierno de Kuwait relativa a la reclamación de bienes inmuebles en relación con un detenido fallecido, debido a que esta cuestión constituye de hecho una solicitud de presentación tardía de la parte de la reclamación relativa a los bienes inmuebles fuera del plazo de presentación para su aceptación, y pedir a la secretaría que informe de ello al Gobierno de Kuwait.",0
