"","en_es_DEEPL","MatCoop"
"161","En agosto, en virtud de un acuerdo entre el gobierno y el grupo armado de oposición chadiano Movimiento por la Democracia y la Justicia en Chad (MDJT) concluido a principios de 2010, 58 menores, entre ellos 10 niñas, se reunieron con sus familias.",1
"162","Además, es necesario seguir investigando para demostrar que tales programas producen resultados auténticos y positivos en cuanto a la probabilidad de que tales individuos cometan nuevos actos de terrorismo o inciten a otros a cometerlos.",1
"163","34. La Visión conjunta para Sierra Leona del sistema de las Naciones Unidas recibió casi 10 millones de dólares del fondo ""Unidos en la acción"".",0
"164","No podemos correr el riesgo de que la inversión humana y financiera en la República Democrática del Congo se pierda debido a las frustraciones que sienten los ciudadanos, lo que podría acabar provocando un rebrote de la crisis.",0
"165","221. Los Estados de la subregión cooperan adecuadamente con socios regionales e internacionales para reducir el riesgo de terrorismo y su vulnerabilidad ante el mismo. Intercambian inteligencia sobre amenazas y alertas, comparten información operativa y llevan a cabo entrenamientos conjuntos y otros ejercicios en contextos bilaterales y multilaterales.",1
"166","4. Además, de conformidad con la orientación normativa adoptada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relativas a las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la determinación y aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre las formas de garantizar que cualesquiera medidas adoptadas por los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) cumplan las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.",0
"167","58. El FN proporciona combatientes diariamente para asegurar la zona alrededor de los pozos de diamantes.",1
"168","18. Toma nota de la entrada en vigor de la Convención sobre el empleo, almacenamiento, producción y transferencia de minas antipersonal y sobre su destrucción de 1997 y del Protocolo enmendado sobre prohibiciones o restricciones del empleo de minas, trampas explosivas y otros artefactos (Protocolo II) anexo a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados de 1980, recuerda las disposiciones pertinentes que contienen y toma nota del efecto beneficioso que su aplicación tendrá para la seguridad de la población civil;",1
"169","No cabe duda de que la estructura y el desarrollo de la administración pública en Timor Oriental aún nos plantean importantes retos que deben tenerse en cuenta.",0
"170","(d) Una visita de promoción de la Presidencia del Comité contra el Terrorismo o del Director Ejecutivo (o de ambos), tal vez acompañados por uno o más miembros del Comité, encaminada a aumentar la concienciación general sobre la amenaza terrorista y a centrar la atención política de alto nivel, dentro del Gobierno o Parlamento de que se trate, en la importancia de aplicar la resolución 1373 (2001) (por ejemplo, mediante la adopción/aprobación de legislación antiterrorista);",1
"171","Según la jurisprudencia, en caso de duda también se debe establecer si (a) un conjunto de personas es percibido y de hecho tratado como perteneciente a uno de los grupos protegidos, y además (b) se consideran a sí mismas como pertenecientes a uno de dichos grupos.",1
"172","La estrategia también pretende ampliar el círculo de donantes incluyendo a países en los que se hayan desarrollado enfoques o sistemas antiterroristas especialmente eficaces.",1
"173","En la Declaración, los Estados firmantes se comprometieron a poner fin al reclutamiento y la utilización de niños por parte de grupos y fuerzas armadas.",1
"174","El alcance de la contaminación por munición de racimo es cada vez más evidente a medida que avanza el trabajo de Landmine Action.",1
"175","Las cinco personas en cuestión son las mencionadas en el anexo II de la resolución 1803 (2008).",0
"176","Para ello, se le otorgaron amplios poderes, incluido el acceso sin restricciones a todos los registros de la propiedad de Bosnia y Herzegovina.",1
"177","15. Los observadores militares de la UNOMIG siguieron llevando a cabo las tareas que se les habían encomendado, realizando patrullas terrestres diarias y actuando de enlace con las autoridades locales y coordinándose con la fuerza colectiva de mantenimiento de la paz de la Comunidad de Estados Independientes (CEI), así como con los organismos encargados de hacer cumplir la ley de ambas partes.",1
"178","Por muy grave y condenable que sea ese suceso, se trata de un hecho aislado.",0
"179","Las medidas para prevenir y reprimir la circulación de terroristas a través de las fronteras podrían reforzarse en todos los Estados, especialmente en las fronteras meridionales.",1
"180","19. Además, tanto su misión de investigación como su tarea de identificar a los autores se habrían beneficiado de la ayuda de un gran número de investigadores, abogados, analistas militares y expertos forenses.",1
"181","""El Consejo de Seguridad advierte solemnemente a los Estados vecinos de la República Democrática del Congo de las consecuencias del apoyo a los grupos rebeldes armados.",0
"182","Pidió a los dirigentes somalíes que intensificaran sus esfuerzos para aplicar la hoja de ruta y respetar el plazo de transición de agosto de 2012.",1
"183","""El Consejo de Seguridad toma nota con interés de la importante propuesta del Secretario General de crear una Comisión de Consolidación de la Paz y comparte el objetivo de mejorar la capacidad de las Naciones Unidas para coordinarse con los donantes y los países que aportan contingentes y realizar actividades de consolidación de la paz, en particular desde el inicio de las operaciones de mantenimiento de la paz, pasando por la estabilización, la reconstrucción y el desarrollo.",1
"184","Hemos pedido al Consejo en varias ocasiones que actúe para obligar a Israel a cesar sus ataques militares, garantizar la protección de la población civil y poner fin a las medidas ilegales y punitivas con las que está provocando deliberadamente una catástrofe humana en la Franja de Gaza.",0
"185","La Oficina de Información y Administración supervisará las evaluaciones de fin de ciclo en el sistema electrónico de evaluación del rendimiento (e-PAS) para todo el personal de la Dirección Ejecutiva, y ayudará a todos los miembros del personal que participen en la nueva iniciativa voluntaria de intercambio en red para fomentar la movilidad mediante traslados laterales del personal en grupos en red, como la red profesional de política, paz y seguridad.",1
"186","Sin embargo, el Consejo de Seguridad y el Comité han introducido a lo largo de los años numerosos cambios en sus procedimientos que mejoran la transparencia y reconocen las normas básicas de imparcialidad que podrían aplicarse si sus decisiones fueran judiciales.",1
"187","10. Pide además al grupo de trabajo creado en virtud del apartado 9 que estudie la posibilidad de crear un fondo internacional para indemnizar a las víctimas de actos terroristas y a sus familias, que podría financiarse mediante contribuciones voluntarias, y que podría consistir en parte en activos incautados a organizaciones terroristas, sus miembros y patrocinadores, y que presente sus recomendaciones al Consejo;",1
"188","10. Invita al Secretario General a que presente un informe al Consejo de Seguridad sobre las oportunidades y los desafíos que se plantean en la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, y alienta al Secretario General a que estudie con las organizaciones regionales la posibilidad de concertar acuerdos que establezcan un marco para la cooperación de las organizaciones regionales con las operaciones de mantenimiento de la paz dirigidas por las Naciones Unidas y sus contribuciones a dichas operaciones, teniendo debidamente en cuenta las directrices de cooperación ya definidas entre las Naciones Unidas y determinadas organizaciones regionales;",0
"189","Por lo tanto, las directrices se han remitido a la OIT para su revisión y posible adopción de nuevas medidas.",0
"190","XII. RECLAMACIÓN DE OGE DRILLING INC.",0
"191","19. En Libia, el colapso del control estatal tras la caída del régimen de Gadafi en 2011, unido a un control fronterizo ineficaz y a un arsenal de armas y armamento, dio lugar al desarrollo de un importante mercado ilícito de armas en el país que alimentó el conflicto existente tanto a nivel interno como en la región del Gran Sahel.",0
"192","En la fecha de cierre de este informe, un total del 37% del efluente DF, que fue entregado por el MV Cape Ray los días 30 y 31 de agosto de 2014, ya había sido destruido.",0
