"","es_en_GOOGLE","MatCoop"
"2470","The Expert Group was also unable to identify Katex flights among flights to Guinea, especially to Conakry.",0
"2471","Turkey is fully aware of the intentions of the Government of the Syrian Arab Republic, which have been manifested through various forms of aggression and provocation, including attacks on innocent civilians across the border.",0
"2472","While air piracy off the coast of Somalia remains a serious problem, we ask the international community not to forget that the solution must be found on land, not at sea. The comprehensive resolution of the Somali conflict must address all the root causes of piracy and other problems, including the exploitation of marine resources and the dumping of toxic waste.",0
"2473","As part of the review, 488 names of individuals, groups and entities subject to the sanctions regime imposed on Al-Qaida and the Taliban were reviewed in order to update their entries or remove them from the List when the Committee decided that their presence was not already relevant.",1
"2474","The Office has already started dealing with at least seven cases.",1
"2475","The Executive Directorate will increase its cooperation with relevant United Nations bodies, including the Security Council Committee Monitoring Team established pursuant to resolution 1267 (1999) and the Security Council Committee Group of Experts established pursuant of resolution 1540 (2004), as well as with various international, regional and subregional organizations, especially in the framework of the Committee&#39;s visits to Member States.",1
"2476","Once the status has been determined, the European Union will be expected to play a greater role, in particular with regard to police and justice, and in monitoring and supporting the standards implementation process.",0
"2477","According to Iran, its analysis of satellite images and meteorological data clearly shows that soot was deposited mainly in the southern and southwestern provinces of the country.",0
"2478","Establishment of a project for the incorporation of the gender perspective in general activity, with specific budget allocations.",1
"2479","On the day of the explosion, 10 people were questioned and during the following two months about 40 people were questioned.",1
"2480","All committees admitted to having received reports of violations that occurred in attacks on villages. None of these complaints had been recorded or investigated.",0
"2481","At the end of the session, the Committee adopted a final document for the future in which it urged all Member States to implement a policy of zero tolerance towards terrorism and to take urgent measures to prevent and combat this problem in all its forms. and demonstrations through the full and effective implementation of the resolution.",1
"2482","Another State has established an interdepartmental working group on migration to implement measures to promote integration, particularly in the areas of language skills and employment training, to promote dialogue with migrants and control xenophobia , racism and extremism.",1
"2483","The ability to freeze funds and assets linked to terrorism is generally insufficient and limited in all States.",1
"2484","It cannot be excluded in any way that the materials found at the crime scene had been manipulated by someone or placed there intentionally.",0
"2485","According to the execution order, UPDF forces at La - Forestierre and Bangoka Airport were to withdraw to Bafwasende, while RPA forces at Bangoka Airport and the Lubutu - Bafwasende junction were to withdraw to Lubutu.",1
