"","en_es_TRANSFORMERS","MatCoop"
"147","4. Insta a la Dirección Ejecutiva del Comité contra el Terrorismo a que siga fortaleciendo su función de facilitación de asistencia técnica para la aplicación de la resolución 1373 (2001) con el fin de aumentar la capacidad de los Estados Miembros y las regiones en la lucha contra el terrorismo atendiendo a sus necesidades de lucha contra el terrorismo, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, así como con los proveedores de asistencia bilateral y multilateral, y acoge con beneplácito el enfoque específico y regional de la Dirección Ejecutiva del Comité contra el Terrorismo para esta labor;",1
"148","Además, existe la preocupación de que el tráfico activo de armas a cambio de drogas procedente del Afganistán pueda conducir a la financiación del terrorismo en los Estados vecinos del Asia central, mediante las actividades de mensajeros en efectivo.",0
"149","78. La mayoría de los Estados de la subregión han sido objeto de ataques terroristas, ya se lleven a cabo en su territorio o contra sus nacionales en otras partes del mundo.",0
"150","Pathlet sobre la Convención sobre los Derechos del Niño, elaborado y distribuido. G.2. Establecer y aplicar estrategias y programas sobre prevención y respuesta a la violencia de género en los conflictos armados (presidido por la OCAH y la OMS).",1
"151","a) Ordene a la persona que abandone Guyana y proceda inmediatamente por el mismo medio de transporte por el que haya llegado, o por otros medios;",0
"152","Los enfoques de la rehabilitación difieren entre los Estados, pero se está prestando mayor atención al intercambio de experiencias y al desarrollo de mejores prácticas en esta esfera.",1
"153","No obstante, los Estados del Foro de las Islas del Pacífico han logrado progresos considerables en la aplicación de diversas medidas de lucha contra el terrorismo en cumplimiento de la resolución 1373 (2001).",1
"154","Durante las recientes visitas sobre el terreno a los campamentos de refugiados, los emplazamientos para los desplazados internos y las aldeas cercanas, la MINURCAT registró menos denuncias de violaciones de los derechos humanos.",1
"155","La Dirección Ejecutiva del Comité contra el Terrorismo seguirá fortaleciendo su función de facilitar la asistencia técnica para la aplicación de la resolución 1373 (2001) con el fin de aumentar la capacidad de los Estados Miembros y las regiones en la lucha contra el terrorismo atendiendo a sus necesidades de lucha contra el terrorismo, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, otros órganos de las Naciones Unidas y los proveedores de asistencia bilateral y multilateral, y seguirá adoptando un enfoque específico y regional de esta labor.",1
"156","Aunque en la mayoría de los incidentes las fuerzas del Gobierno tal vez no hayan participado directamente en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar son suficientes para que sean responsables conjuntamente.",0
"157","a) Asesinatos intencionales, palizas, secuestros, desapariciones, trabajos forzados y reclutamiento de civiles etíopes;",0
"158","El Brasil también está convencido de que una Somalia estable requerirá una estrategia amplia que combine la seguridad y el desarrollo.",0
"159","La subregión ha alcanzado un nivel razonable de ratificación de los instrumentos internacionales de lucha contra el terrorismo.",1
"160","En el artículo 12(2)(6) de la Ley de Organizaciones Públicas.",0
"161","En el futuro, estas organizaciones regionales, y en particular la UE, tendrán que desempeñar el papel más destacado en Kosovo.",0
"162","Se convino en que Somalia, la región y la comunidad internacional debían prestar mayor atención al fomento de la capacidad de lucha contra la piratería y aprovechar al máximo los logros alcanzados por las fuerzas navales.",0
"163","La res judicata es un requisito previo en todos los casos mencionados.",0
"164","159. El hecho de que en la comunidad internacional se haya desarrollado un conjunto de normas consuetudinarias que regulan los conflictos armados internos se ve confirmado por diversos elementos.",1
"165","Se trataría de un ejercicio técnico que no entrañaría ninguna alteración sustantiva de la frontera.",0
"166","La investigación técnica determinó, entre otras cosas, que los daños observados en la sección delantera de la aeronave parecían indicar que la aeronave había sido penetrada por un gran número de objetos de alta energía procedentes del exterior de la aeronave.",1
"167","La Dirección Ejecutiva del Comité contra el Terrorismo también dirige una iniciativa mundial de tres años de duración, en nombre del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y con el apoyo de varios Estados y organizaciones donantes, para desarrollar un entendimiento común de las prácticas racionales de lucha contra la financiación del terrorismo a través del sector.",1
"168","Sin embargo, el Consejo de Seguridad y el Comité han introducido muchos cambios en sus procedimientos a lo largo de los años que mejoran la transparencia y reconocen las normas básicas de equidad que podrían aplicarse si sus decisiones fueran judiciales.",1
"169","(Resolución 503 de la Cumbre, 22o período ordinario de sesiones, aprobada el 28 de marzo de 2010)",0
"170","No está del todo claro a qué equipo se refería.",0
"171","Esta lucha por el poder se manifiesta de diversas maneras y tiene como objetivo apelar a las diversas fuerzas sociales dentro de la sociedad civil y la opinión pública para obtener más apoyo o influencia popular.",1
"172","De acuerdo con lo anterior, el 15 de mayo de 2012, el Presidente de la República emitió el Decreto Ejecutivo PCM 014-2012 en el Consejo de Ministros, en su artículo 1 establece que el mapa oficial de la República de Honduras, con los límites establecidos en el sistema de administración territorial, muestra los municipios que bordean la frontera terrestre con la República de El Salvador, incluyendo: en Ocotepeque Departamento: Ocotepeque, Sinuapa y Mercedes; en Lempira Departamento: Cololaca, Guarita, San Juan Guarita, Valladolid, La Virtud, Mapulaca, Virginia y Piraera; en Intibucá Departamento: San Antonio, Santa Lucía, Magdalena y Colomoncagua; en La Paz Departamento: Santa Elena, Yarula, Marcala, Cabañas, Santa Ana, Opatoro, Mercedes de Oriente y San Antonio del Norte; y en Valle Departamento: Caridad, Aramecina, Goascorán y Alianza.",1
"173","La Dirección Ejecutiva seguirá intensificando su cooperación con los órganos pertinentes de las Naciones Unidas, incluidos el Equipo de Vigilancia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), así como con diversas organizaciones internacionales, regionales y subregionales, incluso en el contexto de las visitas del Comité a los Estados Miembros.",1
"174","El Grupo examina a su vez cada proyecto de la siguiente manera:",0
"175","Que se celebrará el lunes 6 de abril de 2009, a las 10.00 horas",0
"176","Que se celebrará el viernes 16 de marzo de 2001, a las 18.40 horas",0
"177","En la Asamblea Nacional, el Partido del Congreso Nacional obtuvo 73 de los 86 escaños asignados a Darfur.",0
"178","Los proveedores de productos petrolíferos recibieron un aviso que prohibía atracar en Pointe Noire a los buques de Liberia, Guinea y Sierra Leona.",0
"179","De conformidad con lo dispuesto en la resolución 2083 (2012), el Equipo de Vigilancia presentó informes al Comité en julio y diciembre de 2013, en los que formuló recomendaciones sobre la forma de mejorar el régimen de sanciones y reforzar los efectos de las sanciones, con una evaluación de la amenaza de Al-Qaida y sus afiliados y actualizaciones sobre las actividades del Equipo.",1
"180","Se incorporó el análisis de género en la evaluación de las necesidades después de los conflictos y en la capacitación conexa, y se puso a prueba una evaluación de las necesidades después de los conflictos que tuviera en cuenta las cuestiones de género.",1
"181","a) Aplique la legislación nacional aprobada sobre la lucha contra el terrorismo, teniendo presentes las normas internacionales de derechos humanos;",1
"182","Depósito del instrumento de ratificación el 13 de diciembre de 1938",0
"183","Otros miembros tomaron nota de la iniciativa del Gobierno del Sudán de investigar las denuncias por conducto de su mecanismo nacional y pidieron que se resolvieran los conflictos mediante negociaciones bajo los auspicios del Grupo de Alto Nivel de la Unión Africana encargado de la aplicación de las recomendaciones para el Sudán, dirigido por el ex Presidente de Sudáfrica, Thabo Mbeki, y el Enviado Especial del Secretario General para el Sudán y Sudán del Sur, Haile Menkerios.",1
"184","65. El canal turco TV5, 5 de enero.",0
"185","Se espera que este mes se concluya un arreglo a tal efecto.",0
