"es_en_DEEP"	"MatConf"
"In addition, the Taliban can still import weapons, other material and troops and the key to military success lies in neutralizing their supply lines and preventing them from finding refuge where their fighters can recover between one operation and another and train new recruits."	1
"Some of these contaminants could negatively affect the health of livestock."	0
"The Humanitarian Affairs Coordinator will raise this matter with the Ministry of Education."	0
"Al-Qaida in the Islamic Maghreb (AQIM) (QE.T.14.01) has greatly developed its expertise in kidnapping for ransom."	1
"Terrorist networks forged in today's conflicts could pose a future threat that could last for decades."	1
"Liechtenstein July 21, 2005 S/AC.47/2005/12"	0
"Boko Haram's terrorist activities have driven some 45,000 Nigerian refugees and migrants, including suspected insurgents, into Cameroon, Chad and Niger."	1
"Case study number 2: vehicles for military use Annexes"	0
"All the houses in the village were burned and the bodies of the victims were buried in collective graves on the outskirts of the village."	1
"The Team routinely coordinates its travel plans with the Executive Directorate of the Counter-Terrorism Committee and in its visits to Member States and international organizations has carried out arrangements on behalf of the Executive Directorate and the experts who provide support to the Committee established under the resolution 1540 (2004). The Team looks forward to its first joint visit with the Executive Directorate to a Member State in February 2006, and anticipates that this practice will become increasingly frequent."	0
"Three States have enacted legal provisions to authorize extradition, mutual legal assistance and the exchange of information and have concluded relevant bilateral treaties or other agreements with other States."	0
"Furthermore, the Moro River floodplain is particularly prone to major flooding during the rainy season, making systematic, mechanized open-pit mining impossible."	0
"The ratification of the Timor Sea Treaty allows us to expect significant revenues from gas and oil in the near future."	0
