"","en_es_GOOGLE","MatConf"
"180","o) Cooperar estrechamente con los órganos pertinentes de las Naciones Unidas contra el terrorismo para proporcionar información sobre las medidas adoptadas por los Estados Miembros en relación con los secuestros y la toma de rehenes para pedir rescate por Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella, y sobre tendencias y novedades relevantes en esta área;",0
"181","Los Artículos de Valoración incluyen joyas, antigüedades y objetos de colección, pinturas, alfombras y caballos de raza (caballos de carreras y de cría).",0
"182","Algunos funcionarios incluso admitieron que el Gobierno rastrearía a los rebeldes hasta las aldeas, ya que allí es donde se esconderían, y que la destrucción fue causada por los combates subsiguientes.",1
"183","&quot;El Consejo de Seguridad expresa su profunda solidaridad con todas las víctimas del terrorismo y sus familias, destaca la importancia de ayudar a las víctimas del terrorismo y brindarles a ellas y a sus familias apoyo para afrontar su pérdida y su dolor, reconoce el importante papel que desempeñan las víctimas y los supervivientes desempeñan las redes en la lucha contra el terrorismo, incluso compartiendo valientemente sus experiencias y denunciando las ideas violentas y extremistas, y en este sentido acoge con beneplácito y alienta los esfuerzos y actividades pertinentes de los Estados Miembros y del sistema de las Naciones Unidas, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF).",0
"184","Pero no se equivoque; Mi país está igualmente dispuesto a resistirse incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.",0
"185","118. El terrorismo es un factor determinante en un número cada vez mayor de situaciones de conflicto, especialmente en la región del Sahel y el Magreb.",0
"186","&quot;El Consejo de Seguridad recuerda también los atroces ataques terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington, DC y Pensilvania y los otros numerosos ataques perpetrados por la red en todo el mundo.",1
"187","12. Pide en particular que la MONUC comparta información con el Grupo de Expertos, especialmente sobre el apoyo recibido por los grupos armados, el reclutamiento y la utilización de niños y los ataques contra mujeres y niños en situaciones de conflictos armados;",1
"188","Los partidos y sus secciones juveniles atraen a los niños a participar en manifestaciones donde existe riesgo de violencia, y la policía a veces responde con fuerza excesiva.",1
"189","Algunos informes han dado a entender, y unos pocos han determinado, que los elementos del crimen de genocidio están presentes en las pautas y la naturaleza de las violaciones cometidas por el Gobierno y sus milicias.",1
"190","Se cometieron violaciones y delitos de violencia sexual, pero no fueron lo suficientemente generalizados ni sistemáticos como para constituir un crimen de lesa humanidad.",1
"191","43. Como estaba previsto que la manifestación finalizara a las 13.00 horas del viernes 28 de abril, a primera hora de la mañana se hizo evidente un cambio tangible en la atmósfera de la multitud reunida frente al Palacio de Gobierno.",1
"192","c) Maltrato infligido a prisioneros de guerra eritreos;",1
"193","30. La División de Asuntos del Consejo de Seguridad también gestionó el sitio web del Comité de conformidad con sus directrices, incluida la actualización de la lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1521 (2003).",0
"194","Nombre del reclamante: Mobile Telephone Systems Co.",0
"195","Su otro gran éxito es su supervivencia, pero sus filas se están reduciendo y, con el tiempo, la mayoría de los líderes clave serán capturados o asesinados.",1
"196","También he tomado nota del reciente aumento de la presencia y el compromiso de las Fuerzas Armadas Libanesas en zonas donde hay grupos palestinos armados.",1
"197","Oficialmente, la FACI los describe como aviones de &quot;reconocimiento&quot;, aunque el Grupo observó que a uno de ellos se le habían añadido puntos reforzados bajo las alas, que fueron adaptados para intentar transportar municiones no especificadas por la OTAN para acciones militares.",1
"198","También se han denunciado incidentes de confinamiento de la población civil, acompañados de ejecuciones arbitrarias, así como muertes de civiles como resultado de ataques aéreos indiscriminados por parte de las fuerzas gubernamentales.",1
"199","También parece que, si bien el SLM/A es el actor militar más importante de los dos, el JEM es más político y tiene una capacidad militar limitada, en particular tras la supuesta división del grupo y el consiguiente surgimiento del NMRD (véase el párr. 139). abajo).",1
"200","También se acogió con beneplácito la celebración de la primera sesión abierta del Consejo de Paz y Seguridad sobre los niños afectados por los conflictos armados y su propuesta de nombrar un Enviado Especial de la Unión Africana para los niños en África.",0
"201","Operación y mantenimiento de instalaciones críticas (110.700 riyals);",0
"202","Durante el período que se examina, la MINURSO descubrió y marcó 260 minas y artefactos explosivos sin detonar y supervisó la destrucción de 3.693 minas y artefactos explosivos sin detonar.",1
"203","A medida que los combates se intensificaron, las F-FDTL reforzaron sus posiciones en las colinas enviando un buque de la marina a la bahía de Tibar.",1
"204","Sin embargo, seguirán necesitando protección. Si bien la disposición de la KFOR a mantener la protección de los lugares religiosos es esencial, no se puede construir una solución duradera basándose en fuerzas militares.",1
"205","q) La prohibición de maltratar a los combatientes enemigos fuera de combate y la obligación de tratar humanamente a los combatientes enemigos capturados;",1
"206","7. Solicita al Representante Ejecutivo del Secretario General que facilite y promueva el diálogo entre las partes interesadas nacionales e internacionales, en particular en el contexto de las próximas elecciones, sin dejar de apoyar sus esfuerzos por sostener la paz y la estabilidad;",0
"207","Las partes llevarán a cabo un examen más detenido del establecimiento de visitas familiares por tierra en el marco de la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR).",0
"208","La aplicación continua e inadecuada de las medidas de sanciones del Consejo de Seguridad restringe los derechos fundamentales a la propiedad y a la circulación sin ningún fundamento o justificación jurídica.",1
"209","Las células, ramas o grupos asociados deben ahora funcionar de forma autónoma y financiar sus propias actividades.",1
"210","Del 1 de junio al 31 de agosto, se recogieron o entregaron casi 500 armas pequeñas, más de 189.000 cartuchos de munición, 2.368 granadas de mano y minas y más de 255 kg de explosivos. panorama",1
"211","a) Homicidios intencionales, palizas, secuestros, desapariciones, trabajos forzados y reclutamiento de civiles etíopes;",1
"212","Sin embargo, se ha realizado un ajuste para tener en cuenta el valor residual de los equipos y máquinas.",0
"213",":: 14 de febrero de 2005, Rafik Hariri y otras 22 personas mueren en una explosión masiva en una zona costera del centro de Beirut.",1
"214","2. Acoge con satisfacción la misión del Secretario de Estado de los Estados Unidos a la región, así como los esfuerzos de otros, en particular los enviados especiales de los Estados Unidos, la Federación de Rusia y la Unión Europea, y el Coordinador Especial de las Naciones Unidas, para lograr una paz integral, justa y duradera para el Medio Oriente;",0
"215","10. Reitera la importancia de que todos los Estados identifiquen y, si es necesario, introduzcan procedimientos adecuados para aplicar plenamente todos los aspectos de las medidas descritas en el párrafo 1, e insta encarecidamente a todos los Estados miembros a que apliquen las normas internacionales integrales plasmadas en el Grupo de Acción Financiera Internacional ( GAFI) revisó las cuarenta recomendaciones para combatir el lavado de dinero y el financiamiento del terrorismo y la proliferación, en particular la Recomendación 6 sobre sanciones financieras específicas relacionadas con el terrorismo y el financiamiento del terrorismo;",0
"216","Que se celebrará el jueves 30 de abril de 2009, a las 16.30 horas",0
"217","Después del bombardeo, los Janjaweed atacaron, destruyeron casas y saquearon propiedades.",1
"218","Bajo esa premisa, el mayor número de víctimas procedía de Abobo: el 63 por ciento de los muertos, el 35 por ciento de los heridos o torturados y el 40 por ciento de los desaparecidos. El segundo mayor número de víctimas procedía de Anyama, con el 10 por ciento de las muertes; Koumassi representaba el 13 por ciento de los heridos o torturados y el 35 por ciento de los desaparecidos eran de Anyama.",1
"219","60. Sin embargo, los abusos de los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de grave preocupación en todo el país.",1
"220","12. En resumen, aunque los ataques de las milicias contra civiles no se produjeron en la escala masiva o sistemática observada en los meses anteriores al comunicado conjunto, esos ataques han continuado y se han intensificado últimamente.",1
