"","en_ar_TRANSFORMERS","VerConf"
"123","ولم تتحقق نتائج يمكن ملاحظتها إلا في منطقة الانتقال 6، حيث تقترب النسبة المئوية للأقليات كثيرا من هدف الممثل الخاص البالغ 10 في المائة.",0
"124","وقد اكتُشفت 14 حالة من فيروس شلل الأطفال البرّي في مقاطعة باوا الفرعية منذ تفشي وباء شلل الأطفال في بداية السنة.",0
"125","(أ) مواصلة تذكير الدول الأعضاء بالتزامها بالتسليم أو المحاكمة وفقا للصكوك الدولية السارية لمكافحة الإرهاب التي هي طرف فيها، وتذكير الدول بالتزامها بكفالة عدم اعتبار الادعاءات بوجود بواعث سياسية سببا لرفض طلبات تسليم الإرهابيين المشتبه فيهم؛",1
"126","وأخيرا، فإن التنوع المؤسسي والثقافي والعرقي والروحي الواسع النطاق للعديد من المجتمعات التي تشهد حاليا هذا التغيير التاريخي والعميق قد يثير توترات وشواغل أمنية محددة.",1
"127","وكررت الإعراب عن إدانة الأمين العام لأي استخدام للأسلحة الكيميائية من جانب أي طرف في النزاع السوري وعن دعوته إلى تقديم مرتكبي هذه الأعمال إلى العدالة.",1
"128","ولكن رهنا بنجاح جهود مكافحة الإرهاب ومكافحة المخدرات في أفغانستان، ينبغي أن تتوقف، بمرور الوقت، عن ممارسة نفوذ كبير.",0
"129","ويلاحظ جيدا الاهتمام بتنفيذ البيان المشترك المؤرخ 2 نيسان/أبريل 2009، المشار إليه في التقرير.",1
"130","56 - ومن المشجع أنه تم إحراز تقدم مستمر في جميع المجالات الأربعة ذات الأولوية التي صدر بها تكليف إلى البعثة، بما في ذلك مبادرات الحوار بشأن المسائل الوطنية الحاسمة، وإحراز مزيد من التقدم في استئناف الشرطة الوطنية لتيمور - ليشتي لمسؤولياتها الأساسية في مجال الشرطة، وإصدار مجموعة التشريعات المتعلقة بالأمن الوطني، والخطة الاستراتيجية للتنمية، والخطة الاستراتيجية لقطاع العدل في تيمور - ليشتي.",1
"131","حاء-1 مواصلة تطوير مدونات قواعد السلوك والإجراءات التأديبية وتنفيذها بالكامل لجميع فئات موظفي الأمم المتحدة والأفراد المرتبطين بها والشركاء لمنع الاستغلال الجنسي والتصدي له وتعزيز آليات الرصد والتحقيق في حالات سوء السلوك المزعوم ومعالجتها بفعالية.",0
"132","فعلى سبيل المثال، في حالة الإبادة الجماعية، قد يكون الشخص الذي يعتزم قتل مجموعة من الأشخاص المنتمين إلى مجموعة محمية، بقصد محدد هو تدمير المجموعة (كليا أو جزئيا)، مدفوعا بالرغبة في الاستيلاء على السلع التي تعود إلى تلك المجموعة أو إلى مجموعة من الأشخاص أو بالرغبة في الانتقام من هجمات سابقة شنها أعضاء تلك المجموعة أو الرغبة في إرضاء رؤسائه الذين يحتقرون تلك المجموعة.",0
"133","(ج) الفترة الزمنية التي يتوقع أن يسافر خلالها الأفراد المدرجون في القائمة، على ألا تتجاوز تسعة أشهر؛",0
"134","وفي غرب أفريقيا، اضطلع مكتب الأمم المتحدة لغرب أفريقيا بدور بارز في دعم الجهود الرامية إلى تنفيذ خطة العمل الإقليمية للجماعة الاقتصادية لدول غرب أفريقيا لمعالجة المشكلة المتنامية المتمثلة في الاتجار غير المشروع بالمخدرات والجريمة المنظمة وتعاطي المخدرات في غرب أفريقيا.",1
"135","ولن ينفذ هذا الصندوق برامجه بنفسه: فهو سيمولها ولكنه سيعهد بتنفيذها إما إلى البلدان نفسها أو إلى وكالات أخرى متعددة الأطراف.",0
"136","تستند استنتاجاتنا بشأن انفجار فوق الأرض أو تحتها إلى الفحوص التالية:",0
"137","السيدة ناكيبيمو ناكوسو، مزارعة من بولينزي",0
"138","تعزيز القضايا الجنسانية والتوعية بها على الصعيدين الوطني والمحلي من خلال شبكة من مراكز تنسيق الشؤون الجنسانية في المكاتب الإقليمية والقطرية.",0
"139","ومع ذلك، لا تزال هناك شواغل فيما يتعلق بـ 2.3 مليون شخص ما زالوا في حالة أزمة.",1
"140","وترى اللجنة أن حالات التعذيب قد تصل بالتالي إلى حد جريمة ضد الإنسانية، وقد تنطوي أيضاً، بالنظر إلى الطابع التمييزي للهجمات، على جريمة الاضطهاد بوصفها جريمة ضد الإنسانية.",1
"141","وإذ يكرر تأكيد التزام الدول الأعضاء بمنع حركة الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي المنطبق، بوسائل منها فرض ضوابط فعالة على الحدود،",1
"142","وحفاظا على سيادة الدول واستقلالها والحفاظ على الأمن والسلم والاستقرار على الصعيد الدولي، تدعو سورية الأمم المتحدة وهيئاتها المعنية بمكافحة الإرهاب وتمويله، بما في ذلك مجلس الأمن ولجنته الفرعية المتخصصة، ومجلس حقوق الإنسان، إلى حرمان الإرهابيين ومن يدعمونهم من أي غطاء لممارساتهم الهدامة.",0
"143","وعلى الرغم من تلك التحديات، لا يسعنا إلا أن نعترف بأن ما يقرب من 50 في المائة من السكان الأفغان يعيشون في مناطق تم فيها تسليم المسؤولية عن الأمن إلى قوات الأمن الأفغانية.",1
