"","en_ar_TRANSFORMERS","VerCoop"
"111","خامسا - فريق الأنموفيك المشترك في بغداد:",0
"112","ويشجع المجلس على القيام، حسب الاقتضاء، بإنشاء أو تعزيز آليات دون إقليمية أو إقليمية للتعاون والتنسيق وتبادل المعلومات، ولا سيما التعاون الجمركي عبر الحدود وشبكات تبادل المعلومات بهدف منع الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة عبر الحدود ومكافحته والقضاء عليه.",1
"113","وقبل كل شيء، كانت شواغلنا تتعلق بإصرار سلطات بريشتينا على أن تنفذ بطريقة ما ما يسمى باستراتيجية شمال كوسوفو في انتهاك صارخ للقرار 1244 (1999)، الذي لا يزال البرنامج القانوني الدولي الرئيسي لتسوية كوسوفو.",0
"114","39 - يتطلب حل جريمة بهذا الحجم قدرة إدارية قوية، وأدوارا واضحة، وتنسيقا وإتاحة ما يكفي من الكفاءة والقوة العاملة والمعدات ووسائل المساعدة.",1
"115","13 - وتكرر اللجنة التأكيد على أنه يتعين على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وأن تتخذ هذه التدابير وفقا للقانون الدولي، ولا سيما قانون حقوق الإنسان وقانون اللاجئين والقانون الإنساني.",1
"116","وبالنسبة لنا، وبغض النظر عن التسميات التي أعطيت لتعيين مبعوث خاص والأساس المنطقي الذي تقدم من أجله، فإن هذا العمل لا يمكن أن يكون سوى بمثابة إنشاء ""آلية جديدة"".",1
"117","السفير عمر الرفاعي، المندوب الدائم، المملكة الأردنية الهاشمية",0
"118","17 - سُجل أكثر من 000 8 حالة وفاة في أفغانستان في حوادث شارك فيها المتمردون طوال عام 2007 (A/62/722-S/2008/159، الفقرة 17)، مقارنة بـ 000 6 حالة قتل في جميع أنواع العنف في عام 2006.",0
"119","15 - يعرب عن استعداده للنظر في مدى ملاءمة وجدوى إنشاء مناطق أمنية مؤقتة وممرات آمنة لحماية المدنيين وتقديم المساعدة في الحالات التي تنطوي على خطر الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب ضد السكان المدنيين؛",1
"120","وإذ تؤكد أهمية التحقيق [في انتهاكات حقوق الإنسان وانتهاكات القانون الإنساني الدولي المزعومة]، بما في ذلك الانتهاكات التي ارتكبتها جميع الأطراف طوال فترة الأزمة، بصرف النظر عن مركزها أو انتماءاتها السياسية، وإذ تؤكد من جديد ضرورة محاسبة المسؤولين عن هذه الانتهاكات وتقديمهم إلى العدالة بصرف النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين...، وإذ تحث الحكومة على زيادة وتسريع جهودها الرامية إلى مكافحة الإفلات من العقاب،",1
"121","التقرير السادس عشر لفريق الرصد الثلاثي عن الفترة من 1 إلى 31 تموز/يوليه 2005",0
"122","14 - يقرر أن يبقي المسألة قيد نظره.",0
"123","وعقب الانتخابات المتوقعة، سيكون من الضروري إجراء مشاورات مع الحكومة المنتخبة حديثا من أجل تحديد طبيعة ومستوى الدعم الذي ستحتاج إليه السلطات الإيفوارية من عملية الأمم المتحدة في كوت ديفوار لإجراء الانتخابات التشريعية والمحلية قبل أن تبدأ العملية في التخفيض.",1
"124","ويقوم قسم من الدائرة الابتدائية الثانية بمعالجة المسائل التمهيدية في قضية غاسبار كانياروغيكا.",0
"125",":: المسائل المتعلقة بالسياسات والتخطيط والثغرة في مجال التأهب فيما يتعلق بحماية المدنيين؛ والتهديدات والتحديات المتعلقة بتنفيذ الولاية على أرض الواقع؛ وكيف يمكن تحسين إدماج تجارب البلدان المساهمة بقوات وبأفراد شرطة في تنفيذ حماية المدنيين والتحديات التي تواجهها في تنفيذ حماية المدنيين في وضع الاستراتيجيات والتوجيهات المقبلة؛ وكيف كفالة تدريب جميع حفظة السلام باستخدام نفس المعايير المتعلقة بحماية المدنيين",1
"126","المادة 215 من مشروع الدستور الجديد",0
"127","المقرر عقدها يوم الخميس 4 كانون الأول/ديسمبر 2014، الساعة 15:00",0
"128","وهذا هو جوهر التقاليد الإنسانية لكوت ديفوار: مجتمع يتسم بروح ديمقراطية قوية ويتطلع إلى سيادة القانون واحترام حقوق الإنسان للجميع، دون تمييز على أساس الجنسية أو الأصل.",1
"129","83 - وفي ضوء ما تقدم، أوصي بتمديد ولاية بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية لفترة أخرى مدتها 12 شهرا، مع الإبقاء على قوام القوة العسكرية ووحدة الشرطة في البعثة عند المستويات المأذون بها حاليا.",1
"130",""" ويدين مجلس الأمن بشدة الاستهداف المتعمد للمدنيين في الصراعات المسلحة من جانب المقاتلين ويطالب جميع الأطراف المعنية بوضع حد لهذه الانتهاكات للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان.",0
"131","- إسداء المشورة إلى الحكومة، حسب الاقتضاء، بشأن إصلاح قطاع الأمن وتنظيم الجيش الوطني المقبل، بما في ذلك بشأن إنشاء آلية فعالة للتدقيق، وفقا للمعايير الدولية،",1
