"","en_ar_DEEP","MatConf"
"138","وأكد المحاورون الحكوميون من جديد أن تحييد الجماعات المسلحة لا يزال يشكل أولوية رئيسية، وأكدوا مجددا أن العمليات ضد تحالف القوى الديمقراطية هي أولويتهم القصوى. واعترافا بالدعم الذي تقدمه البعثة في العمليات ضد الجماعات المسلحة، شددت الحكومة على الحاجة إلى المزيد من العمليات القتالية المشتركة.",1
"139","ويجب أن يتحمل جميع القادة مسؤولية الانتهاكات الجسيمة التي يرتكبها المقاتلون الخاضعون لسيطرتهم.",1
"140","1. العقارات 85-106 29",0
"141","2. الوضع في الشرق الأوسط",0
"142","واستخدمت المعارضة الأسلحة التي اشترتها من مطار بام لمحاربة الحكومة الاتحادية الانتقالية في معركة السيطرة على مدينة بايدوا (منطقة الخليج) ذات الأهمية الاستراتيجية.",1
"143","وتنص المادة 75 من النظام الأساسي على أنه يجوز للمحكمة أن تصدر أمراً مباشراً ضد الشخص المدان يحدد فيه التعويضات المناسبة للضحايا أو فيما يتعلق بهم، بما في ذلك إعادة الحقوق والتعويض وإعادة التأهيل.",1
"144","في 2 أيار/مايو، قدم وكيل الأمين العام للشؤون القانونية والمستشار القانوني، نيكولا ميشيل، إحاطة إلى المجلس عن رحلته الأخيرة إلى لبنان وحث الأعضاء على الاستجابة للحاجة إلى سد الفجوة والمساعدة في دخول الاتفاقية حيز النفاذ. المحكمة الخاصة بلبنان.",0
"145","وترى اللجنة أيضاً أن اعتقال واحتجاز الأشخاص من قبل جهاز أمن الدولة والمخابرات العسكرية، بما في ذلك أثناء الهجمات والعمليات الاستخباراتية ضد القرى، بصرف النظر عن أنه يشكل انتهاكات خطيرة للقانون الدولي لحقوق الإنسان، قد يرقى أيضاً إلى مستوى جريمة الاختفاء القسري. جريمة ضد الإنسانية، لأن الأفعال كانت منهجية وواسعة النطاق.",1
"146","قام القائد العام للشرطة الوطنية بسحب أسلحة من مستودع الأسلحة الوطني التابع للشرطة الوطنية دون علم ضابط المستودع. في 23 مارس، تم إرسال 60 سلاحًا من طراز Steyr و50 صندوقًا من الذخيرة إلى مجمع URP في أليو. في 15 أبريل، تم إرسال 10 أسلحة وذخائر من طراز ستاير إلى مركز شرطة ليكيسا.",1
"147","وبحلول نهاية آذار/مارس 2008، بلغ عدد الإخطارات الخاصة الصادرة للأفراد المدرجين في القائمة ما يزيد قليلاً عن 300.",0
"148","وفيما يلي نص الأحكام ذات الصلة:",0
"149","وكان هذا مثالاً آخر على الهجوم المشترك المخطط والمنظم الذي شنته القوات الحكومية والجنجويد، والذي ارتكبت خلاله عمليات قتل جماعي وإعدامات بإجراءات موجزة.",1
"150","وعلى الرغم من الضوابط القانونية والتشغيلية الصارمة، لا يزال الحرفيون والشركات العائلية التي تصنع الأسلحة الصغيرة والأسلحة الخفيفة مستمرة في مختلف أنحاء المنطقة.",1
"151","وإذ يشجب استمرار حركة طالبان في توفير الملاذ الآمن لأسامة بن لادن والسماح له ولآخرين مرتبطين به بإدارة شبكة من معسكرات تدريب الإرهابيين انطلاقا من الأراضي التي تسيطر عليها حركة طالبان واستخدام أفغانستان كقاعدة لرعاية الإرهابيين الدوليين عمليات،",1
"152","o في 9 تشرين الثاني/نوفمبر 2014، ألقت طائرات الهليكوبتر التابعة للنظام عدة براميل متفجرة على مدينة داعل، مما أدى إلى مقتل 6 أشخاص، من بينهم طفلان، بالإضافة إلى إلحاق أضرار بالمباني السكنية.",1
"153","(د) إعادة الردود الواردة من مقدم الالتماس إلى الدول المعنية واللجنة وفريق الرصد والمتابعة مع مقدم الالتماس فيما يتعلق بالردود غير الكاملة من مقدم الالتماس؛",0
"154","أ. تعديلات قانون الغابات لسنة 2000",0
"155","وتشعر باكستان بقلق بالغ إزاء ما خلص إليه التقرير من أن التحديات الإنسانية والاقتصادية التي تواجه منطقة الساحل قد تفاقمت بسبب تداعيات الأزمة الليبية.",0
"156","ويشير التقرير إلى أن الحزب الشيوعي النيبالي الماوي قام بتجنيد أعداد كبيرة من الأطفال قبل التوقيع على اتفاق وقف إطلاق النار ونقلهم إلى معسكرات التجميع.",1
"157","وأحيل إليكم طيه ثلاث وثائق:",0
"158","وتحققت اللجنة من وجود موقعين للقبر في القرية - يقال إن أحدهما يحتوي على جثتي رجلين، والآخر يحتوي على جثث سبعة رجال، ماتوا جميعاً أثناء الهجوم.",1
"159","واعترفت جميع اللجان بأنها تلقت شكاوى بشأن حالات اغتصاب وقعت خلال الهجمات على القرى. ولم يتم تسجيل أو التحقيق في أي من الشكاوى.",1
"160","وتثبت الأدلة أن ستة من جنود قوات الدفاع يشتبه بشكل معقول في ارتكابهم جرائم قتل.",0
"161","في حالات النزاع المسلح، بموجب القانون الإنساني الدولي، تقع المسؤولية الأساسية عن حماية وتلبية احتياجات المدنيين على عاتق الطرف الذي يجدون أنفسهم تحت سيطرتهم.",0
"162","26. وخلال الفترة المشمولة بالتقرير، وثقت بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي عدداً من الانتهاكات التي ارتكبتها قوات الأمن المالية، بما في ذلك الاستخدام المفرط للقوة الذي أدى إلى عمليات قتل خارج نطاق القضاء. ففي 3 تشرين الأول/أكتوبر، أطلق حراس السجن في بلدة غاو النار على معتقل أعزل كان يستسلم بعد محاولة فاشلة للهروب من السجن. وفي 16 تشرين الثاني/نوفمبر، وفي بلدة غاو أيضاً، أطلق جندي من القوات المسلحة المالية النار عشوائياً في مكان عام، مما أسفر عن مقتل رجل وإصابة خمسة آخرين.",1
"163","وفي حالات أخرى، يتم تقديم الوساطة ومساعدة الأطراف على فهم مزاياها.",0
"164","حركة غير منتظمة للأسلحة داخل القوات الأمنية",1
"165","حسن جمام، الاتحاد الدولي لنقابات العمال العرب",0
"166","علاوة على ذلك، فإن التأثير السلبي واضح أيضًا خارج حدودها وليس فقط في القارة الأفريقية.",0
"167","واتفق أعضاء هذا الوفد مع رئيس الوزراء على ""البدء بتنظيم التواجد الفلسطيني المسلح في المخيمات لضمان الأمن"".",0
"168","""ويجدد مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في أقرب وقت ممكن في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب وتنفيذ ما هي أطراف فيها.",0
"169","5 - يعلن أن أعمال الإرهاب وأساليبه وممارساته تتعارض مع مقاصد الأمم المتحدة ومبادئها، وأن تمويل الأعمال الإرهابية والتخطيط لها والتحريض عليها عن علم يتعارض أيضا مع مقاصد الأمم المتحدة ومبادئها؛",0
