"","en_ar_GOOGLE","MatCoop"
"123","منذ أن دخلت خطة العمل المشتركة حيز التنفيذ، لم تقم إيران بتشغيل السلاسل التعاقبية 1 و6 في تكوين مترابط.",0
"124","جمهورية أفريقيا الوسطى ووحدة الحراسة التابعة لها، وفرقة العمل الإقليمية التابعة للاتحاد الأفريقي، والقوات الفرنسية المنتشرة في جمهورية أفريقيا الوسطى (الفقرة 54 (أ))؛ الإمدادات من المعدات العسكرية غير الفتاكة المخصصة للاستخدام الإنساني أو الوقائي فقط، وما يتصل بذلك من مساعدة تقنية أو تدريب (الفقرة 54 (ب))؛ الملابس الواقية، بما في ذلك السترات الواقية من الرصاص والخوذات العسكرية، التي يصدرها مؤقتا إلى جمهورية أفريقيا الوسطى موظفو الأمم المتحدة وممثلو وسائط الإعلام والعاملون في المجال الإنساني والإنمائي والأفراد المرتبطون بهم، لاستخدامهم الشخصي فقط (الفقرة 54 (ج))؛ إمدادات الأسلحة الصغيرة وغيرها من المعدات ذات الصلة المخصصة فقط للاستخدام في الدوريات الدولية التي توفر الأمن في المنطقة المحمية الثلاثية لنهر سانغا للدفاع ضد الصيد غير المشروع وتهريب العاج والأسلحة وغيرها من الأنشطة المخالفة للقوانين الوطنية لجمهورية أفريقيا الوسطى أو وبالالتزامات القانونية الدولية لجمهورية أفريقيا الوسطى (الفقرة 54 (د))؛ إمدادات الأسلحة والمعدات الفتاكة الأخرى ذات الصلة إلى قوات الأمن في جمهورية أفريقيا الوسطى، المخصصة حصراً لدعم عملية إصلاح القطاع الأمني في جمهورية أفريقيا الوسطى أو استخدامها فيها، على النحو الذي وافقت عليه اللجنة مسبقاً (الفقرة 54 (هـ)) ; أو عمليات بيع أو توريد أخرى للأسلحة والأعتدة ذات الصلة، أو تقديم المساعدة أو الأفراد (الفقرة 54 (و)).",1
"125","لدينا قلق جدي بشأن هذا التنظيم. ويمكن أن يكون لها عواقب بعيدة المدى للغاية.",0
"126","119 - وفي مواجهة هذا الوضع، اتخذ الفريق عدة مبادرات للوفاء بولايته المتمثلة في رصد حظر السفر واقتراح توصيات للتحسين. وتشمل هذه زيادة التفاعل مع الدول الأعضاء والمنظمات الدولية الكبرى؛ التحقيق في استخدام الإرهابيين لوثائق سفر مزورة وسبل تحسين الأنظمة الوطنية والدولية؛ إجراء مناقشات منتظمة مع الإنتربول بشأن سبل تعزيز التنسيق بين الأمم المتحدة والإنتربول؛ استكشاف الاتجاه الناشئ لمناطق الإعفاء من التأشيرات وحرية الحركة وعلاقتها المتبادلة بجزاءات الأمم المتحدة؛ وعلاقة ممارسات اللاجئين واللجوء بجهود الأمم المتحدة لمكافحة الإرهاب.",1
"127","دفعات الحوافز (4,978,033 ريال سعودي)",0
"128","44 - ووفقا لدائرة الإجراءات المتعلقة بالألغام، &quot;تشكل الأجهزة المتفجرة المرتجلة نظام أسلحة خطيرا بشكل فريد بسبب تنوعها وقابليتها للتكيف وطريقة استخدامها.",1
"129","(ج) التعاون، خاصة من خلال الترتيبات والاتفاقات الثنائية والمتعددة الأطراف، لمنع الهجمات الإرهابية وقمعها واتخاذ الإجراءات اللازمة ضد مرتكبي هذه الأعمال؛",1
"130","وقالت اللجنة إن الحكومة تحاول حماية السكان المدنيين، وأنها لا تشن عمليات عسكرية ضد المدنيين وتستهدف المتمردين فقط.",1
"131","ولا تملك معظم الدول سوى قدرة ضئيلة على تجميد الأموال والأصول المرتبطة بالإرهاب، على الرغم من أن بعض الدول أحرزت تقدما في هذا المجال.",1
"132","ومع ذلك، لا يزال الأطفال مرتبطين بالجيش الماوي ولم يتم إحراز أي تقدم في تأمين إطلاق سراحهم رسميًا؛ ولا يزال الأطفال يُقتلون ويُصابون في المظاهرات السياسية وبسبب الأجهزة المتفجرة التي خلفتها الصراعات.",0
"133","61 - هناك عدد من أدوات وخطط تحقيق الاستقرار (STAREC، الاستراتيجية الدولية لدعم الأمن والاستقرار، جزر الاستقرار) ولكن يبدو أنه لا يوجد نهج مشترك داخل منظومة الأمم المتحدة نفسها.",1
"134","حلقات نقاش، وإحاطات إعلامية، ومنشورات، وتقديم تقارير إلى مجلس الأمن، وتعزيز قدرات الموظفين، وخمس مشاورات إقليمية بشأن تعميم مراعاة المنظور الجنساني في برنامج العمل المتعلق بالأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة.",1
"135",":: السودان: نحو سلام غير كامل، التقرير الأفريقي رقم 73، 11 كانون الأول/ديسمبر 2003",0
"136","17 - وسيواصل مكتب الإعلام والإدارة تعزيز وتحديث الموقع الشبكي للجنة وزيادة عدد الوصلات الإلكترونية المتاحة للمواقع الإلكترونية للأمم المتحدة والكيانات الأخرى المكلفة بولايات في مجال مكافحة الإرهاب.",1
"137","(و) المشاركة بنشاط في جميع الأنشطة ذات الصلة ودعمها في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب المنشأة لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة؛",1
