"ar"	"VerCoop"
"\"ويحث مجلس الأمن دول الساحل والمغرب العربي على تحسين التعاون والتنسيق على الصعيد الأقاليمي من أجل وضع استراتيجيات شاملة وفعالة لمكافحة أنشطة الجماعات الإرهابية بطريقة شاملة متكاملة، ولا سيما تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، وحركة أنصار الدين، ومنع توسع تلك الجماعات، وأيضا قمع انتشار جميع الأسلحة، ومكافحة الجريمة المنظمة عبر الوطنية، بما في ذلك الاتجار بالمخدرات، ويحيط علما، في هذا الصدد، بنتائج المؤتمر الذي نظمته المديرية التنفيذية وفرقة العمل المعنية بالتنفيذ، في الرباط، بشأن التعاون في مراقبة الحدود في منطقة الساحل والمغرب العربي، وكذلك نتائج الاجتماع الوزاري بشأن تحسين التعاون في مجال الأمن وتفعيل منظومة السلم والأمن الأفريقية في منطقة الساحل والصحراء، الذي عقد في نواكشوط."	1
"غير أن إدخال الترتيبات الجديدة حيز النفاذ سيستغرق بعض الوقت."	0
"وإنني أدرك تصميم باكستان ومساعيها للبحث عن الحقيقة وتقديم جميع ممولي هذا العمل الإرهابي ومرتكبيه ومنظميه ورعاته والمتآمرين لارتكابه للعدالة، لكي يُحاسبوا على فعلهم."	1
"في الجلسة 5764 التي عقدها مجلس الأمن في 22 تشرين الأول/أكتوبر 2007، في إطار نظر المجلس في البند المعنون \"الأخطار التي تهدد السلم والأمن الدوليين بسبب الأعمال الإرهابية\"، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي:"	1
"وفيما يتعلق بمواصلة التعاون، اقترح زيادة تأثير شبكة الإنتربول من خلال أمور منها مثلا الآليات الإقليمية لتبادل المعلومات مع موظفي إنفاذ القانون، إضافة إلى تعزيز التوجيهات بشأن التنفيذ."	1
"يشرفني أن أشير إلى قرار مجلس الأمن 1606 (2005) المؤرخ 20 حزيران/يونيه 2005 الذي طلب فيه المجلس إلي الشروع في مفاوضات مع حكومة بوروندي ومشاورات مع جميع الأطراف البوروندية المعنية بشأن كيفية تنفيذ التوصيات الواردة في تقرير بعثة التقييم (انظر S/2005/158) بإنشاء لجنة مختلطة لتقصي الحقائق ودائرة خاصة داخل نظام المحاكم في بوروندي. وطلب إلي كذلك أن أقدم، بحلول 30 أيلول/سبتمبر، تقريرا إلى المجلس عن تفاصيل التنفيذ، بما في ذلك التكاليف والهياكل والإطار الزمني."	1
"وإذ يؤكد من جديد التزامه بتسوية سياسية للنزاعات في يوغوسلافيا السابقة، بما يحفظ سيادة جميع الدول هناك وسلامتها الإقليمية ضمن حدودها المعترف بها دوليا،"	1
"10 - وجود حسابات لا تتناسب مع الأنشطة التجارية وإجراء تحويلات بين هذه الحسابات؛ إجراء تحويلات دون أغراض تجارية واضحة ودفع أموال إلى أشخاص ليس لهم علاقة معروفة بالشخص المعني أو الشركة المعنية."	0
"٩ - يطلب إلى جميع الدول التعاون تعاونا كامﻻ مع اللجنة المنشأة بموجب الفقرة ٦ أعﻻه وهي تضطلع بمهامها، بما في ذلك تقديم المعلومات التي تطلبها اللجنة عمﻻ بهذا القرار؛"	1
"وثمة تدابير أخرى تسهم في وجود هذا الاستقطاب لدى الجماعتين منها الصراع في عامي 1987-1989 على الوصول إلى الأراضي الرعوية ومصادر المياه، بين البدو ذوي الأصول العربية وقبيلة الفور المستقرة."	0
"ويشير أيضا إلى المشكلة المتنامية في أفغانستان ومنطقة الحدود بين أفغانستان وباكستان والتهديد المتواصل في شمال أفريقيا، دون تسجيل أي تراجع للنشاط في أماكن أخرى."	0
"وتتحقق الإيرادات من الضرائب المفروضة على عمليات الاستيراد والتصدير والرسو في الميناء."	0
"وتشمل هذه الجهات، دون حصر، القوات المسلحة، وجهاز الأمن الوطني والمخابرات، والاستخبارات العسكرية، ولجان الأمن في ولايات دارفور الثلاث."	0
"\"ويشجع مجلس الأمن هيئات الأمم المتحدة ذات الصلة، وخصوصا المديرية التنفيذية لمكافحة الإرهاب، على تركيز اهتمام متزايد، في تعاون وثيق ضمن إطار فرقة العمل المعنية بالتنفيذ، على القرار 1624 (2005) في حوارها مع الدول الأعضاء لكي تضع، وفقا للالتزامات المترتبة عليها بموجب القانون الدولي، استراتيجيات تشمل مواجهة التحريض بارتكاب أعمال إرهابية بدافع التطرف والتعصب، وعلى تسهيل تقديم المساعدة التقنية لتنفيذها."	1
"ولم تعرف هوية الجاني/الجناة؛"	0
":: إصلاح الوضع المالي للأمانة العامة وترشيد الإنفاق"	0
"ويفرض القرار التزامات واجبة قانونا على جميع الدول بأن تكون لديها تدابير مناسبة وفعالة لمكافحة انتشار الأسلحة النووية والكيميائية والبيولوجية ومنظومات إيصالها وبأن تقوم بإنفاذ هذه التدابير."	1
"لقد أنجزنا الكثير، ولكن هذا الوقت ليس مناسبا لفقدان الزخم."	0
"ويخلص هذا الحساب إلى مبلغ 598 628 دولاراً في ما يتعلق بمشروع ساعة برج بغداد."	0
"وتبحر المراكب الشراعية بانتظام من الصومال وإليها من موانئ مومباسا القديمة والرئيسية حيث تقوم بنقل البن والشعير، إلخ، إلى الصومال، والبضائع العامة والأسماك، إلخ، إلى كينيا."	0
"وتلاحظ اللجنة أنه ليس ثمة أدلة على أن اغتيال 8 أفراد من الشرطة وإصابة 27 من ضباط الشرطة كان خارجا عن نطاق أعمال تلقائية قام بها أفراد لا يخضعون مطلقا لأوامر الهيكل الهرمي لقوات الدفاع التيمورية."	1
"وأرجئت مسألتا جعل دارفور إقليماً واحدا وتعيين نائب رئيس لدارفور."	0
"يشرفني أن أحيطكم علما بأنني تلقيت من حكومة باكستان طلبا بإنشاء لجنة دولية بشأن اغتيال رئيسة وزراء باكستان السابقة المحترمة بينظير بوتو في 27 كانون الأول/ديسمبر 2007."	1
