"","en_ar_DEEPL","MatCoop"
"111","""1 - أن هذه المساعدات قدمت إلى الحكومة الشرعية المنتخبة وبطلب من الحكومة الشرعية المنتخبة التي حظيت بتأييد دولي؛ ""2 - أن الهدف منها هو تعزيز قدرات قوات الشرطة وتعزيز الأمن حتى يتمكن الرئيس من الانتقال إلى العاصمة مقديشو لأداء مهامه الرسمية. وهذا لا يمكن أن يحدث ما لم يتم نزع سلاح العصابات المسلحة لصالح الحكومة الشرعية؛ ""3 - إن مهمة نزع سلاح تلك العصابات وتوطيد قبضة السلطة الشرعية شرط لا غنى عنه لمكافحة بؤر الإرهاب في الصومال. وهي تتفق مع السياسات التي تتبناها الدول في جميع أنحاء العالم في مكافحة الإرهاب وستكفل عدم ظهور طالبان جديدة في الصومال.",1
"112","لذلك من الأهمية بمكان أن نجمع جهودنا للتصدي لها بأكبر قدر ممكن من الفعالية.",0
"113","V. قضايا أخرى 113-114 23",0
"114","تحذف الفقرة 6: ""المرسوم الرئاسي رقم 117 المؤرخ 13 شباط/فبراير 1998"".",0
"115","23. وواصلت إحدى الدول جهود مكافحة التطرف في أوساط الجماعات المتشددة ودعمت إنتاج هذه الجماعات لمنشورات تتصدى للفكر المتطرف. ووزعت هذه المنشورات، بما في ذلك منشور يتبرأ من تنظيم القاعدة، على الصعيد الدولي، بما في ذلك على مواقع الإنترنت.",0
"116","لم تتمكن الشبكة السورية لحقوق الإنسان من توثيق هذه الحالات بشكل كامل، لأنها محظورة وملاحقة من قبل قوات النظام والجماعات المتطرفة.",0
"117","وإذ تدرك أن معظم الدول قد تعهدت بالتزامات قانونية ملزمة بموجب المعاهدات التي هي أطراف فيها، أو قطعت تعهدات أخرى تهدف إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية، واتخذت تدابير فعالة لحصر المواد الحساسة وتأمينها وتوفير الحماية المادية لها، مثل تلك التي تقتضيها اتفاقية الحماية المادية للمواد النووية وتلك التي توصي بها مدونة قواعد السلوك بشأن أمان المصادر المشعة وأمنها الصادرة عن الوكالة الدولية للطاقة الذرية,",0
"118","43. يكرر التأكيد على ضرورة تعزيز التعاون الجاري بين اللجنة ولجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، وكذلك أفرقة الخبراء التابعة لكل منها، بما في ذلك، حسب الاقتضاء، من خلال تعزيز تبادل المعلومات والتنسيق بشأن الزيارات إلى البلدان التي تدخل في نطاق ولاية كل منها، وبشأن تيسير المساعدة التقنية ورصدها, وبشأن العلاقات مع المنظمات والوكالات الدولية والإقليمية وبشأن المسائل الأخرى ذات الصلة باللجان الثلاث جميعها، ويعرب عن اعتزامه تقديم التوجيه إلى اللجان بشأن المجالات ذات الاهتمام المشترك من أجل تنسيق جهودها وتيسير هذا التعاون على نحو أفضل، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لتجميع الأفرقة في أقرب وقت ممكن;",1
"119","ومع ذلك، تظل زيادة شمولية عملية السلام فيما يتعلق بالأطراف المتحاربة عنصراً مهماً للتوصل إلى تسوية دائمة للنزاع.",1
"120",":: مخالفات بين شركة أوردان المحدودة وشركة إليت أفريقيا المحدودة;",0
"121","مع انتقال منظومة الأمم المتحدة وشركائها من الاستجابة الإنسانية إلى تدخلات الإنعاش والتنمية، سيتم وضع استراتيجية خروج لمكتب تنسيق الشؤون الإنسانية في البلاد.",1
"122","114. ينشط عدد من الدول والمنظمات الدولية والمؤسسات الأكاديمية وغيرها في وضع برامج جديدة ومبتكرة لإعادة تأهيل الأشخاص المحتجزين أو المسجونين بسبب تورطهم في أعمال إرهابية.",1
"123","C. أوروبا الشرقية 46- أوروبا الشرقية. جرمت معظم دول أوروبا الشرقية التحريض على ارتكاب أعمال إرهابية.",1
"124","حماية المدنيين في النزاعات المسلحة",0
"125","وكشف مسح للمستخدمين النهائيين في مارس/آذار 1999 وملاحظات الفحص الموضعي أن كمية الكيماويات الزراعية المتوفرة على مستوى المحافظات قد تضاعفت أكثر من الضعف.",0
"126","يقر بما لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، من أثر ضار على أمن المدنيين من خلال تأجيج النزاع المسلح، ويشجع [البعثة] على مواصلة جهودها في تقديم المساعدة إلى حكومة [المنطقة المتضررة] فيما يتعلق بعملية نزع سلاح المدنيين، ولا سيما عن طريق تعزيز قدرة السلطات المحلية على ردع النزاعات بين الطوائف ورصد مبادرات نزع سلاح المدنيين القسري سعيا إلى تفادي عمليات نزع السلاح التي يمكن أن تؤدي إلى تفاقم انعدام الأمن في [المنطقة المتضررة].",1
"127","29. وستُنشر كتيبة ثانية في بلدة كامينا الجنوبية لحماية المطار؛ وتوفير بيئة آمنة للعملية الانتخابية داخل منطقة عملياتها؛ ورصد وتشجيع المايي - مايي في الجنوب على المشاركة في عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ ودعم القوات المسلحة لجمهورية الكونغو الديمقراطية وتوجيهها، وتحديدا في كامينا.",1
"128","""يقرّ مجلس الأمن بالحاجة إلى الرصد المنهجي للتقدم المحرز في حماية المدنيين في النزاعات المسلحة والإبلاغ عنه.",0
"129","كما شدد المجلس على الحاجة الملحة إلى التزام جميع الأطراف بوقف إطلاق النار واتخاذ تدابير فورية لإنهاء العنف، ودعا حكومة السودان إلى احترام التزاماتها لضمان تحييد ميليشيات الجنجويد ونزع سلاحها.",0
"130","3. الوزير المسؤول عن مكتب رئيس الوزراء",0
"131","وقد صدرت آخر قائمة كاملة بالبنود (S/2009/10/Add.22) في 8 حزيران/يونيه 2009.",0
"132","ولهذا الغرض، تم منحها صلاحيات واسعة النطاق، بما في ذلك الوصول غير المقيد إلى جميع سجلات الممتلكات في البوسنة والهرسك.",1
"133","3. ستواصل اللجنة اتباع نهج أكثر استراتيجية وشفافية في عملها وستسعى إلى إبراز عملها داخل الأمم المتحدة الأوسع نطاقا ومجتمع مكافحة الإرهاب.",1
"134","وقد سنّت هذه الدول تشريعات لمكافحة الإرهاب وبذلت جهوداً لزيادة تعزيز التنسيق والتعاون الإقليمي، خاصة في السياق البحري.",1
