"ar_en_DEEP"	"MatConf"
"123 - When militias participate with the armed forces in an attack, they can be said to be operating under the effective control of the government, in full accordance with the concept of control (established in 1999 in the Tadic case (Appeal), paras. 98-145)."	1
"I understand that the Security Council is prepared to proceed to a vote on the draft resolution before it."	0
"Many Sudanese were imprisoned or forced to live in exile after the coup."	1
"60. However, abuse of children's rights, including sexual violence, remains a matter of great concern throughout the country."	1
"103 - It is clear that terrorists will use the most reliable and effective weapons they can obtain."	1
"The Special Representative of the Secretary-General stated that the humanitarian situation is dire in Somalia due to famine, leading to widespread deaths and displacement."	1
"C. Start-up of the Arusha branch"	0
"âThe Security Council reiterates its call on all parties to armed conflicts to immediately and completely cease all forms of violence against women and girls, including acts of sexual violence."	0
"Much of this money was transferred to non-Liberian locations."	0
"34. Despite continued United Nations advocacy activities, nine children remain in detention in detention centers in Bamako for their alleged association with armed groups in Mali, in violation of the Protocol on the Release, Reunification and Reintegration of Children Associated with Armed Forces and Groups in Mali, which Signed by the government in July 2013."	1
"As set out in Article 7 (2) (d) of the Statute of the International Criminal Court, which can be used to determine the customary international law relevant to the issue, what is meant by this prohibition is the deportation or forcible transfer of population and the forcible transfer of the persons concerned from the area in which they are present. lawfully, by expulsion or any other coercive act, without justifications permitted by international law."	1
"20. In Indonesia, several persons involved in previous attacks have been successfully prosecuted; In recent years, groups such as the Jemmah Anshorut Tauhid and Mujahidin Indonesia Timur (not listed), led by a former Jemaah Islamiyah and Jemmah Anshorut Tauhid member, have been out of the limelight."	1
"In this last aspect alone, a quasi-judicial function may be involved."	0
"The Council calls on the United Nations Women's Machinery to contribute regularly to the work of the Council on women, peace and security, and notes the valuable role that the Body will play in supporting the role of women in building peace and preventing sexual violence in conflict situations, including through coordination of policies and programs related to women. And girls make it consistent."	0
