"","en_ar_DEEPL","VerConf"
"135","وقد أظهرت الزيارات التي قامت بها اللجنة إلى المنطقة أن الدول بحاجة إلى زيادة تنفيذ تشريعاتها لمنع الحركة غير المشروعة للنقد والصكوك القابلة للتداول لحاملها عبر الحدود من خلال وضع مؤشرات للمخاطر وبناء القدرات في مجال منهجيات الكشف.",0
"136","إن حجب هذا المستوى من التمويل من شأنه أن يشل أي حكومة، ناهيك عن سلطة تحت الاحتلال. وإذا لم يتم رفع الحظر عن الأموال على الفور، فإن هذا الإجراء سيهدد المكاسب التي حققتها السلطة الفلسطينية في بناء الدولة، بما في ذلك زيادة الحكم الرشيد الذي يستفيد منه الشعب الفلسطيني وتطوير قوات الأمن التي تحافظ على القانون والنظام في الضفة الغربية.",1
"137","""ولا يزال مجلس الأمن يساوره بالغ القلق إزاء ما تشكله أعمال القرصنة والسطو المسلح في البحر من تهديد للملاحة الدولية وسلامة الطرق البحرية التجارية وأمن الدول وتنميتها الاقتصادية في المناطق المعنية، وكذلك لسلامة ورفاه البحارة وغيرهم من الأشخاص، بما في ذلك من خلال أخذهم رهائن، وتزايد العنف الذي يستخدمه القراصنة والأشخاص الضالعون في أعمال القرصنة والسطو المسلح في البحر. ويدين مجلس الأمن بأشد العبارات أخذ الرهائن واستخدام العنف ضد الرهائن، ويهيب بالدول أن تتعاون أيضا، حسب الاقتضاء، على تأمين الإفراج المبكر عن الرهائن، بما في ذلك من خلال تبادل المعلومات والاستخبارات.",1
"138","وستسعى اللجنة إلى ضمان وجود تبادل كامل للتقارير الوطنية وتقارير الزيارات وغيرها من المعلومات ذات الصلة بين اللجان وأفرقة الخبراء المعنية وفيما بينها، بما في ذلك ما يتعلق بالزيارات إلى الدول وغيرها من الأسفار الرسمية والمساعدة التقنية.",0
"139","85. وما لم تعالج الخلافات داخل المؤسسات الاتحادية الانتقالية، فإن المأزق السياسي الحالي يمكن أن يتطور إلى انقسامات أعمق ويقوض المؤسسات ذاتها التي يرغب شعب الصومال في أن تكون هي نفسها التي يرغب فيها شعب الصومال بشدة ويرغب المجتمع الدولي والأمم المتحدة في دعمها.",1
"140","لقد لاحظنا بقلق تقييم الأمين العام بأن العديد من العوامل التي أججت أزمة عام 2006 لا تزال موجودة في المجتمع، مما يجعله عرضة لعدم الاستقرار.",1
"141","تشير التقديرات إلى أنه في الفترة من 1993 إلى 1998، بلغت عائدات شركاء يونيتا من بيع الماس المهرب ما بين 2 إلى 4 مليارات دولار تقريبًا.",0
"142","وفي 7 كانون الأول/ديسمبر، استمع المجلس إلى إحاطتين قدمهما رئيس المحكمة الدولية ليوغوسلافيا السابقة، تيودور ميرون، ورئيسة المحكمة الجنائية الدولية لرواندا، خالدة رشيد خان. وسلطوا الضوء على إسهامات هاتين المحكمتين في القانون الجنائي الدولي، لكنهم حذروا من أن محدودية الموارد، وعدم تعاون الدول في المجالات الحرجة والتحديات المستمرة في مجال التوظيف تهدد إنجاز عملهما بنجاح.",1
"143","51. وسيكون نجاح العملية الانتقالية مهددا في حالة عدم إجراء الانتخابات في جمهورية الكونغو الديمقراطية بحلول 30 حزيران/يونيه 2006.",1
"144","وسينصب التركيز في الأجل المتوسط على السيطرة على مناطق التعدين والقضاء على تهديد جماعات إيتوري المسلحة وتقييد وجود القوات الديمقراطية لتحرير رواندا في مناطق مختارة في ضوء عملية نزع السلاح والتسريح والإعادة إلى الوطن وإعادة الإدماج وإعادة التأهيل.",1
"145","وإذ يشير إلى البيان الرئاسي الصادر عن مجلس الأمن (S/PRST/2012/17) المؤرخ 4 أيار/مايو 2012 بشأن الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية،",1
"146","شطب خسائر النقد والذمم المدينة",0
"147","كما وافقت اللجنة أيضًا على استبدال نظام الأرقام الحالي، الذي يتغير في كل مرة يُضاف فيها فرد أو كيان إلى القائمة، برقم مرجعي دائم.",0
"148","وبالتالي، لم يكن أمام تايلند خيار سوى ممارسة الحق الأصيل في الدفاع عن النفس، على النحو المنصوص عليه في المادة 51 من ميثاق الأمم المتحدة.",0
"149","في ظل هذه الظروف، حيث تتلاقى التفاوتات العميقة والإقصاء السياسي والاقتصادي والاجتماعي، تبرز عملية تهدف إلى تغيير النظام السائد وتسعى إلى إحداث تغييرات وبدائل اقتصادية وسياسية تسمح بالمشاركة وفتح مساحات ووسائل تعبير جديدة، ما يعني باختصار المطالبة بالحقوق الأساسية.",1
"150","إن الوضع على الأرض يثير القلق أيضا من الناحية الإنسانية. ويؤكد الأمين العام أن العراق يشهد أزمة كبيرة، مشيرا إلى أن الوضع مستمر في التدهور.",1
"151","119. يُسمح لشركات التعدين الدولية بالعمل في إريتريا بموجب أحكام قانون التعدين الذي يمنح المؤسسة الوطنية الإريترية للتعدين (ENAMCO) الحق في المشاركة في المشاريع.",0
"152","(ج) دعم الجهود التي تبذلها حكومة [البلد المتضرر] لضمان حماية المدنيين من انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان، بما في ذلك جميع أشكال العنف الجنسي والجنساني، وتعزيز حقوق الإنسان وحمايتها ومكافحة الإفلات من العقاب، بما في ذلك من خلال تنفيذ ""سياسة عدم التسامح مطلقا"" التي تنتهجها الحكومة فيما يتعلق بالانضباط وانتهاكات حقوق الإنسان والقانون الإنساني، التي ترتكبها عناصر قوات الأمن، ولا سيما عناصرها المدمجة حديثا;",0
