"","es_en_DEEPL","MatConf"
"1838","Proliferation risks: corporate governance and internal compliance management",0
"1839","In addition to analyzing the List, the Team reviews the implementation of the three sanctions measures: the assets freeze, the travel ban and the arms embargo.",1
"1840","15. Organization and management of lotteries and betting games;",0
"1841","Recalling its resolutions on the recruitment and use of children and armed conflict,",1
"1842","The Security Council notes that several obstacles undermine efforts to ensure access by humanitarian and UN agencies to people in need, including attacks on humanitarian personnel, denial of access by authorities and lack of structured collaboration with non-State actors.",1
"1843","ICAF has moved all airborne equipment that was intact or damaged to its airbase at Abidjan International Airport.",0
"1844","The Foreign Contributions Regulations 1976 provide for the necessary documentation, i.e. application forms, annual income and form of keeping accounts, etc.",0
"1845","c) Encourage the implementation of procedures to verify that asylum seekers and refugees have not committed terrorist acts.",0
"1846","Resolution 1923 (2010), preambular para. 4",0
"1847","The F-FDTL recorded the weapons distributed to the 206 civilians who were armed in this manner.",1
"1848","Tensions remain high, especially in the north-east, where there have been several clashes between FARDC units and Mayi-Mayi groups. On 10 and 11 August, FARDC exchanged fire with a Mayi-Mayi group near the Lunga gold mine, about 200 km from Kalemie, and took control of the area.",1
"1849","Observers have indicated that displaced civilians living in government-controlled areas continue to be virtually imprisoned and live in camps and settlements with insufficient food, poor housing and no humanitarian assistance, under constant risk of further attacks, rape and theft of their remaining property.",1
"1850","The Security Council urges the Government of the DRC to expedite the investigation into the November 2012 mass rape committed by FARDC elements in Minova and bring those responsible to justice.",1
"1851","Two States have special criminal procedures, such as preventive detention and ""special powers"" to apply certain investigative techniques.",1
"1852","Some of those soldiers were killed on the spot.",1
"1853","The situation in the Central African Republic",0
"1854","During the attack, as well as during the confinement to which the population was forced afterwards, several people were subjected to horrible tortures in order to obtain information about the rebels, as punishment or to terrorize the population.",1
"1855","Depending on the circumstances of each case, these individuals may be suspected, under the doctrine of conspiracy, of having committed the crimes against humanity of murder of civilians and rape, torture and forcible transfer of civilians and the war crimes of directing indiscriminate attacks against the civilian population, destroying civilian objects and looting.",1
"1856","There are laws in place that regulate non-profit and charitable organizations, but not all States have revised their legal systems to prevent these organizations from being misused to finance terrorist activities.",1
