"es_en_TRANSOFMERS"	"MatConf"
"One PNTL officer was killed and two others injured."	1
"In September 2005, under intense public and international pressure, three Nepal Army officers were brought before a court-martial, which sentenced them to six months'imprisonment for failing to observe proper procedures when they disposed of Maina Sunawar's body."	1
"The vulnerability of the civilian population has been further exacerbated by the scarcity of basic social services and infrastructure, including roads, schools and health centres."	0
"In West Africa, UNOWA has played a leading role in supporting efforts to implement the Economic Community of West African States Regional Action Plan to Address the Growing Problem of Illicit Traffic in Narcotic Drugs, Organized Crime and Drug Abuse in West Africa."	0
"Humanitarian workers were frequently harassed and assaulted in incidents of banditry."	1
"16. Have you included the names of the designated persons in your “stop list” or border control list in your country? Please briefly outline the measures taken and the problems encountered."	0
"Since then, much of the information on the 24 names mentioned in the checklist has changed."	0
"The violence in Rai Kotu on the afternoon of 28 April resulted in the death of a civilian, as described in paragraphs 50 and 51."	1
"Deploring the continuing obstacles that the Government of the Sudan has imposed on the work of the Panel of Experts during the course of its mandate, including restrictions on the freedom of movement of the Panel of Experts and UNAMID, and limitations on the Panel's access to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly occurred, but noting that interaction between the Government of the Sudan and the Panel of Experts has improved,"	0
"Allegedly, their purpose was for MLC/CCD-N forces to go from village to village destroying everything that fell into their hands."	1
"Fifty centres have been operationalized by sharing space with existing team sites."	0
":: Conduct in other regions initiatives similar to the workshop to be organized in November 2010 by the Executive Directorate and OSCE for Central Asian countries on the implementation of resolution 1624 (2005) and combating incitement to terrorism motivated by extremism"	0
