"","ar_en_DEEPL","MatConf"
"213","In Lernib (Timbuktu region), in September, the MAA (preliminary plan) warned in several public meetings that it would punish local populations who provided information to MINUSMA and French forces. On 23 September, the decapitated body of a man was found in the Zouera area, 80 km north of Timbuktu, who was one of five men abducted by AQIM on 16 September and accused of collaborating with international forces, who have since disappeared.",1
"214","The Commission worked for two years, during which time it identified more than 800 places of detention, nearly 50,000 cases of torture, 200,000 deaths, nearly 2 million people displaced by ethnic cleansing, and conducted an extensive investigation into organized rape, including more than 500 written statements from victims who identified their rapists.b",1
"215","Trilateral Commission press release: Baden Conference",0
"216","The parties informed the mission that they were convinced that the Ouagadougou Agreement had ended the armed conflict and that the ongoing political crisis could only be resolved through the holding of elections.",0
"217","Mr. Rishchynski (Canada) (spoke in French): I would like to begin by thanking Mr. Ján Kubiš for his briefing this morning. I also thank Ambassador Zahir Tanin of Afghanistan for his statement.",0
"218","3. By its resolution 1267 (1999), the Security Council imposed a limited air and financial embargo to compel the Taliban to cease providing sanctuary and training to terrorists, including Osama bin Laden.",1
"219","These figures do not take into account the likely involvement of listed groups or individuals in attacks for which non-listed groups have claimed responsibility, such as the Taliban in Pakistan or Al-Shabaab in Somalia.",1
"220","Although the government has made progress in accordance with the action plan, namely the deployment of police forces, it has not implemented its commitment not to enter areas controlled by armed movements.",1
"221","14. Notes the evolving nexus between terrorism and information and communications technologies, in particular the Internet, and the use of such technologies to commit and facilitate the commission of terrorist acts through their use to incite, recruit, finance or plan terrorist acts, and directs CTED to continue to address this issue in consultation with Member States, international, regional and subregional organizations, the private sector and civil society and to advise the Committee on other possible approaches.",0
"222","59. Storage areas should be secured with a locking system and protected by guards. If this is done, irregularities and thefts can be prevented.",0
"223","Problems that persisted during the reporting period included illegal bypass roads on the Administrative Boundary Line (ABL) and smuggling activities.",1
"224","36. The Chair also plays an important role during Committee meetings by encouraging members to clarify their positions on items when those positions are contrary to those of other States, and by taking the initiative to propose the de-listing of persons believed to be deceased, or items on the List for which there are no identifiers.",0
"225","The Mission continued its outreach activities under the âUN Caresâ strategy.",0
"226","Article 33 clearly states that a member of the security services can, under the law, torture and even kill a suspect if he or she is acting in the course of performing his or her duties.",1
"227","A United Nations police officer asked if he was injured and was told that Mr. Amaral's friend had just been killed by the national police force.",1
"228","4. Urges CTED to continue to strengthen its role in facilitating technical assistance in the implementation of resolution 1373 (2001) with a view to increasing the capabilities of Member States to combat terrorism by addressing their needs in this area.",0
"229","Some detainees were held for 11 months without charge, access to a lawyer, or contact with their families.",1
