"en_es_TRANSFORMERS"	"MatConf"
"38. Encomienda al Comité que determine los posibles casos de incumplimiento de las medidas previstas en el párrafo 1 supra y determine las medidas que proceda adoptar en cada caso, y pide al Presidente que, en los informes periódicos que presente al Consejo de conformidad con el párrafo 46 infra, presente informes sobre la marcha de los trabajos del Comité sobre esta cuestión;"	0
"107. El 24 de julio de 2005 se violó este acuerdo porque las FACI prepararon su Mi-24P para operaciones militares en respuesta a un presunto ataque contra Anyama."	0
"12. Vicesecretario del Departamento Jurídico del Gobierno de la Provincia Fronteriza Fronteriza, 19 de enero de 1982 a 9 de julio de 1983"	0
"El Tribunal de Primera Instancia distinguió decisiones anteriores en las que se respaldaban las sanciones impuestas en virtud de la resolución 1267 (2001) al señalar que la resolución 1373 (2001) no identificaba a personas concretas cuyos bienes debían congelarse, por lo que la decisión de imponer sanciones a determinados objetivos y el proceso utilizado para alcanzar esa decisión eran una cuestión discrecional de los Estados Miembros y, por lo tanto, estaban sujetos a un examen más exhaustivo."	1
"Mi hermana de 8 años también estaba conmigo ese día y también fue violada pero no golpeada."	1
"En Libia, Ansar al-Sharia ha fortalecido su presencia en el este, en particular en Derna y Benghazi, y ha llevado a cabo numerosos asesinatos de miembros de las fuerzas de seguridad nacionales y otras instituciones del Estado."	1
"Por consiguiente, como en la clase precedente, todo delito cometido por ellos no sólo entraña la responsabilidad penal del autor, sino también la responsabilidad de sus autoridades superiores del Sudán si ordenaron o planificaron esos crímenes o no previnieron o reprimieron esos crímenes (responsabilidad superior)."	1
"El componente militar de la ONUCI seguirá aplicando su nuevo concepto de operaciones, trabajará con la fuerza Licorne para ayudar a las partes a aplicar las propuestas del Facilitador para la reintegración del personal de las Forces nouvelles en la policía nacional y el ejército y preparará planes de emergencia para posibles intervenciones de estabilización a fin de prevenir actos de violencia que tengan por objeto perturbar el proceso de paz."	1
"Se prevén exenciones para el suministro de armas y material letal conexo a las fuerzas de seguridad de Côte d'Ivoire, destinado exclusivamente a apoyar el proceso de reforma del sector de la seguridad de Côte d'Ivoire o a utilizarlo en él, como se notificó previamente al Comité."	0
"295. Además, dado el carácter discriminatorio por motivos políticos del asesinato sistemático y generalizado de civiles, estos actos pueden muy bien equivaler al delito de persecución como crimen de lesa humanidad."	1
"13. Esta situación complica los esfuerzos en pro de la paz y la reconciliación."	1
"El elemento subjetivo, o mens rea, reside en el accesorio que tiene conocimiento de que sus acciones ayudan al autor en la comisión del delito."	1
"Esto era importante porque el Consejo, por sus acciones, crea obligaciones en virtud del derecho internacional y, por lo tanto, debe poder hacerlas cumplir."	0
"Que se celebrará el miércoles 19 de diciembre de 2012, a las 15.15 horas"	0
"Al mismo tiempo, se ha reactivado la amenaza de los talibanes."	1
"El sentido de identificación con lo que está haciendo el Comité es fundamental para el éxito de sus esfuerzos."	0
"En algunos casos, se impidió a las personas desplazadas acceder a sus ganados y cultivos cercanos por la amenaza de ataques de Janjaweed fuera de los campamentos."	0
"Las milicias siguen atacando, alegando que no forman parte de ningún acuerdo, y el Gobierno no las ha detenido."	1
"En marzo de 2004, Janjaweed y 150 soldados presuntamente secuestraron y violaron a 16 niñas en Kutum (Darfur septentrional)."	1
"Antecedentes Las Naciones Unidas desempeñan un papel central en la lucha contra el terrorismo mundial."	0
"Las FARDC siguen estando mal equipadas y sostenidas y la MONUC cree que se necesitaría una mayor presencia militar para ayudar a asegurar las elecciones en varias zonas clave de Katanga."	1
"Las operaciones militares y policiales, junto con las acciones dirigidas contra los jefes de las bandas, han aumentado en los distritos afectados por la violencia de las bandas."	1
"Por lo tanto, al examinar la responsabilidad por las violaciones de los derechos humanos perpetradas durante los acontecimientos del 25 y 26 de marzo, habría que tener en cuenta también las repercusiones del decreto presidencial de 22 de marzo y las instrucciones dadas a los jefes de las fuerzas armadas nacionales durante la reunión del 24 de marzo."	1
"Para este sector, al 28 de febrero de 1999, el valor total de las solicitudes presentadas al Comité del Consejo de Seguridad era de 353,33 millones de dólares, de los cuales 37,8 millones se habían distribuido en el centro y el sur del Iraq y 55,81 millones en las tres gobernaciones septentrionales de Dahuk, Erbil y Sulaymaniyah."	0
"La aldea de Nurei, cerca de la ciudad de Mornei, en Darfur occidental, fue atacada por Janjaweed y las fuerzas del Gobierno en diciembre de 2003."	1
"En Darfur meridional, uno de los enfrentamientos más devastadores se produjo el 19 de septiembre cuando el SLM/A atacó posiciones de las Fuerzas Armadas Sudanesas en la aldea de Shaeria y sus alrededores."	1
"El Comité colaborará con los expertos en la realización de los siguientes procedimientos para su labor cuando reciba solicitudes de asistencia técnica:"	0
"- Resolución 1373 (2001), de 28 de septiembre de 2001;"	0
"En 2011, el programa CTR construyó laboratorios de referencia seguros para la recogida de patógenos en Azerbaiyán, Ucrania y Kazajstán."	0
"51. La situación en Libia (22 de febrero de 2011; 11 de noviembre de 2014)."	0
"a) Las deudas incobrables por sí mismas sean resarcibles; y"	0
"El Teniente General Ahmed recordó al Consejo que los Comandantes de la Fuerza están al mando de más de 90.000 soldados de un total de 105.000 efectivos uniformados y que es probable que ese número aumente en el próximo período."	1
"En esos Estados se tiene conciencia de la importancia de la cooperación, el intercambio de información y la coordinación entre los diversos organismos y entre los planos regional y nacional."	0
"a) si por el acto causa lesiones corporales graves,"	1
"Al menos tres personas incluidas en la lista de Al-Qaida han sido asesinadas por fuentes oficiales."	1
"El 18 de noviembre de 2003 se emitió un comunicado sobre el período de sesiones (S/PV.4860)."	0
"38. Alienta a todos los Estados Miembros, en particular a los Estados proponentes y a los Estados de residencia o nacionalidad, a que presenten al Comité información adicional de identificación y de otra índole, junto con documentación justificativa, sobre las personas, grupos, empresas y entidades incluidos en la Lista, incluida información actualizada sobre la situación operacional de las entidades, grupos y empresas incluidos en la Lista, el movimiento, el encarcelamiento o la muerte de las personas incluidas en la Lista y otros acontecimientos importantes, a medida que se disponga de esa información;"	0
"El Representante Especial pidió al Consejo que prestara apoyo constante a los esfuerzos de la Oficina para poner coto a las amenazas transfronterizas a la seguridad en la región, como el Ejército de Resistencia del Señor, la piratería en el Golfo de Guinea, el tráfico de armas pequeñas y los efectos potencialmente desestabilizadores del regreso de muchos migrantes económicos de zonas en crisis (por ejemplo, Libia)."	1
"Expresó su preocupación por el aumento de la demolición de edificios en Palestina, el riesgo de traslado forzoso de la comunidad beduina de Um al-Kheir y las actividades de asentamiento en curso de Israel, que, dijo, constituían una violación del derecho internacional."	1
"Al igual que Al-Qaida seguirá siendo una amenaza residual durante algún tiempo en el Afganistán, también seguirá teniendo algunas repercusiones en el resto del mundo."	1
"Como saben los miembros del Consejo de Seguridad, la situación con respecto a la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) se ha deteriorado gravemente."	1
"Además, las fuerzas de seguridad sirias han seguido llevando a cabo operaciones a lo largo de la frontera sirio-libanesa, parte de las cuales han sido minadas en los últimos meses."	1
"7. Reafirma que es esencial poner fin a la impunidad para que una sociedad en conflicto o que se recupera de un conflicto pueda hacer frente a los abusos cometidos en el pasado contra civiles afectados por conflictos armados e impedir que en el futuro se cometan tales abusos, señala a la atención toda la gama de mecanismos de justicia y reconciliación que han de considerarse, incluidos los tribunales y cortes penales nacionales, internacionales y \"mixtos\" y las comisiones de la verdad y la reconciliación, y observa que esos mecanismos pueden promover no sólo la responsabilidad individual por delitos graves, sino también la paz, la verdad, la reconciliación y los derechos de las víctimas;"	0
