"","en_es_DEEP","VerCoop"
"153","Lista 10. Alienta a todos los Estados miembros a presentar al Comité establecido en virtud del párrafo 30 infra (""el Comité"") para su inclusión en la Lista los nombres de personas, grupos, empresas y entidades que participan, por cualquier medio, en la financiación o el apoyo de actos o actividades descritas en el párrafo 3 anterior;",1
"154","Acogiendo con satisfacción la mayor representación de las mujeres en el Parlamento, elogiando a las autoridades [nacionales] y subrayando la necesidad de aumentar su papel en la toma de decisiones con respecto a la prevención y resolución de conflictos,",1
"155","156. El Equipo ha seguido promoviendo y alentando el intercambio con los expertos designados para ayudar al Comité contra el Terrorismo y a la emergente Dirección Ejecutiva del Comité contra el Terrorismo, y ha participado en tres reuniones del Comité en las que se han hecho presentaciones sobre esferas pertinentes para la El trabajo del equipo.",1
"156","La primera quincena de enero de 2014 fue relativamente tranquila, antes de que la situación empeorara, especialmente en Bangui, en la segunda mitad del mes.",0
"157","Los principales elementos de la declaración del Encargado de Negocios, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/2).",1
"158","b) Armas convencionales 113. Sobre la base de su análisis general, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y ligeras. a 2. Territorio del embargo",1
"159","158. Aproximadamente la mitad de los Estados aplican controles aduaneros sobre el tráfico ilegal de armas pequeñas y ligeras, municiones y explosivos, pero es necesario fortalecer los controles aduaneros y la capacitación de los funcionarios.",1
"160","El Comité espera con interés la continuación de este apoyo altamente profesional.",1
"161","La Dirección Ejecutiva también continuará su diálogo constructivo con los Estados Miembros, a través de reuniones celebradas en la Sede de las Naciones Unidas, visitas, talleres y videoconferencias con funcionarios en las capitales pertinentes, a fin de informar al Comité sobre la implementación por parte de los Estados Miembros de los elementos de medidas contrarrestantes pertinentes. resoluciones sobre terrorismo, incluidas actualizaciones de las evaluaciones preliminares de implementación, nuevas medidas antiterroristas adoptadas y actualizaciones de la facilitación de asistencia técnica.",1
"162","Los miembros del Consejo de Seguridad también pidieron al Presidente del Consejo que transmitiera al Representante Permanente de la República Democrática del Congo su preocupación por la expulsión del Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y que pidiera al Gobierno que continuara participar en la lucha contra la impunidad y en la promoción del respeto de los derechos humanos y el Estado de derecho.",1
"163","Embajador y Asesor Jurídico de la Jamahiriya Árabe Libia",0
"164","Que se celebrará el miércoles 22 de noviembre de 2006, a las 10.00 horas",0
"165","Además, los requisitos de mantenimiento de registros establecidos en el artículo 12 pueden ayudar al Comité y al Equipo de Vigilancia a identificar las fuentes de las armas utilizadas por Al-Qaida y sus asociados.",0
"166","En 1974 surgió un grupo más joven y mejor formado que poco a poco alcanzó los puestos más altos en todas las áreas de la organización.",0
"167","Los delitos internacionales como los crímenes de lesa humanidad y los crímenes de guerra que se han cometido en Darfur pueden no ser menos graves y atroces que el genocidio.",1
"168","El Consejo también deploró la adopción por la Asamblea de Kosovo de dicha resolución y coincidió con el Representante Especial en que esas resoluciones y decisiones de la Asamblea sobre cuestiones que no caían dentro de su ámbito de competencia eran nulas y sin valor.",0
"169","11. Reafirma su resolución 1373 (2001) y en particular sus decisiones de que todos los Estados impedirán y reprimirán la financiación de actos terroristas y se abstendrán de proporcionar cualquier forma de apoyo, activo o pasivo, a entidades o personas involucradas en actos terroristas, incluidos reprimir el reclutamiento de miembros de grupos terroristas y eliminar el suministro de armas a terroristas;",1
"170","2. La situación en Guinea-Bissau.",0
"171","Se celebrará el lunes 6 de abril de 2009, a las 10.00 horas.",0
"172","El 10 de noviembre, el Representante Permanente Adjunto de Luxemburgo ante las Naciones Unidas, Olivier Maes, informó al Consejo en consultas privadas, en nombre del Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006), relativa a la República Popular Democrática. de Corea, sobre la labor del Comité durante el período comprendido entre el 5 de agosto y el 9 de noviembre. La exposición informativa se presentó de conformidad con el párrafo 12 g) de la resolución 1718 (2006).",1
"173","32. Acoge con satisfacción las reuniones informativas periódicas del Gobierno del Afganistán sobre el contenido de la lista, así como sobre el impacto de las sanciones selectivas para disuadir las amenazas a la paz, la estabilidad y la seguridad del Afganistán y apoyar la reconciliación liderada por los afganos;",1
"174","Apoyando la decisión de la República Democrática del Congo de trabajar para mejorar la transparencia de los ingresos en sus industrias extractivas,",1
"175","Mi proyecto de presupuesto para la MONUC para el período completo de 12 meses comprendido entre el 1º de julio de 2005 y el 30 de junio de 2006, incluidas las necesidades de apoyo a las elecciones y el personal adicional de policía civil autorizado por el Consejo en su resolución 1621 (2005), se encuentra actualmente en preparación y se presentará a la Asamblea General para su revisión y acción en breve.",1
"176","La comisión ha autorizado al ACNUDH, actuando como secretaría residual de la comisión, a brindar acceso a los materiales existentes contenidos en la base de datos a las autoridades competentes que lleven a cabo investigaciones creíbles con el fin de garantizar la rendición de cuentas por los crímenes y otras violaciones cometidas, estableciendo la verdad sobre violaciones cometidas o la aplicación de sanciones selectivas impuestas por las Naciones Unidas contra determinadas personas o instituciones.",0
"177","Condenamos los repetidos ataques terroristas con cohetes contra objetivos civiles israelíes.",0
"178","Que se celebrará el viernes 16 de julio de 2004, a las 10.00 horas",0
"179","Se avanzarían en la investigación y el análisis de políticas sobre una variedad de cuestiones, incluida la prevención de conflictos y los mecanismos de alerta temprana.",1
"180","El Equipo tiene conocimiento de 15 demandas presentadas en cinco Estados miembros, así como ante el Tribunal de Justicia Europeo, impugnando la implementación por parte de los Estados miembros de algún aspecto de las sanciones.",1
"181","El Consejo de Seguridad recuerda su exigencia de que todas las partes en un conflicto armado cumplan plenamente con las obligaciones que les corresponden en virtud del derecho internacional relacionadas con la protección de los civiles en los conflictos armados, incluidos periodistas, profesionales de los medios de comunicación y personal asociado.",0
"182","Bienes inmuebles: 3.034.379 dólares de los EE.UU.",0
"183","Al parecer, la población no sólo aspira sino que exige que gobiernos más plurales y representativos generen beneficios tangibles para los ciudadanos.",0
"184","""El Consejo de Seguridad alienta a los Estados miembros a desarrollar y mantener un sistema penal nacional eficaz y basado en el estado de derecho con disposiciones para la cooperación penal judicial en materia de extradición y asistencia jurídica mutua, en particular para acelerar, simplificar y dar prioridad a la extradición y la asistencia jurídica mutua. solicitudes en casos relacionados con el terrorismo e implementar las mejores prácticas internacionales y regionales en el campo de la extradición y la asistencia legal mutua, consistentes con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario.",1
