"es_en_DEEPL"	"MatConf"
"While Al-Qaida has not developed as an organization and its senior leadership has not been able to focus its followers on key operational issues or galvanize them to take concrete action, as a movement Al-Qaida has continued to grow, inspired by a general message of resistance to real or imagined injustices."	1
"However, these proposals are not enough."	0
"Therefore, another decisive challenge in the near future will be to create a sustainable economy promoted by a culture of democratic and transparent governance, which creates jobs and helps to fulfill the basic social functions of the State."	0
":: Norse Air Charter. This company is registered in South Africa as Metro-D (Pty) and trades under the name Norse Air Charter."	0
"All of these conditions generate grievances or lead to exploitation by people of diverse backgrounds, religions and beliefs who are determined to incite terrorist acts."	1
"For the success of any military or paramilitary operation, it is essential that the commanders be able to exercise control, assess the prevailing situation, and plan and coordinate their action vertically and horizontally through the command structure. Since Al-Qaida, the Taliban and their associates carry out such activities, they must have the necessary means, including communications equipment."	0
"The Movement pointed out that the fact that no Arab women had been raped and that no Arab villages had been destroyed proved that the Government was specifically targeting African tribes."	1
":: On November 29, 2014, regime fighter jets dropped two barrel bombs on the Wahid al-Yousef school in the village of Kafr Sajna in Idlib and completely destroyed it. Places of worship"	1
"17. The situation in the Great Lakes region (November 1, 1996; July 25, 2013)."	0
"As members of the Security Council are aware, the situation regarding the United Nations Mission in Ethiopia and Eritrea (UNMEE) has seriously deteriorated."	1
"Contrary to persistent rumors, there is no evidence that PNTL officers, particularly those who were armed and uniformed by the F-FDTL, were involved in the shooting."	1
"During the reporting period, several members of opposition parties in Niger were arrested and subsequently released on bail."	1
"Often the CPN-Maoist has specifically targeted girls and has managed to recruit large numbers, many of whom have joined in order to escape traditional restrictions."	1
