"","ar","VerConf"
"123","وأبلغتني الحكومة اللبنانية بأن القوات المسلحة اللبنانية احتجزت وأبعدت أيضا عددا من المتسللين ذوي الأصول الفلسطينية الذين يحملون وثائق هوية سورية.",0
"124","وحدة تفتيش ومراقبة الإشعاع التابعة لإدارة تفتيش العمل",0
"125","وقد استخدمت مضخات المياه، التي تم شراؤها في الفترة بين كانون الأول/ديسمبر 1990 وشباط/فبراير 1991، لتشغيل الآبار في حالة توقف محطات تحلية المياه.",0
"126","ويخدم الإدماج المالي أغراضا متعددة، فهو يحد من تدفق الأموال غير المنظمة ويزيد من قدرة هيئات إنفاذ القانون والهيئات التنظيمية الوطنية على ""تتبع الأموال"" في آن واحد.",0
"127","7 - وفي 25 حزيران/يونيه 2006، أعلن رئيس الوزراء، نوري المالكي، خطة المصالحة الوطنية.",0
"128","""ويعرب مجلس الأمن عن إدانته الشديدة لهذه المحاولة الرامية إلى زعزعة استقرار المؤسسات اللبنانية، ويتعلق الأمر في هذه الحالة الخاصة بالقوات المسلحة اللبنانية.",1
"129","٢١ - وأكدت الحكومة الكونغولية أنها ستتقيد بالموعد النهائي 2 كانون الثاني/يناير 2015.",1
"130","ويشدد القرار مجددا على أهمية الوفاء بتلك الالتزامات ويؤكد أنه لا ينبغي لأي من الطرفين أن يضطلع بأي نشاط يتعارض مع تلك الالتزامات بمقتضى خارطة الطريق أو يستبق الحكم على مفاوضات الوضع النهائي.",1
"131","(ط) اتخاذ تدابير فورية لتحقيق المساواة بين الجنسين في الواقع العملي، مثلاً بمساواة المرأة بالرجل في مجال المشاركة في الحياة العامة وفي الحصول على وظيفة؛ واستئصال القوانين واللوائح والممارسات التمييزية الضارة بالنساء؛ واتخاذ التدابير اللازمة لوضع حد لجميع أشكال العنف المسلط على المرأة، بما في ذلك العنف المنزلي، والعنف الجنسي والجنساني على يد أعوان الدولة و/أو داخل مؤسساتها؛ والتصدي فوراً وبفعالية للاتجار بالنساء، واجتثاث الأسباب البنيوية التي تجعل النساء عرضة لتلك الانتهاكات؛",0
"132","مقالة رويتر المؤرخة ٥ شباط/فبراير ١٩٩٩",0
"133","2 - من المؤسف أنه منذ تقديم تقريري السابق إلى مجلس الأمن لم يُحرز سوى تقدم محدود في تنفيذ أحكام اتفاق بريتوريا المتعلق بعملية السلام في كوت ديفوار (S/2005/270، المرفق الأول) المؤرخ 6 نيسان/أبريل 2005، كما اتسعت الهوة الهائلة في مواقف الأطراف.",1
"134","وتظل الحالة الاقتصادية لجمهورية أفريقيا الوسطى مصدر قلق.",0
"135","وقد أجرت اللجنة، في الخرطوم، مقابلات مع محتجزين اعتقلتهم قوات الأمن في سجون انفرادية في ""بيوت الأشباح"" في ظل ظروف مقيتة.",0
"136","وإضافة إلى ذلك، أصدرت البعثة في 29 تموز/يوليه، تقريرا عن الانتهاكات بسبب إنشاء مركز ""ضرائب"" أبخازي على بعد 50 مترا من نقطة تفتيش لقوة حفظ السلام التابعة لرابطة الدول المستقلة في انتهاك لبروتوكول غالي المؤرخ 12 أيار/مايو 2005 (انظر S/2005/453، الفقرة 4).",1
"137",":: 14 آذار/مارس 2005، مظاهرة مضادة يقودها المسيحيون والسنة تطالب بانسحاب القوات السورية واعتقال رؤساء أجهزة الأمن والاستخبارات.",1
"138","وفيما يعتقد الفريق والعديد من الدول أن تعبير ''الأسلحة والعتاد ذي الصلة بجميع أنواعه`` (القرار 1735 (2006)، الفقرة 1 (ج)) ينطبق على المتفجرات العسكرية والمدنية والمرتجلة على السواء، يشير البعض إلى أن منع توريد المتفجرات المدنية أو المواد التي تدخل في صنع القنابل المنـزلية الصنع من قبيل المستحيل.",0
"139","19 - هيكسا أزا إيسو ورتـزاتين (رمز تحديد السلعة: CA 135285-90-4) (CL-20 أو HNIW)؛ و CL-20 chlarates؛",0
"140","وإذ يرحب كذلك بتعيين الأمين العام للسيدة ميري روبنسون، الرئيسة السابقة لآيرلندا، مبعوثة خاصة له لمنطقة البحيرات الكبرى،",0
"141","2 - الحالة في تيمور الشرقية.",0
"142","الإطار 4 مؤشرات التنبيه إلى استغلال وضع المنظمات الخيرية",0
"143","2 - الحالة في الشرق الأوسط.",0
"144","المساءلة يحث حكومة [البلد المتأثر] على ضمان التنفيذ التام لـ ""سياستها القاضية بعدم التسامح إطلاقا"" إزاء انتهاكات قواعد الانضباط وانتهاكات حقوق الإنسان، بما في ذلك أعمال العنف الجنسي والعنف الجنساني، التي ترتكبها عناصر من [القوات المسلحة]، ويحث كذلك على التحقيق بصورة شاملة في جميع التقارير المتعلقة بالانتهاكات المذكورة بدعم من [البعثة]، وعلى تقديم جميع الجناة إلى العدالة في إطار إجراءات قوية ومستقلة؛",1
"145","وأؤكد من جديد أن موظفي الأمم المتحدة يجب ألا يتعرضوا أبدا للتهديد أو العقاب على تأدية عملهم، الذي يستند إلى ميثاق الأمم المتحدة، والذي صدر به تكليف في هذه الحالة من مجلس الأمن.",1
"146","Mubarak Saleh Herzan Malis Al-Mutayri",0
"147","ومع استمرار هذه التعقيدات وهذا السلوك الذي يتناقض تماما مع المطلوب للتوصل إلى حل عادل، يتحتم علينا أن نسأل: كيف يمكن أن نحقق ختاما ناجحا لعملية السلام في عام 2009؟ إننا نعتقد بأن المسؤولية تقع على عاتق المجموعة الرباعية ومجلس الأمن لوضع آلية عملية للتصدي لهذه المسائل، في وضع يرفض فيه طرف واحد بصورة متكررة الاستجابة للدعوات والوفاء بالتزاماته، فيزج بنا في عملية دورية بدون نهاية في الأفق.",1
