"","ar_en_GOOGLE","MatConf"
"1947","There are 70 key members of the Popular Congress who are still detained without being charged or brought to trial, and a number of them have fled to live in exile outside Sudan.",1
"1948","The method used to deal with digital accounts;",0
"1949","18 - On 31 December 2002, a special investigation team of the Mission went to the Beni region to investigate allegations of serious human rights violations - arbitrary executions, rape, torture and enforced disappearances - in the town of Mambasa and in villages along the Mambasa axis/ Mangina and the Mambasa-Eringeti axis.",1
"1950","Recalling also that it requested the Secretary-General to collect information on responsibility for the tragic incident that claimed the lives of the Presidents of Rwanda and Burundi,",1
"1951","Anti-Money Laundering and Counter-Terrorism Financing Enforcement Guidelines",1
"1952","Singapore is requested to indicate the legislative or other provisions by which this subparagraph is given effect.",0
"1953","The Lord&#39;s Resistance Army (LRA) has been waging a long-standing and ferocious insurgency in northern Uganda, causing the death, kidnapping and displacement of thousands of innocent civilians in Uganda, Sudan and the Democratic Republic of the Congo.",1
"1954","On November 9, 2014, regime helicopters dropped several explosive barrels on the city of Dael, killing six people, including two children, and damaging residential buildings.",1
"1955","36. Africa, Asia and the Pacific accounted for 53 per cent of kidnappings recorded worldwide in 2012, which is an increase from 18 per cent in 2004. The Middle East region represented 19 per cent of kidnappings recorded worldwide. recorded worldwide in 2012, which is an increase from 4 per cent in 2008.",1
"1956","Place and date of birth: 1990 Sousse",0
"1957","Attached is the seventeenth work program of the Committee established pursuant to paragraph 6 of Security Council resolution 1373 (2001) (Counter-Terrorism Committee), covering the months from October to December 2005 (see annex I).",0
"1958","Many participants touched on the dynamics among Council members, particularly the influence of elected members on Council work and decisions.",0
"1959","Troop-related and contingent-owned equipment costs were reimbursed for the periods up to August and June 2008, respectively, in accordance with the quarterly payment schedule.",0
"1960","29. The deployment of the Mission&#39;s police is being adjusted with a view to maximizing its resources directed towards the electoral process.",1
"1961","Some detainees were imprisoned for 11 months without being charged, without access to a lawyer or contact with their families.",1
