"","en_es_DEEPL","MatConf"
"166","La situación en Oriente Próximo (véanse S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 y Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 y 44; S/11185/Add.14-16, 21, 42/Rev.1 y 47; S/11593/Add.15, 21, 29, 42 y 49; S/11935/Add.21, 42 y 48; S/12269/Add.12, 13, 21, 42 y 48; S/12520/Add.10, 11, 17, 21, 37, 39, 42, 47 y 48; S/13033/Add.2, 16, 19, 21, 23, 34, 47 y 50; S/13737/Add.15, 16, 21, 24-26, 33, 47 y 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 y 50; S/14840/Add.8, 21-25, 27, 30-33, 37, 42 y 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 y 48; S/16270/Add.6-8, 15, 20, 21, 34, 35, 40 y 47; S/16880/Add.8-10, 15, 20, 21, 41 y 46; S/17725/Add.2, 15, 21, 28, 35, 38, 43 y 47; S/18570/Add.2, 21, 30 y 47; S/19420/Add.2-4, 18, 19, 22 y Corr.1, 30, 48 y 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 y 51; S/21100/Add.4, 21, 30 y 47; S/22110/Add.4, 21, 30 y 47; S/23370/Add.4, 7, 21, 30 y 47; S/25070/Add.4, 21, 30 y 48; S/1994/20/Add.3, 20, 29 y 47; S/1995/40/Add.4, 21, 29 y 47; S/1996/15/Add.4, 15, 21, 30 y 47; S/1997/40/Add.4, 21, 30 y 46; S/1998/44/Add.4, 21, 30 y 47; S/1999/25/Add.3, 20, 29 y 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 y 47; y S/2001/15/Add.5; véase también S/2000/40/Add.39, 44, 46, 47 y 50; y S/2001/15/Add.11-13)",0
"167","Durante su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Equipo de Evaluación de la Declaración prosiguió las entrevistas con las principales personas del programa sirio de armas químicas, mantuvo reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos emplazamientos.",0
"168","42. Al Qaeda y sus afiliados, así como los financieros individuales asociados a ellos, siguen explotando los sistemas financieros formales e informales para mover fondos a través de las fronteras y financiar sus actividades.",1
"169","Por lo que respecta a los párrafos 46, 48 y 49 relativos al embargo de armas y al control fronterizo, las armas se introducen de hecho de contrabando en Siria desde el Líbano. Todo el mundo es consciente de que ciertas partes en el Líbano están tratando de desestabilizar Siria proporcionando armas y fondos a grupos terroristas armados en Siria con el fin de socavar Siria.",1
"170","El general Guéi, antiguo jefe de la junta militar, y siete miembros de su entorno fueron ejecutados.",1
"171","35. Decide, a fin de ayudar al Comité a cumplir su mandato, que el Equipo de Vigilancia 1267, establecido en virtud del párrafo 7 de la resolución 1526 (2004), preste también apoyo al Comité durante un período de treinta meses, con el mandato que figura en el anexo de la presente resolución, y pide al Secretario General que adopte las disposiciones necesarias a tal efecto;",0
"172","Por ejemplo, los Estados de la región del Sáhara han tenido dificultades para hacer frente a los campos móviles de entrenamiento de terroristas dirigidos por Al-Qaida en el Magreb Islámico (QE.T.14.01.).",1
"173","Un equipo de nueve inspectores salió del Hotel Canal de Bagdad a las 2.30 horas y llegó al Instituto de Tecnología del distrito de Za`faraniyah de Bagdad.",0
"174","El periodo de mantenimiento suele comenzar cuando el empresario se hace cargo del proyecto por primera vez y comienza a explotarlo o utilizarlo.",0
"175","3. La situación en Chipre (27 de diciembre de 1963; 19 de julio de 2012).",0
"176","Cada mes, con el dinero recaudado, paga a los miembros de la milicia, a su ""círculo íntimo"" (asesores y colaboradores más cercanos) y a los ancianos del clan y realiza compras de armas.",1
"177","(c) Saqueos por parte de soldados eritreos de viviendas particulares, comercios y otras entidades;",1
"178","8. Cuadro de una escena rural holandesa de la época clásica.",0
"179","64. Los continuos ataques asimétricos contra el personal de mantenimiento de la paz de las Naciones Unidas, así como los asesinatos selectivos y los secuestros de civiles, son hechos preocupantes.",1
"180","Como se menciona en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, desde el verano pasado se han producido algunos avances positivos en el proceso de resolución del conflicto en esa región.",0
"181","Según su declaración, estaba en su oficina cuando oyó la explosión, pero pensó que el ruido era consecuencia del paso de cazas israelíes por la barrera del sonido.",1
"182","Cuando los coches abandonaban el lugar, dos de los agentes de la UIR desarmados cayeron o fueron sacados de uno de los vehículos. Ambos fueron apuñalados por miembros de la multitud.",1
"183","21. Como parte del esfuerzo de la División por reclutar expertos bien cualificados para formar parte de los grupos, equipos y paneles de vigilancia de las sanciones, y como se hace anualmente, en diciembre se envió una nota verbal a todos los Estados miembros para solicitar la designación de candidatos cualificados para formar parte de la lista de expertos de la División.",0
"184","El único camino razonable será la sustitución por una nueva cubierta.",0
"185","7. Kanyamibwa Felicien (Estados Unidos de América).",0
"186","Los saqueos se llevaban a cabo principalmente contra las tribus africanas y solían ir dirigidos contra los bienes necesarios para la supervivencia y el sustento de dichas tribus.",1
"187","El Consejo observa además con preocupación que, al parecer, los ataques del ERS en la República Centroafricana han tenido lugar en zonas situadas fuera de la zona principal de operaciones de la Fuerza de Respuesta de la Unión Africana.",1
"188","Caso práctico 2: Vehículos de uso militar Observaciones Anexos",0
"189","Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un crimen punible en virtud del derecho internacional,",1
"190","Por ejemplo, la Comisión descubrió que, en numerosas ocasiones, las víctimas y miembros de las autoridades utilizaron el término Janjaweed para describir a determinados hombres que habían nombrado como líderes de ataques contra aldeas en los que se asesinó a civiles y se cometieron violaciones.",1
"191","107. Los periodistas de Costa de Marfil, sobre todo los afines a los partidos de la oposición, son objeto de violencia, presiones y amenazas de muerte.",1
"192","Se celebrará el lunes 4 de agosto de 2003, a las 12.10 horas.",0
"193","Por lo tanto, al igual que en la clase anterior, cualquier delito cometido por ellos implicaba no sólo la responsabilidad penal del autor, sino también la responsabilidad de sus autoridades superiores del Sudán si ordenaban o planeaban esos delitos o no impedían o reprimían dichos delitos (responsabilidad superior).",1
"194","En la región de Hiraan, en Somalia central, los intensos combates del 7 y 8 de junio entre los subclanes Galje'el y Jajele de Hawiye por la tierra y el agua en la parte occidental de Beletweyne causaron, según informes, 36 muertos y 70 heridos.",1
"195","Los prisioneros fueron trasladados basándose en informes fidedignos de que se podría intentar liberarlos de su detención en Bukavu.",1
"196","Mediante la resolución 1425 (2002), el Consejo creó el Grupo de Expertos sobre Somalia, al que sucedió el Grupo de Supervisión establecido mediante la resolución 1519 (2003).",0
"197","56. El brutal asesinato de dos policías tuvo lugar entre las 9.30 y las 10.00 horas del 25 de marzo en la zona denominada PK 18, en Abobo.",1
"198","En el contexto de la recodificación del derecho penal sustantivo, el gobierno propuso responsabilizar penalmente a las personas jurídicas de una serie de delitos, incluidos los delitos de terrorismo y los delitos asociados al terrorismo, como el blanqueo de capitales y la financiación del terrorismo.",0
"199","Ha aumentado el número de redadas dirigidas contra fuerzas de seguridad nacionales e internacionales, personal de instituciones públicas y personal humanitario. Ha habido más ataques a colegios electorales y más amenazas a los equipos de registro de votantes.",0
"200","Las dos ruedas de prensa, sobre todo la primera, además del interrogatorio del primer sospechoso, y la detención de los antiguos altos cargos de seguridad a propuesta de la Comisión, tuvieron un efecto catalizador.",1
"201","VIII. Prohibición de viajar 116. El Equipo de Vigilancia sigue considerando que la prohibición de viajar es una importante medida de sanción contra Al-Qaida y los talibanes, pero señala el ingenio de que hacen gala los terroristas que intentan cruzar las fronteras nacionales sin ser detectados.",1
"202","Según los informes, al menos una persona murió y 20 resultaron heridas durante los enfrentamientos entre la policía antidisturbios y los manifestantes, que también interrumpieron las operaciones de los tribunales móviles.",1
"203","Dio comisiones rogatorias y estipuló el tipo de medidas que debían llevarse a cabo, especialmente la preservación de la escena del crimen.",0
"204","Por supuesto, el primer uso de la remisión al Consejo de Seguridad en virtud del Estatuto de Roma (resolución 1593 (2005)), que dio lugar a la emisión de órdenes de detención contra dos sospechosos, se derivó de la recomendación de remisión formulada al Consejo de Seguridad por la Comisión Internacional de Investigación sobre Darfur.",0
"205","La mayoría de los Estados tienen una capacidad limitada para congelar fondos y activos sin demora, y ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin ánimo de lucro de la financiación del terrorismo.",0
"206","El Comité también ha acordado sustituir el actual sistema de numeración, que cambia cada vez que se añade una persona o entidad a la lista, por un número de referencia permanente.",0
"207","Fueron puestos en libertad de inmediato y han vuelto al servicio activo, en contravención del reglamento del servicio militar. El 28 de julio, cada una de las viudas de los ocho policías nacionales asesinados recibió 2.500 dólares, tal y como ordenó el Tribunal de Distrito de Dili en su sentencia de diciembre de 2007.",1
"208","Los marfileños siempre habían convivido en armonía.",0
"209","66. En un incidente, en Abobo, PK 18, seis jóvenes que vivían en el mismo barrio fueron sacados por la fuerza de su casa a las 23.00 horas del 25 de marzo por policías y miembros enmascarados de unidades especiales o de las denominadas fuerzas paralelas.",1
"210","22. La situación en Guinea-Bissau (6 de noviembre de 1998; 3 de marzo de 2009).",0
"211","Aunque la situación de cada refugiado y desplazado interno es única, el desplazamiento y la apatridia exacerban las desigualdades de género existentes, amplificando la discriminación y las dificultades a las que se enfrentan las mujeres y las niñas.",1
"212","El componente militar de la ONUCI seguirá aplicando su nuevo concepto de operaciones, colaborará con la fuerza Licorne para ayudar a las partes a aplicar las propuestas del Facilitador para la reintegración del personal de las Forces nouvelles en la policía nacional y el ejército y preparará planes de contingencia para posibles intervenciones de estabilización con el fin de prevenir actos de violencia destinados a perturbar el proceso de paz.",1
