"","es_en_GOOGLE","MatConf"
"236","To date, no cases of accounts or assets of individuals or entities identified on the lists have been recorded in Vanuatu.",0
"237","87. The Joint Chiefs of Staff Committee plans all military operations from Khartoum.",1
"238","b) Encourage States to provide relevant officials with the necessary training to implement the legal framework against terrorism, for example, in aspects such as investigation, prosecution, sentencing and extradition.",0
"239","During the Cold War, United Nations secretaries-general drew attention to specific issues related to cross-border crime that complicated conflict situations and were already on the agenda of the Security Council.",1
"240",":: Promote structural reform of government institutions, including financial reform; and",0
"241","B. Dispersion of militia groups in Ituri",1
"242","In paragraphs 1 and 2 of its resolution 2118 (2013), the Security Council determined that the use of chemical weapons anywhere constituted a threat to international peace and security and condemned in the strongest terms all use of chemical weapons in the Syrian Arab Republic.",0
"243","E. Arbitrary detention, torture, executions and prison camps",1
"244","MINUSTAH is conducting its own investigation and is supporting the Haitian National Police&#39;s investigation of the incident.",0
"245","Mr. Serry described as alarming the disparity between the progress made towards the creation of a Palestinian State and the persistent and deep stagnation on the political path.",0
"246","The writer had previously published 18 works.",0
"247","Steps are being taken to strengthen the role of the United Nations Country Support Team, including the hiring of a new head of the Resident Coordinator&#39;s Office and identifying additional staff needed.",0
"248","Mr. Simon Dilloway (United Kingdom of Great Britain and Northern Ireland) (finance expert)",0
"249","b) A person whose business activity focuses on trading in precious metals; issue, sell or pay traveler&#39;s checks, money orders or similar instruments; or collect, hold and deliver cash as part of a business providing payroll services;",0
