"","en_es_DEEP","VerConf"
"172","El Gobierno afgano ha instado al Comité a dar una respuesta más flexible a sus propuestas de exclusión de la lista, temiendo que su incapacidad para lograr la exclusión le priva de un sistema de recompensa esencial para los talibanes que se reconcilian, con lo que corre el riesgo de que regresen a los combates.",1
"173","Sin embargo, es posible que deseen establecer un hogar en otro lugar de Kosovo.",0
"174","El Gobierno del Líbano también me ha informado de que las Fuerzas Armadas Libanesas habían aumentado aún más su presencia, levantado nuevos puestos de control y reforzado los controles alrededor de las posiciones de los grupos armados palestinos con sede en la República Árabe Siria, al sur de Beirut y en el valle de Beqaa. El 7 de octubre, el ejército libanés llevó a cabo redadas contra puestos ocupados por grupos armados palestinos con sede en Siria en el valle de Beqaa, durante las cuales se incautaron armas.",0
"175","Durante el período que abarca el informe, la composición del equipo conjunto de observación y verificación en Gao se ajustó para incluir a todos los miembros de los grupos armados de la Coordinación y la Plataforma, así como a representantes de Argelia, el Chad, Mauritania y el Níger. Del 19 al 22 de noviembre, el equipo de Gao llevó a cabo una misión de investigación en Didi, a ambos lados del río Níger.",0
"176","(ii) Ajustes a costos incurridos 136 - 139 40",0
"177","Los miembros del Consejo, en sus comentarios, expresaron seria preocupación por los recientes acontecimientos, enfatizaron la necesidad de establecer mecanismos de seguridad fronteriza y llamaron a ambas partes a tomar medidas para normalizar sus relaciones.",1
"178","Por ejemplo, la sentencia en un caso conocido como Jagre al-Hadi al-Makbul y otros describe cómo una combinación de la policía y las fuerzas populares armadas, compuesta por 39 miembros, dejó a los habitantes de Thabit a merced de un gran contingente de atacantes fursan.",1
"179","Algunos Estados aún tienen que abordar las preocupaciones de derechos humanos (por ejemplo, períodos excepcionales de detención policial y límites al acceso a un abogado) relacionados con casos de terrorismo.",0
"180","Entrelaza un nuevo mensaje con imágenes que muestran a Mustafa Abu Al Yazeed, alias Sheikh Saeed, jefe de Al-Qaida en el Afganistán, junto con dirigentes talibanes; extractos de los mensajes de Bin Laden; noticias de televisión; clips de destacados Jefes de Estado y de Gobierno, incluidos muchos de países árabes; funcionarios de la Agencia Central de Inteligencia (CIA); funcionarios de la Organización del Tratado del Atlántico Norte (OTAN); expertos en contraterrorismo; clérigos musulmanes; eruditos; periodistas; abogados y partidarios occidentales de Al-Qaida.",1
"181","33. Región de África Central (24 de noviembre de 2003; 19 de diciembre de 2012).",0
"182","La exportación de Trepça/norte había sido autorizada por la UNMIK sobre la base de la legislación promulgada en virtud de la resolución 1244 (1999).",0
"183","Es esencial buscar enfoques creativos que puedan impedir que los terroristas en las economías basadas en el efectivo adquieran fondos, ya sea en forma de efectivo, mediante el contrabando de bienes o mediante la manipulación ilícita de transacciones basadas en el comercio.",1
"184","La última fase del proceso comenzó en los dos distritos restantes de Kailahun y Kenema los días 15 y 17 de noviembre, respectivamente.",0
"185","En la 5059ª sesión del Consejo de Seguridad, celebrada el 19 de octubre de 2004, en relación con el examen por el Consejo del tema titulado ""Amenaza a la paz y la seguridad internacionales causada por actos terroristas"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:",0
"186","Tenemos que reconocer nuestra gran preocupación por la situación actual en Afganistán.",1
"187","Si bien los dirigentes de Al-Qaida, limitados por la acción internacional, tal vez no puedan traducir su apoyo en violencia coordinada bajo su control, siguen atrayendo seguidores, algunos de los cuales están decididos a cometer actos terroristas en su nombre, sin necesidad de ver a sus acciones como parte de un programa político más amplio.",0
"188","Los africanos han dejado muy claras sus preocupaciones respecto a la situación en Zimbabwe.",1
"189","Es significativo señalar que el 22 de mayo de 2005, aproximadamente una semana antes de la segunda batalla de Baidoa, llegó a BAM un cargamento muy grande de armas desde Yemen, a través de las redes de comercio de armas.",0
"190","Vietnam está profundamente preocupado por el alarmante deterioro de la situación humanitaria y de seguridad en la parte oriental de la República Democrática del Congo.",1
"191","""El Consejo de Seguridad condena enérgicamente los ataques deliberados contra civiles por parte de combatientes en conflictos armados y exige que todos los interesados ​​pongan fin a esas violaciones del derecho internacional humanitario y de los derechos humanos.",1
"192","S/RES/1542 (2004), op.7 (III)(b)",0
"193","A los precios actuales, los ingresos totales proyectados para esta fase se estiman en 2.900 millones de dólares.",0
"194","También vale la pena señalar que el Ministro de Asuntos Sociales de Darfur Occidental, que también es Wali Adjunto del Estado de Darfur Occidental, consideró a los aldeanos responsables de la destrucción que provocó su desplazamiento masivo, alegando que permitieron que sus hijos se unieran los rebeldes y utilizar sus propias aldeas para actividades insurgentes.",0
"195","Por lo tanto, los votantes del norte emitirán ocho votos, mientras que los votantes del sur emitirán 12 votos.",0
"196","Señalaron que el hecho de que Etiopía no permitiera que se llevara a cabo la demarcación completa, así como las continuas y crecientes restricciones al trabajo de la MINUEE, planteaban serias dudas sobre la viabilidad a largo plazo de la Misión.",1
"197","A su vez, el Comité tendrá que seguir promoviendo un sentido más amplio de pertenencia al régimen de sanciones y velar por que proporcione un apoyo real a los esfuerzos nacionales de los Estados que tratan de hacer frente a la amenaza de Al-Qaida y los talibanes.",1
"198","El debate de hoy aborda una cuestión urgente.",1
"199","En cuanto a la situación humanitaria, a Guatemala le preocupa que, según la Oficina de Coordinación de Asuntos Humanitarios (OCHA), 20 millones de personas en el Sahel requieren asistencia humanitaria, particularmente en Mauritania, Níger, Burkina Faso y Chad.",1
"200","Carta de fecha 2 de febrero de 1999 del Ministro de Asuntos Exteriores",0
"201","Entre las 13.15 y las 13.30 horas, el teniente coronel Ahmed Al-Assir le informó de la explosión y de que la caravana del Sr. Hariri había sido el objetivo.",1
"202","Por último, debemos advertir que no redunda en interés de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación de los pueblos árabes para perseguir sus propios intereses y ejecutar un cambio de régimen.",1
"203","Los dos jefes de Estado aprovecharon la oportunidad para pasar revista a cuestiones bilaterales y también multilaterales.",0
"204","El Gobierno australiano, que actualmente preside el Arreglo de Wassenaar, ha presentado una iniciativa de reducción de amenazas sobre el uso de estos sistemas en el Foro Regional de la Asociación de Naciones del Sudeste Asiático (ASEAN).",0
"205","122. Se plantea una importante cuestión jurídica con respecto a las milicias antes mencionadas: ¿quién, además de los autores individuales, es penalmente responsable de los crímenes presuntamente cometidos por los Janjaweed?",0
"206","(Resolución de la Cumbre 457, 21º período ordinario de sesiones - 30 de marzo de 2009)",0
"207","2. La situación en el Chad, la República Centroafricana y la subregión",0
"208","Preocupados por el abandono interminable y la angustia generalizada de las poblaciones de las regiones del norte de Malí, denominadas por algunos Azawad (término reconocido por los acuerdos de paz anteriores), a falta de una solución definitiva del conflicto cuyos efectos devastadores seguir aguantando;",1
"209","Condenamos el uso desproporcionado de la fuerza empleado por el ejército israelí en zonas densamente pobladas que ha causado sufrimiento y pérdidas generalizados entre decenas de civiles palestinos, incluidos niños.",1
"210","Este fue un tema prioritario durante la presidencia de Colombia.",0
