"en_ar_GOOGLE"	"MatConf"
"قامت الإدارة باستغلال الأشخاص السياسيين والعسكريين والمشتبه بهم."	0
"ويشير هذا إلى نجاح نظام العقوبات، مما يدل على أن عددا كبيرا من عناصر طالبان قد غيروا سلوكهم على ما يبدو."	1
"وفي العراق وأفغانستان، سيواصل تنظيم القاعدة وحركة الطالبان والجماعات المرتبطة بهما استخدام المواد العسكرية لصنع الأجهزة المتفجرة المرتجلة ما دامت الإمدادات متوفرة وما دام الحصول عليها ممكنا."	1
"- يواصل الاتحاد الروسي الاحتفاظ بشكل غير قانوني بقاعدته العسكرية في غوداوتا، التي تعمل دون موافقة جورجيا ويتعارض مع الالتزامات الدولية التي تعهدت بها روسيا؛"	1
"رسالة مؤرخة في 17 كانون الأول/ديسمبر 1998 من الممثل الدائم"	0
"وسيؤدي ذلك إلى وضع الخطط النهائية للتجديد المادي للسجون الأربعة، وإنشاء البنية التحتية لتكنولوجيا المعلومات، ووضع برنامج تدريبي."	0
"2 - 2,4,6-تريس(2-إيثيل-1-أزيريدينيل)-1,3,5-تريازين (HX-874) (رقم المختصر الكيميائي 18924-91-9)؛"	0
"ومع ذلك، في 17 ديسمبر/كانون الأول، أعلن البنك الدولي أنه سيستأنف مشاريعه في القطاع الاجتماعي."	0
"ويمثل قرار الاتحاد الأوروبي ببدء المفاوضات مع صربيا والجبل الأسود من أجل التوصل إلى اتفاق لتحقيق الاستقرار والانتساب علامة بارزة في هذا الصدد."	0
"في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، فيما يتصل بنظر المجلس في البند المعنون &quot;التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية&quot;، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	1
"ولم يدخر النظام الأبخازي جهودا تهدف إلى إضفاء الشرعية على الوضع الديموغرافي الذي تغير قسرا نتيجة للتطهير العرقي، وخلق ظروف معيشية لا تطاق للعائدين الجورجيين في مقاطعة غالي."	1
"&quot;ويشير مجلس الأمن أيضا إلى الهجمات الإرهابية الشنيعة التي وقعت في 11 أيلول/سبتمبر 2001 في نيويورك وواشنطن العاصمة وبنسلفانيا، والهجمات العديدة الأخرى التي ارتكبتها الشبكة في جميع أنحاء العالم."	1
"في الصباح الباكر من يوم 11 يوليو/تموز، اقتحم مسلحون مجهولون منزل عبد القادر يحيى، وهو ناشط سلام قديم وعضو بارز في مركز البحوث والحوار، واغتالوه."	1
"وعلاوة على ذلك، وبقدر ما تهدف عملية الجزاءات إلى تشجيع تغيير السلوك، فإن وصف الوقائع التي أدت إلى رفع الأسماء من القائمة يمكن أن يسترشد به أمين المظالم في سياق الحوار مع مقدمي الالتماسات ويقدم أمثلة للأفراد والكيانات المدرجة أسماؤهم في القائمة بشكل عام."	1
"وبخلاف ذلك، لم تؤثر بشكل مباشر على العملية الانتخابية سوى حوادث أمنية طفيفة منذ بدء تسجيل الناخبين في 25 نيسان/أبريل. وشملت هذه الحوادث حوادث تتعلق بالطوابير الطويلة في مراكز التسجيل، والاعتداءات البسيطة على أفراد من حراس الانتخابات، وسرقة المعدات وتدميرها."	1
"يقرر أن التدابير المشار إليها في الفقرة [ذات الصلة] ... أعلاه [حظر السفر وتجميد الأصول] تنطبق على الأفراد التاليين، وحسب الاقتضاء، الكيانات، على النحو الذي حددته اللجنة: ... (هـ) الأفراد أو الكيانات العاملة في [البلد المتضرر] وترتكب انتهاكات خطيرة تنطوي على استهداف ... النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛"	1
"28 - ستنظر اللجنة، بناء على اقتراح المديرية التنفيذية، في استراتيجية اتصال تهدف إلى تعزيز إبراز دور وأنشطة اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب."	0
"لقد جرمت جميع الدول الآن في قوانينها المحلية توفير الملاذ الآمن للإرهابيين ومؤيديهم واستخدام أراضيها لارتكاب أعمال إرهابية أو الإعداد لها ضد دول أخرى أو مواطنيها."	1
"(ث) العمل مع المنظمات الدولية والإقليمية ذات الصلة من أجل تعزيز الوعي بالتدابير والامتثال لها؛"	0
"ويشير مجلس الأمن إلى قراره 2048 (2012)، ويكرر، في هذا الصدد، تأكيد استعداده للنظر في اتخاذ المزيد من التدابير، حسب ما يراه ضروريا، بما في ذلك فرض جزاءات محددة الأهداف ضد الأفراد الذين يقوضون الجهود الرامية إلى استعادة النظام الدستوري."	1
"وتوضح هذه الأدوات، إلى جانب سياسة اللامركزية، أدوار ومسؤوليات المجالس المحلية ومسؤولي المناطق والبرلمانيين والسلطات التقليدية في مجالات صنع القرار فيما يتعلق بالتنمية؛ الانتخابات والحفاظ على القانون والنظام؛ وتحصيل الإيرادات المحلية وتخصيصها."	0
"وفي حين انخفض عدد معسكرات الاعتقال السياسي والسجناء بسبب الوفيات وبعض عمليات إطلاق سراح السجناء، تشير التقديرات إلى أن ما بين 000 80 و 000 120 سجين سياسي محتجزون حاليا في أربعة معسكرات اعتقال سياسية كبيرة."	1
"58 - ورغم أن العديد من الدول الأعضاء أبلغت الفريق بأن النظام يقدم مساهمة إيجابية في جهودها الوطنية لمكافحة تنظيم القاعدة وحركة الطالبان، فإن الاستعراض وضع مستوى دعمها على المحك من خلال طلب مساهمات كبيرة، لا سيما من الدول الأكثر أهمية. متأثرا بالتهديد."	0
