"","es","VerConf"
"158","Durante las consultas oficiosas del Comité celebradas el 22 de mayo, el Coordinador del Equipo de Vigilancia formuló una presentación oral sobre la actual amenaza que representan Al-Qaida y sus asociados para la paz y la seguridad internacionales.",1
"159","A ese respecto, el Consejo condena en los términos más enérgicos las amenazas y la intimidación a que se ven sometidos continuamente los elementos de la UNMIS.",1
"160","Los miembros del Consejo reafirmaron su condena del ataque criminal contra refugiados indefensos y expresaron su esperanza de recibir cuanto antes un informe final sobre la investigación.",1
"161","En este sentido, nos preocupa mucho la situación que impera en materia de seguridad en el Afganistán, que se ha ido deteriorando desde el año pasado como resultado de las actividades subversivas de los talibanes que aún quedan y de elementos de Al-Qaida, los enfrentamientos entre los caudillos y el tráfico de estupefacientes.",1
"162","48. La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009).",0
"163","Consideramos que es inaceptable que nos desviemos de ese principio ya que la situación frágil de la provincia podría sumirse en una desestabilización generalizada.",1
"164","Exhorta a todos los Estados a que adopten medidas urgentes para aplicar plenamente la resolución 1373 (2001) y a que se ayuden mutuamente en esta tarea, y pone de relieve la obligación de los Estados de denegar asistencia financiera y todas las demás formas de apoyo y de cobijo a los terroristas y a los que apoyan el terrorismo,",1
"165","Al examinar la evolución del riesgo de incitación debe tenerse presente que los medios y las formas de comunicación han evolucionado de manera sustancial desde que se aprobó la resolución 1624 (2005).",1
"166","El Equipo también considera la creciente preocupación internacional por el empleo de la Internet por los terroristas y presenta perspectivas al respecto, así como en relación con todas sus actividades de vigilancia.",1
"167","La prestación de asistencia técnica encaminada a reforzar la capacidad de lucha contra el terrorismo de los Estados que tratan de cumplir su obligación de aplicar las disposiciones de la resolución 1373 (2001) del Consejo de Seguridad, pero que no tienen la capacidad para hacerlo, sigue siendo uno de los objetivos fundamentales del Comité contra el Terrorismo.",0
"168","Además, los defensores de los derechos humanos denunciaron casos de robos, actos de violencia y saqueos perpetrados por las fuerzas del orden y la población civil contra los habitantes de esos barrios.",0
"169","El Gobierno recaudó más de 356.000 dólares en regalías de estas exportaciones de diamantes en bruto.",0
"170","Sudáfrica subraya que, en vista de la magnitud de dichas dificultades, hace falta adoptar una estrategia completa que incorpore la seguridad, la asistencia humanitaria, la buena gobernanza y el desarrollo socioeconómico.",1
"171","Podían identificarse claramente los restos de proyectiles disparados desde los helicópteros.",0
"172","Esta obligación elemental es incumplida por algunos Estados sin que sufran ninguna consecuencia por su conducta antijurídica.",1
"173","La KFOR prosigue las operaciones dirigidas a evitar la violencia étnica, proteger los lugares que constituyen patrimonio nacional y se mantiene alerta para disuadir de posibles amenazas contra organizaciones internacionales y bases militares.",0
"174","Me complace informar que se han conseguido fondos para establecer una biblioteca jurídica bajo la custodia de los refugiados de Rabouni (véase S/2007/619, párr. 41).",0
"175","A mi delegación le preocupa que la situación de seguridad en el Iraq siga deteriorándose.",1
"176","El único interés y la exigencia inequívoca de Uganda ha sido que los terroristas del Ejército de Resistencia del Señor sean desarmados, detenidos y llevados ante la justicia cuanto antes.",1
"177","Desde hace ya más de un milenio, las sociedades del Asia occidental y África septentrional han tenido una función importante en la historia mundial.",0
"178","La decisión de expulsar a los trabajadores humanitarios y silenciar a otros con amenazas de expulsión o los intentos de restringir la libertad de circulación de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID) forman parte de esta política de reducción de la capacidad de supervisión de la comunidad internacional.",1
"179",":: Movilizar con eficacia recursos financieros y logísticos, haciendo hincapié en la movilización de recursos internos;",0
"180","Los especialistas en el ámbito de la aplicación de la ley se concentrarán en un equipo de tareas especializado y autónomo.",0
"181","Aunque la Comisión descarta que en la reunión del 8 de mayo el ex Primer Ministro diera instrucciones a Rai Los para ""eliminar"" a sus opositores políticos, está convencida, sobre la base de toda la información que tiene ante sí, de que existe una sospecha razonable de que el ex Primer Ministro al menos tenía conocimiento de la distribución de armas de la PNTL a civiles.",1
"182","En segundo lugar, el Sr. Cŏvić expresó preocupación por la calidad de la democracia en un lugar donde la minoría -- los serbios de Kosovo -- corre el riesgo de ser superada en una votación yo diría que considero que el aspecto más importante de la democracia es realmente la posibilidad de participar, de ejercer los derechos de una democracia y votar.",1
"183","El Japón cumple el anexo 17 del Convenio sobre Aviación Civil Internacional.",0
"184","a) Seguir recordando a los Estados Miembros su obligación de extraditar o enjuiciar, de conformidad con los instrumentos internacionales de lucha contra el terrorismo en los que son parte, de asegurarse de que las motivaciones políticas no son una base para rechazar las solicitudes de extradición de supuestos terroristas;",1
"185","Nos preocupa gravemente que los procesos especiales creados con ese objetivo parezcan haber fracasado.",1
"186","sabiendo o con la intención de que dicho apoyo o recursos habrán de utilizarse:",0
"187","S/RES/1379 (2001), párrs. 11 c), d), f), 12 a)",0
"188","Desde hace mes y medio las autoridades de Haití hacen intentos preliminares de abordar cuestiones relativas a la administración de justicia y las detenciones.",1
"189","El 21 de febrero de 2005 la ONUCI autorizó a la FACI a llevar a cabo dos ensayos en tierra de motores y sistemas, de una hora de duración, el último miércoles de cada mes para su Mi-24P (TU-VHO), a condición de que no estuviera armado y el ensayo se hiciera fuera del hangar en la base aérea de Abidján y en presencia de observadores de la ONUCI.",0
"190","Los estados de Unidad y Lagos siguen con gobernadores en funciones.",0
"191","Al contemplar iniciativas que, de hecho, premian esta estrategia, el Consejo no haría más que envalentonar a los extremistas y socavar la letra y el espíritu de la hoja de ruta.",1
"192","Los Estados de la subregión vigilan sus puntos débiles en lo que a tráfico de armas se refiere y han establecido marcos normativos a fin de tipificar como delito el tráfico ilícito y controlar la producción, venta y transferencia de armas y explosivos.",0
"193","Hemos acudido al Consejo en varias ocasiones para que inste a Israel a poner fin a sus ataques militares, garantice la protección de la población civil y ponga fin a las medidas punitivas ilegales que están causando una catástrofe humana deliberada en la Franja de Gaza.",1
"194","f) Se proporcionen recíprocamente el máximo nivel de asistencia en lo que se refiere a las investigaciones o los procedimientos penales relacionados con la financiación de los actos de terrorismo o el apoyo prestado a éstos, en particular para la obtención de las pruebas que posean y que sean necesarias en esos procedimientos;",0
"195","Un caso reciente destacable fue Malí, en el que el Consejo no respondió a la solicitud del Secretario General de crear un grupo de expertos que investigara la identidad y las actividades de quienes estaban involucrados en la delincuencia transnacional y organizada en Malí y en la subregión, y estudiara su impacto en la estabilidad general, con la posibilidad de imponer sanciones selectivas.",1
"196","Se proyecta que el crecimiento se duplicará en 2008, debido a la recuperación de los precios de exportación del petróleo y los productos agrícolas.",0
"197","Irán - Daños a tierras de pastoreo (párrafos 71 a 78) 78",0
"198","En Darfur septentrional, el campamento de desplazados internos más grande del estado, Abu Shouk, ha sido desbordado con la llegada de más de 20.000 nuevos refugiados de la violencia en los dos últimos meses.",0
"199","La KPC alega que un buque, el Sea Music II, se encontraba en los muelles de la refinería Shuaiba el 2 de agosto de 1990 y estaba cargado parcialmente de un cargamento de azufre.",0
