"","en_es_DEEPL","VerConf"
"155","Ya en mayo de este año, durante el debate en el Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), llamamos la atención de la comunidad internacional sobre el hecho de que la situación en la provincia distaba mucho de ser estable y que era especialmente preocupante.",1
"156","Reiterando la necesidad de garantizar que el actual régimen de sanciones contribuya eficazmente a los esfuerzos en curso para combatir la insurgencia y apoyar la labor del Gobierno de Afganistán para avanzar en la reconciliación con el fin de lograr la paz, la estabilidad y la seguridad en Afganistán,",1
"157","Sociedad de Beneficencia (UNCC Claim No. 5000227)",0
"158","Por ejemplo, la sentencia en un caso conocido como Jagre al-Hadi al-Makbul y otros describe cómo una combinación de policía y fuerzas populares armadas, que sumaban 39 personas, dejó a los habitantes de Thabit a merced de un gran contingente de atacantes fursanes.",1
"159","""El Consejo de Seguridad expresa su profunda preocupación por las consecuencias de la crisis de refugiados causada por el conflicto en Siria, que tiene un impacto desestabilizador en toda la región.",1
"160","217. La Comisión fomentaría, por ejemplo, el establecimiento de un programa nacional de reparaciones. Esto no equivaldría simplemente a una compensación monetaria. Por el contrario, debería considerarse la gama de medidas necesarias, incluido el reconocimiento de los actos ilícitos, la indemnización por daños económicamente evaluables, la plena divulgación pública de los hechos en cuestión (incluso mediante la difusión del presente informe), el establecimiento de programas de rehabilitación y la imposición de sanciones administrativas a las personas de las instituciones responsables.",0
"161","En consultas plenarias, los miembros del Consejo expresaron su preocupación por el continuo deterioro de la situación humanitaria y condenaron las violaciones del derecho internacional humanitario por todas las partes en el conflicto sirio.",1
"162","3. Los sistemas comerciales de doble uso se producen con fines civiles pero también pueden utilizarse en atentados terroristas.",0
"163","Condenamos el uso desproporcionado de la fuerza empleado por el ejército israelí en zonas densamente pobladas, que ha causado sufrimiento y pérdidas generalizadas a decenas de civiles palestinos, incluidos niños.",1
"164",":: Convertirse en parte de los instrumentos de los que aún no es parte.",0
"165","Es muy preocupante que la retórica se haya exacerbado por ambas partes, la República de Sudán y la República de Sudán del Sur.",1
"166","El Equipo también tiene en cuenta la creciente preocupación internacional en relación con el uso terrorista de Internet, y presenta sus puntos de vista sobre esta cuestión, así como sobre el conjunto de sus actividades de vigilancia.",1
"167","Sudáfrica subraya que, dada la magnitud de estos retos, es necesaria una estrategia global que incorpore la seguridad, los esfuerzos humanitarios, la buena gobernanza y el desarrollo socioeconómico.",1
"168","Se vio impulsado a hacerlo por la necesidad de garantizar que la acción del Consejo de Seguridad contra Al-Qaida y los talibanes siguiera siendo relevante para la amenaza y que los objetivos de las sanciones estuvieran lo suficientemente bien identificados como para permitir a los Estados miembros tomar las medidas necesarias contra ellos.",0
"169","294. Teniendo en cuenta los límites de sus funciones inherentes, la Comisión no ha podido afirmar con certeza el número de víctimas civiles en Darfur.",0
"170","III. Pago o administradores de tarjetas de crédito y consorcio (fondos de consumo comúnmente mantenidos y gestionados para la adquisición de bienes de consumo);",0
"171","Consideramos la postura de Armenia como un desafío abierto al proceso de resolución del conflicto y una grave amenaza para la paz y la seguridad internacionales y regionales.",1
"172","193. Bader Abdallah Ahmad Al-Sharqawi",0
"173","Este Consejo no debe permitir que se premie esa estrategia abordando la respuesta al terrorismo en lugar del terrorismo mismo. Debe rechazarse, no apaciguarse.",1
"174","La Oficina ha acogido con satisfacción estos intercambios de conocimientos especializados y mejores prácticas en el ámbito de la reparación de las víctimas y ha animado a otros Estados a seguir por este camino.",0
"175","Una vez más tenemos que afirmar que la violencia que ha estallado en el distrito de Gali es una consecuencia lógica de la escalada de violaciones flagrantes de los derechos de la población pacífica por parte del régimen abjasio, que instiga el contrabando de armas y drogas.",0
"176","El Subsecretario General en funciones ofreció una sesión informativa sobre los acontecimientos políticos en Ucrania, incluido el desarrollo de las elecciones parlamentarias del 26 de octubre y las elecciones que habían celebrado los rebeldes en Donetsk y Lugansk el 2 de noviembre, que habían sido deploradas por el Secretario General y muchos miembros de la comunidad internacional.",1
"177","19. Condena en los términos más enérgicos todos los actos de violencia sexual y de otro tipo cometidos contra civiles en conflictos armados, en particular contra mujeres y niños, y se compromete a garantizar que todas las operaciones de apoyo a la paz empleen todas las medidas viables para prevenir este tipo de violencia y hacer frente a sus repercusiones allí donde se produzca;",1
"178","La delegación cubana condena enérgicamente la realización de ataques contra civiles palestinos, así como la destrucción generalizada que están causando las fuerzas de ocupación israelíes en el norte de la Franja de Gaza. Asimismo, exigimos el cese inmediato de esos ataques y la retirada urgente de las fuerzas de ocupación.",1
"179","Según las circunstancias de cada caso, esas personas pueden ser sospechosas, en virtud de la doctrina de la empresa criminal conjunta, de haber cometido los crímenes de lesa humanidad de asesinato de civiles, confinamiento forzoso de civiles y desplazamiento forzoso, y el crimen de guerra de destrucción de bienes de carácter civil.",0
"180","Al término de la reunión, el Comité adoptó un documento final con visión de futuro en el que se instaba a todos los Estados miembros a garantizar la tolerancia cero frente al terrorismo y a tomar medidas urgentes para prevenir y combatir el terrorismo en todas sus formas y manifestaciones mediante la aplicación plena y efectiva de la resolución.",0
"181","Instamos a todos los Estados miembros a tomar medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de los más activos en dicho comercio.",1
"182","544. La Comisión ha identificado a 14 Janjaweed sospechosos de haber cometido un crimen internacional bajo la noción de empresa criminal conjunta.",0
"183","La detención y agresión física de cualquier miembro del personal de las Naciones Unidas es totalmente inaceptable.",1
"184","""El Consejo de Seguridad toma nota de la inauguración del centro internacional de excelencia para la lucha contra el extremismo violento, en Abu Dhabi, el 14 de diciembre de 2012.",0
"185","49. Sigue habiendo muchos retos en la lucha contra la impunidad, sobre todo en vista de la limitada capacidad de las autoridades judiciales civiles y militares para llevar a cabo investigaciones independientes y exhaustivas y proporcionar protección a víctimas y testigos.",1
"186","Si bien el Equipo y muchos Estados consideran que la expresión ""armas y material conexo de todo tipo"" (resolución 1735 (2006), párr. 1 c)) se aplica por igual a los explosivos militares, civiles e improvisados, algunos han comentado que sería imposible interceptar el suministro de explosivos civiles o de materiales para bombas de fabricación casera.",0
"187","IV. EXAMEN DE CUESTIONES JURÍDICAS COMUNES 26-137 15",0
"188","En mayo de 2000, Turabi lideró una escisión del Congreso Nacional en el poder, estableciendo de hecho un nuevo partido llamado Congreso Popular.",0
"189","Compañía de oleoductos - 5.000.000 de dólares",0
"190","La comisión ha autorizado al ACNUDH, en calidad de secretaría residual de la comisión, a facilitar el acceso a los materiales existentes en la base de datos a las autoridades competentes que lleven a cabo investigaciones fidedignas con el fin de garantizar la rendición de cuentas por los delitos y otras violaciones cometidos, establecer la verdad sobre las violaciones cometidas o aplicar sanciones selectivas ordenadas por las Naciones Unidas contra determinadas personas o instituciones.",0
