"","es","MatCoop"
"132","Se había hundido por las malas condiciones meteorológicas cerca de las costas de Somalia en julio de 2013 tras haber sufrido una falla mecánica y desde entonces los piratas habían retenido a los tripulantes sobrevivientes en tierra firme.",0
"133","Desde entonces sólo han abierto dos de esos centros.",0
"134","La sesión consistió en gran medida en un intercambio de preguntas y respuestas, en el que la troika respondió a intervenciones de los miembros del Grupo de Trabajo.",0
"135","Dentro del marco institucional establecido por la Unión Africana para luchar contra el terrorismo, se confió un papel importante a la Comisión y al Consejo de paz y seguridad en la coordinación de los esfuerzos que se realizan en todo el continente.",1
"136","295. Las principales instalaciones de carga y transporte de NITC estaban ubicadas en la isla Kharg.",0
"137","Sigue sin resolverse la cuestión del despliegue completo del componente de policía civil de la UNOMIG, conforme a la decisión adoptada por el Consejo de Seguridad.",1
"138","Vatan Plastik ve Sunger Sanayi Anonim Sirketi",0
"139","De conformidad con la resolución 38 de la Asamblea Nacional, de diciembre de 2003, se creó un comité parlamentario, integrado por unas 59 personas, para consolidar la paz, la seguridad y el desarrollo en los estados de Darfur.",1
"140","En general se han introducido mecanismos de rendición de cuentas para abordar las irregularidades y asegurar que se apliquen la legislación y los procedimientos establecidos pero a menudo no ofrecen protección suficiente.",1
"141","5. Abyei y los esfuerzos por resolver el estancamiento actual",0
"142","Vemos señales alentadoras en este sentido y logros significativos en este empeño tan importante.",0
"143","Como consecuencia de ello, las transacciones de la que se sospeche que sirven para financiar actos de terrorismo se someterán al mismo sistema de denuncia y suspensión utilizado en los casos de blanqueo de dinero.",1
"144","El Consejo subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración sin demora de una elección presidencial libre e imparcial de conformidad con las normas constitucionales del Líbano, sin injerencias ni influencias extranjeras y con pleno respeto de las instituciones democráticas.",0
"145","Es una transición difícil, que exige paciencia y persistencia.",0
"146","El Consejo de Seguridad pide a los Estados Miembros que cooperen sin demora a fin de resolver todas las cuestiones pendientes en lo que respecta a la aprobación del proyecto de convenio general sobre el terrorismo internacional.",1
"147","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluidas las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables, las amenazas para la paz y la seguridad internacionales que constituyen los actos terroristas, subrayando a este respecto la importante función que desempeñan las Naciones Unidas en dirigir y coordinar este esfuerzo,",1
"148","2. Decide que la Dirección Ejecutiva del Comité contra el Terrorismo siga funcionando como una misión política especial, con la orientación normativa del Comité contra el Terrorismo, en el período que terminará el 31 de diciembre de 2017, y decide también hacer un examen provisional antes del 31 de diciembre de 2015;",1
"149","También distribuyó 3.000 vacunas contra la polio para su uso en ese campamento.",0
"150","Esas operaciones contribuyen a mejorar la imagen de la Misión y además respaldan el plan de ejecución de la misión de la Oficina del Alto Representante y las actividades de fomento de la capacidad de las autoridades y las instancias policiales locales.",1
"151","Sólo uno de los ocho Estados de esta subregión ha promulgado legislación adecuada que abarque todos los delitos de terrorismo; cuatro Estados han aprobado leyes que comprenden sólo algunos de esos delitos.",1
"152","Asimismo, a pesar de que las víctimas manifestaron a menudo su falta de confianza en la capacidad y voluntad del Gobierno para garantizar su protección, en muchas ocasiones dijeron que la policía había sido una excepción a esa tendencia.",0
"153","2. La situación en el Chad, la República Centroafricana y la subregión",0
"154","2. Costos de terminación del Proyecto 409 - 411 117",0
"155","En particular, el Primer Ministro Seniora me ha informado de que se está celebrando un diálogo interno sobre la disposición de la resolución relativa a la disolución y el desarme de las milicias, que ha iniciado recientemente, y está decidido a que concluya con éxito.",0
"156","f) Alentándolo, con el apoyo de las Naciones Unidas:",0
"157","Sin embargo, ello no debe impedir que se apliquen plenamente la resolución 1559 (2004) y todas las demás resoluciones del Consejo de Seguridad relativas al Líbano, ya que esta sigue siendo la mejor forma de asegurar la prosperidad y estabilidad del país en el largo plazo como Estado democrático.",1
"158","1 Zu-23, varios B-10 Muse Sudi hizo un pedido. Se aguarda el envío desde Somalilandia",0
"159","Desde junio la MINUSMA, en colaboración con organizaciones nacionales e internacionales, ha terminado 10 proyectos de efecto rápido que incluían la rehabilitación y el equipamiento de comisarías de policía y gendarmería en las regiones de Gao y Tombuktú, y la prestación de apoyo a asociaciones de mujeres. El 13 de octubre la MINUSMA y la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO) dieron comienzo a un proyecto de efecto rápido para rehabilitar cuatro bibliotecas privadas en Tombuktú, donde se guardan manuscritos antiguos.",1
"160","Permaneció dos semanas en el Hospital Ahli Arab y se le practicaron 11 intervenciones quirúrgicas.",0
"161","c) Organización de jordanos afganos (de Al-Hashaike)",0
"162","4. Insta a la Dirección Ejecutiva a que siga reforzando su función de facilitar la asistencia técnica para la aplicación de la resolución 1373 (2001) a fin de aumentar la capacidad de los Estados Miembros y de las regiones para luchar contra el terrorismo atendiendo a sus necesidades en este ámbito, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, así como con las entidades que proporcionan asistencia bilateral y multilateral, y acoge con beneplácito el enfoque temático y regional que aplica a su labor la Dirección Ejecutiva;",1
"163","Las víctimas de la trata de personas que están sujetas a ordenes de deportación siguen recibiendo asistencia por conducto del programa de albergues del componente de creación de instituciones.",1
"164","k) A la luz de los gastos pasados del aparato dirigente, militar y de seguridad, reorganice las prioridades y dedique los recursos disponibles a que los ciudadanos, incluidos los que sirven en las fuerzas armadas, no pasen hambre y alcancen otros niveles mínimos esenciales.",1
"165","En repetidas ocasiones, el Gobierno de la República Centrofricana ha expresado una decidida preferencia por recibir ayuda directa para fomentar la capacidad de sus fuerzas nacionales y ha establecido contactos con varios posibles asociados bilaterales.",1
"166","Las cifras de mediados de año recogidas en julio revelaron que en el primer semestre de 2010 más de 100.000 antiguos desplazados internos y refugiados habían regresado a sus hogares.",0
"167","b) Inventariado de las embarcaciones, a las que se ha dado un número, controlándose sus movimientos de una zona a otra;",0
"168","En muchos casos, hombres y mujeres fueron secuestrados o desaparecieron, muchos veces sin dejar rastro.",0
"169",":: Se controla la importación y el almacenamiento de determinadas plantas y plagas que pueden incluir patógenos y otros organismos que influyen en la salud de las plantas.",0
"170","Tras el primer pago efectuado en julio de 2010, no hubo desembolsos adicionales, aunque inicialmente estaban previstos otros dos en diciembre de 2010 y marzo de 2011.",0
"171","En la región hay una escasa presencia e influencia de fuerzas militantes opositoras, aunque utilizan rutas de transporte y refugios en la provincia de Farah.",1
"172","La dirección clara de la labor del Comité y su Dirección Ejecutiva exige orientaciones normativas formuladas con claridad en todos los ámbitos fundamentales del mandato del Comité.",0
