"","en_ar_DEEPL","MatConf"
"125","وعلى الرغم من إعلان الرئيس السابق كومباوري عبر الإذاعة، في وقت لاحق من ذلك اليوم، سحب مشروع القانون وإعلان حالة الطوارئ، اشتدت الاحتجاجات العنيفة في واغادوغو وامتدت إلى خارج العاصمة.",1
"126","وقد أُعطيت وجهات نظرهم الاعتبار الواجب لأنها مهمة.",0
"127","وبالإضافة إلى ذلك، أطلقت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية في الفترة ما بين 23 و27 أبريل/نيسان عملية درع عيد الفصح في منطقة دوروما، وذلك في أعقاب ورود تقارير عن هجومين شنهما جيش الرب للمقاومة في تلك المنطقة.",1
"128","""نظر مجلس الأمن، في جلسته 6419، المعقودة كجلسة خاصة في 10 تشرين الثاني/نوفمبر 2010، في البند المعنون 'الحالة المتعلقة بالعراق`.",0
"129","وإذ يلاحظ مع القلق استمرار التهديد الذي يشكله تنظيم القاعدة وسائر من يرتبط به من أفراد وجماعات ومؤسسات وكيانات مرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد تصميمه على التصدي لجميع جوانب ذلك التهديد، وإذ يأخذ في الاعتبار مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن توصية فريق الرصد المنشأ عملا بالقرار 1267 الواردة في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملا بالقرار 1267 بأن تعامل الدول الأعضاء حركة طالبان المدرجة أسماؤها في القائمة وأفراد تنظيم القاعدة والكيانات المرتبطة به المدرجة أسماؤها في القائمة وكياناته معاملة مختلفة,",0
"130","10. تغطي التدابير التي تتخذها الدول الأنشطة المحظورة التي تقوم بها الجهات الفاعلة من غير الدول، على النحو الوارد في الفقرة 2 من القرار 1540 (2004) المتعلقة بالأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، والضوابط المفروضة على المواد ذات الصلة، وفقا للفقرة 3 من القرار.",1
"131","""يعرب مجلس الأمن عن قلقه العميق إزاء تدهور الوضع الأمني في جمهورية أفريقيا الوسطى، لا سيما في أعقاب الهجمات التي تعرضت لها بلدات بيراو وأواندا دجالي وسام أواندجا.",1
"132","""ويكرر مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه المتاحة.",0
"133","39. وفي 10 نيسان/أبريل 2013، كتبتُ إلى وزيري خارجية المغرب والجمهورية العربية الصحراوية الديمقراطية.",0
"134","من المتوقع أن تستغرق عملية ترسيم الحدود حوالي 96 أسبوعًا.",0
"135","وكان أكبر هذه الحوادث وأشدها دموية هو الهجوم غير المبرر الذي شنته الميليشيات القبلية على مخيم أرو شارو للنازحين وقريتي قوسمينو وأردجا في منطقة كلبس في غرب دارفور بالقرب من الحدود مع تشاد، والذي وقع في 28 سبتمبر/أيلول.",1
"136","""ويرى مجلس الأمن أن الجزاءات أداة هامة في مكافحة الإرهاب، ويؤكد أهمية التنفيذ الفوري والفعال للقرارات ذات الصلة، ولا سيما قراري مجلس الأمن 1267 (1999) و 1989 (2011) بوصفها أداة رئيسية في مكافحة الإرهاب.",0
"137","97. ولوحظ أنه في بعض الحالات، وبسبب ما يتصور من إلحاح وخصوصية التهديدات الإرهابية، ربما كانت التحقيقات والاستجابات التي تجريها قوات إنفاذ القانون وقوات الأمن الوطنية في مجال مكافحة الإرهاب منفصلة عن اعتبارات حقوق الإنسان مقارنة بحالات الشرطة الجنائية العادية، مما أدى إلى ثغرات هامة.",1
"138","وإذ يقرر أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،",0
"139","44. ومن الواضح أيضاً أن العديد من عمليات القتل التي وقعت في هذين اليومين لم تحدث في الشارع بل في مساكن المتظاهرين المحتملين أو حتى المدنيين الأبرياء الذين استهدفتهم قوات الأمن لمجرد اسمهم أو أصلهم أو مجموعتهم المجتمعية.",1
"140","67. وختاما، أود أن أشكر ممثلتي الخاصة، أميرة حق، على قيادتها، وجميع موظفي بعثة الأمم المتحدة المتكاملة في تيمور - ليشتي وفريق الأمم المتحدة القطري على جهودهم المتواصلة في دعم شعب تيمور - ليشتي للنهوض بقضايا السلام والاستقرار والتنمية.",0
"141","وقد استهدفت هذه القوات مواقع جغرافية مختلفة للقيام بعمليات عسكرية فيها، وتخطط لانتزاعها من المعارضة. وتشمل هذه المواقع بيدوا ومركا ومقديشو.",1
"142","ثانيًا، تخلق المعلومات المحدودة حالة من الإحباط والسخط بين الأشخاص المسؤولين عن التحقق من القائمة، والذين يعتمد عليهم التنفيذ الفعال بشكل كبير، مما يزيد من خطر عدم رصد الأسماء المدرجة في القائمة واحتمال تطبيق التدابير على أهداف غير مقصودة.",1
"143","17-ألف المعدات والتركيبات والمكونات 17-ألف-1. أجهزة لتخفيض المواد القابلة للرصد مثل الانعكاسية الرادارية والتوقيعات فوق البنفسجية/الأشعة تحت الحمراء والتوقيعات الصوتية (أي تكنولوجيا التخفي)، للتطبيقات القابلة للاستخدام في الأنظمة المحددة في 1-ألف أو 19-ألف أو الأنظمة الفرعية المحددة في 2-ألف أو 20-ألف.",0
