"","ar","MatConf"
"137","فعلى سبيل المثال، وجدت اللجنة أن مصطلح الجنجويد، يستعمل في مناسبات عديدة، بواسطة الضحايا وبواسطة أفراد السلطة، لوصف رجال معينين قيل إنهم قادوا الهجمات على القرى التي قتل فيها مدنيون وارتكبت فيها جرائم اغتصاب.",1
"138","ووسائل العمليات وأساليبها أكثر تحديدا في التحالف.",0
"139","ولا يمكن معالجة ظاهرة المقاتلين الإرهابيين الأجانب عن طريق الوسائل الأمنية وحدها.",0
"140","17 - وقد أتاحت الاجتماعات الأسبوعية الرباعية الأطراف للجانين، إلى جانب البعثة وقوة حفظ السلام التابعة لرابطة الدول المستقلة، أن يناقشا بانتظام الشؤون ذات الصلة بالأمن في منطقة الصراع.",0
"141","وفي 16 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية مدينة معرة مصرين بقذيفة فقتلتخمسة أشخاص منهم طفل وامرأة، بالإضافة إلى تدمير مباني سكنية.",1
"142","ومع أن اللجنة مقتنعة، بناء على أدلة شهود مستقلين، بأن قوات الدفاع هي التي بادرت بإطلاق النيران، فقد كان كل جانب يعتقد آنذاك أنه تعرض لهجوم من الجانب الآخر.",1
"143","14 - وفي الجانب الإثيوبي، احتُجزت، في 23 تشرين الثاني/نوفمبر، دورية تابعة للبعثة لمدة ساعتين في نقطة تفتيش تابعة للقوات المسلحة الإثيوبية شمال بادمي في القطاع الغربي.",0
"144","وطوال العام الماضي، كانت قوى المعارضة المعتدلة هدفا لما لا يقل عن 94 في المائة من عمليات النظام السوري المزعومة ضد الإرهابيين البالغ عددها 982 عملية.",1
"145","وقد لاحظت المديرية التنفيذية، حتى في هذه الدول، أن لاهتمام الحكومة بأربعة مجالات رئيسية هي - تعزيز نظم مراقبة الحدود؛ وبناء قدرة نظم العدالة الجنائية لضمان إعمال سيادة القانون؛ وتحسين التنسيق وتبادل المعلومات فيما بين الوكالات الوطنية المعنية؛ وتعزيز التعاون المؤسسي عبر الحدود مع الدول المجاورة - أثر كما يبدو على قدرات مكافحة الإرهاب. وينطبق ذلك حتى عندما تظل التنمية في قطاعات أخرى محدودة نسبيا.",0
"146","42 - وتعرض ورقة الموقف بصراحة بعض المصاعب التي تتسم بها الحالة التي تواجهها الحكومــــة: ""إن جيش كــوت ديفوار، وهو في حالة الدفاع عن النفس، لم يقم سوى بالرد على الهجمات التي شنّها المعتدون وبغرض تحرير أراضي كوت ديفوار وكفالة سلامة الأشخاص والممتلكات.",1
"147","وفضلا عن ذلك، لا يجوز بمقتضى العهد الدولي الخاص بالحقوق المدنية والسياسية تقييد حظر اللجوء إلى التعذيب حتى في حالة الطوارئ العامة.",1
"148","وتنص هذه الأحكام، في جملة أمور، على ما يلي:",0
"149","ونحث إسرائيل على اتخاذ مزيد من الإجراءات لإزالة مواقع الاستيطان المتقدمة وفقا لخارطة الطريق، والتصدي للتهديد المتزايد الذي يشكله تطرف المستوطنين.",0
"150","وطالما لا تفرض الدول على الأفراد المدرجة أسماؤهم في القائمة الالتزام بحظر السفر، فسيعتبرون أن التحايل على الحظر أمر لا يحمل مخاطر تُذكر.",1
"151","وأشار السفير إلى أن للمجلس أيضا دورا مهما في تعزيز المساءلة عن هذه الجرائم وغيرها من انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان.",1
"152","وإذ يعرب عن قلقه من التقارير المتواصلة عن الإساءات المرتكبة في مجال حقوق الإنسان وانتهاكات القانون الإنساني الدولي، بما في ذلك ما يرتكب منها في حق النساء والأطفال، فضلا عن التقارير الواردة عن ازدياد حوادث العنف الجنسي لا سيما التي يرتكبها رجال مسلحون، وإذ يشدد على أهمية التحقيق في هذه الانتهاكات والإساءات المزعوم ارتكابها من قبل جميع الأطراف، بغض النظر عن مركزها أو انتمائها السياسي، ويشمل ذلك الانتهاكات التي وقعت أثناء الأزمة [المعنية]، بما في ذلك ...، وإذ يجدد التأكيد على وجوب مساءلة المسؤولين عن تلك الانتهاكات، وإذ يلاحظ التزامات [الكيان المعني] في هذا الصدد،",1
"153",":: استخدام تجويع المدنيين كأسلوب من أساليب الحرب بحرمانهم من المواد التي لا غنى عنها لبقائهم، بما في ذلك تعمد عرقلة إمدادات الإغاثة على النحو المنصوص عليه في أحكام القانون الإنساني الدولي المنطبقة.",1
"154","هانسن ويياه، وأوغستين توياه، ودور الرعايا الليبريين",0
"155","ولم ترد بلاغات عن محاولات اختطاف سيارات أو سطو مسلح.",0
"156","وقد عرضت الحكومة توفير الأراضي والمرافق مثل الكهرباء والمياه ونظام الصرف الصحي مجانا للمنظمة.",0
"157","وحصلت اللجنة أيضا على معلومات عن حوادث إضافية عديدة، شملت هجمات على المدنيين وتحققت منها، وذلك استنادا إلى المعلومات والأدلة التي تلقتها في سياق عملها.",1
"158","وفي 18 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية التابعة للنظامبرميلين متفجرين على مدينة معر شمارين فقتلتستة مدنيين من بينهم أربعة أطفال وامرأتان.",1
"159","12 - ولاحظ وزير العدل التقدم في إصلاح جهاز القضاء، بما في ذلك التقدم صوب إنشاء المحكمة الدستورية ومحكمة النقض ومجلس الدولة على النحو المتوخى في الدستور، وشدد على أهمية إنشاء محاكم في كل واحد من الأقاليم الـ 145 من أجل استعادة سلطة الدولة بالفعل والفصل في المنازعات على المستوى المحلي.",0
