"","en_es_TRANSFORMERS","VerConf"
"168","El programa no se aplicará a las personas consideradas delincuentes o terroristas internacionales, como los miembros de Al-Qaida.",1
"169","Reiterando su grave preocupación por la continuación de las hostilidades por milicias y grupos armados extranjeros en la parte oriental de la República Democrática del Congo y por la amenaza que representan para la celebración de elecciones en la República Democrática del Congo,",1
"170","La campaña electoral, que acaba de comenzar, se rige por la Ley y el Reglamento Electoral del Órgano Conjunto de Gestión Electoral y es supervisada por observadores internacionales.",0
"171","El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra las mujeres y las niñas, incluida la violencia sexual y basada en el género y los asesinatos y mutilaciones, en situaciones de conflicto armado y posteriores a un conflicto, e insta a todas las partes a que pongan fin por completo a esos actos con efecto inmediato.",1
"172","Se están considerando disposiciones para que el PNUD y el ACNUR establezcan y administren un fondo fiduciario sucesor para el DIS, si así lo desean el Gobierno y los posibles donantes, hasta que se garanticen las estructuras y la capacidad nacionales necesarias.",0
"173","Los Estados Unidos instan a las autoridades de Haití a que cumplan su promesa de llenar las seis vacantes en el Tribunal Supremo del Tribunal de Casación antes del 3 de octubre de 2011.",1
"174","Instamos al Gobierno de Haití a que adopte medidas enérgicas para prevenir esa violencia y garantizar que los autores de esos actos comparezcan ante la justicia.",1
"175","El Consejo de Seguridad subraya que no se tolerará ningún intento de perturbar el proceso de paz y transición en la República Democrática del Congo, incluso mediante el apoyo a grupos armados.",1
"176","642. La conclusión de que las autoridades del Gobierno, directamente o a través de las milicias bajo su control, no han aplicado ni aplicado ninguna política genocida en Darfur no debe considerarse en modo alguno como un menoscabo de la gravedad de los crímenes perpetrados en esa región.",1
"177","En segundo lugar, aun cuando se pueda demostrar ese motivo legítimo, el solicitante de asilo está sujeto a las excepciones de exclusión previstas en el artículo 1F, que privan a los culpables de actos atroces y de delitos comunes graves de la protección internacional de los refugiados y garantizan que esas personas no abusen de la institución del asilo para evitar que rindan cuentas legalmente de sus actos.",1
"178","La UCI se ha movido para llenar el vacío dejado por la alianza.",0
"179","Condenamos enérgicamente el brutal ataque de esta mañana contra los santuarios sagrados del Imam Ali al-Hadi y el Imam Hassan al-Askari en Samarra, y compartimos la indignación del pueblo iraquí por ese crimen, que es otro intento deliberado de los terroristas de sembrar la disensión e inflamar las luchas sectarias entre el pueblo del Iraq.",1
"180","El Consejo condena todas las demás violaciones del derecho internacional, incluidos el derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.",1
"181","Que se celebrará el martes 30 de agosto de 2005, a las 12.20 horas",0
"182","Dado que el sistema de las Naciones Unidas y sus asociados están pasando de la respuesta humanitaria a las intervenciones de recuperación y desarrollo, se elaborará una estrategia de salida para la Oficina de Coordinación de Asuntos Humanitarios en el país.",0
"183",":: Todas las páginas tienen un número perforado correspondiente al número de expedición del pasaporte.",0
"184","Este sector requiere una protección especial contra la financiación del terrorismo, ya que el abuso de las organizaciones sin fines de lucro puede causar daños duraderos a las propias organizaciones y desalentar las donaciones caritativas en general.",0
"185","Profundamente preocupada por la amenaza del terrorismo y el riesgo de que agentes no estatales*, como los que figuran en la lista de las Naciones Unidas establecida y mantenida por el Comité establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad y aquellos a quienes se aplica la resolución 1373 (2001), puedan adquirir, desarrollar, comercializar o utilizar armas nucleares, químicas y biológicas y sus sistemas vectores,",1
"186","a) Pagos o socorro a terceros: 8.655.689 dólares de los EE.UU.",0
"187","Los Estados Unidos deben abandonar el desprecio y la negligencia deliberados que han sido su práctica durante casi siete años y que han llevado al deterioro de la situación en la región.",1
"188","La reducción de la amenaza que representan los grupos armados congoleños y extranjeros para los civiles, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios fundamentales que guían la reducción gradual de la MONUSCO.",0
"189","En su informe preliminar, la Comisión expuso las similitudes y las diferencias en los mandatos, señalando en particular que, si bien había identificado algunas violaciones que le habían llevado a concluir que se habían cometido crímenes internacionales en Libia, la función de la Corte Penal Internacional era evaluar la responsabilidad penal individual.",1
"190","Al mismo tiempo, el Presidente Al-Bashir amenaza a la comunidad internacional con represalias y más crímenes.",1
"191","El Servicio Geológico de los Estados Unidos revisó inicialmente la base de datos digital y envió una computadora portátil con la base de datos revisada al Ministerio de Tierras, Minas y Energía en febrero de 2009.",0
"192","5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, participaron en una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006.",0
"193","El Consejo también deploró la aprobación de dicha resolución por la Asamblea de Kosovo y estuvo de acuerdo con el Representante Especial en que esas resoluciones y decisiones de la Asamblea, sobre cuestiones que no eran de su competencia, eran nulas y carentes de validez.",1
"194","Nos preocupa especialmente la falta de capacitación de los funcionarios de nivel medio y las principales deficiencias que aún existen en el ámbito judicial.",1
"195","Sr. Churkin (Federación de Rusia) (habla en ruso): Sr. Presidente: Nos complace darle la bienvenida al Salón del Consejo de Seguridad.",0
"196","Los miembros del Consejo condenaron los ataques contra el personal de la Operación de las Naciones Unidas en Côte d'Ivoire (ONUCI) y declararon que los responsables de esos ataques debían rendir cuentas.",1
"197","Por lo tanto, instamos a los miembros del Consejo y al Grupo de Amigos a que tengan una opinión favorable de estas recomendaciones por parte del Secretario General.",1
"198","Pero el Embajador Akram no se equivoca al centrarse en la situación en el sur y el oeste del país en particular.",0
"199","Ministra María Angélica Arce de Jeannet (México)",0
"200","Teniendo en cuenta el regreso de los grupos terroristas, considera que la MINUSMA debe disponer de todo el equipo necesario para cumplir su mandato y proteger a la población de la región septentrional.",0
"201","En colaboración con organizaciones nacionales e internacionales, la MINUSMA ha concluido 10 proyectos de efecto rápido desde junio, incluidos la rehabilitación y el equipo de las comisarías de policía y gendarmería en las regiones de Gao y Tombuctú y el apoyo a las asociaciones de mujeres El 13 de octubre, la MINUSMA y la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO) pusieron en marcha un proyecto de efecto rápido para rehabilitar cuatro bibliotecas privadas en Tombuctú, que llevan manuscritos antiguos.",0
"202","2. Exhorta al Gobierno de Siria a que cumpla visiblemente sus compromisos en su totalidad, como convino en hacer en el Entendimiento Preliminar y como se estipula en la resolución 2042 (2012), de a) poner fin a los movimientos de tropas hacia los centros de población, b) poner fin a todo uso de armas pesadas en esos centros, c) retirar por completo las concentraciones militares en los centros de población y sus alrededores, así como de retirar sus tropas y armas pesadas de los centros de población a sus cuarteles o lugares de despliegue temporal para facilitar el cese sostenido de la violencia;",1
