"es_en_GOOGLE"	"MatConf"
"Measures taken by States cover prohibited activities by non-State actors listed in paragraph 2 of resolution 1540 (2004) in relation to nuclear, chemical and biological weapons and their delivery systems, as well as controls on related materials, in accordance with paragraph 3 of said resolution."	1
"I urge all Somali leaders to take the necessary steps to bridge their differences."	0
":: Saif Madeen al-Rajih, 12 years old"	0
"It is up to the people and leaders of the region to resist demagogic appeals, to forge and establish coalitions, to continue to trust their system even if they lose elections, and to defend the principles and institutions that will ultimately protect them."	0
"Given that Hizbullah maintains close ties with several States in the region, in particular with the Islamic Republic of Iran, as publicly recognized by the militia&#39;s own secretary general, I urge these States to encourage the armed group to transform into a political party. exclusively political and to disarm, in accordance with the Taif Agreement and resolution 1559 (2004), in the interests of regional peace and stability."	0
"10. The situation in Georgia (October 8, 1992; June 15, 2009)."	0
"A regional airline is a company based in or near the Middle East."	0
"The Commission had received credible evidence that Mi-8 and Mi-24 helicopters and also Antonov aircraft had been used during air strikes against the villages."	1
"I repeat today what I already said on January 31 (see S/PV.6710): it is unacceptable that the Council is prevented from assuming its responsibilities."	0
"The father stated that during the escape attempt they encountered six Arab men who raped his 25-year-old daughter in front of him, his wife and their minor children."	1
"Address: Unit Level 10 (B1), Main Office Tower, Financial Park Labuan, Jalan Merdeka, 87000 WP Labuan, Malaysia; Business Registration Number LL06889 (Malaysia)"	0
"The continued incorporation of non-Syrian fighters into Jabhat al Nusrah is a cause for concern shared by various national authorities who have been monitoring the problem."	1
