en_ar_TRANSFORMERS	QuadClass
116 - لا يزال فريق الرصد يعتبر حظر السفر تدبيرا هاما من تدابير الجزاءات المفروضة على تنظيم القاعدة وحركة الطالبان، ولكنه يلاحظ البراعة التي أبداها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يكتشفوها.	1
285 - وفي بعض الدول، لا تزال التعاريف الغامضة أو الفضفاضة للجرائم الإرهابية تشكل تحديا أمام التنفيذ الفعال للقرار 1373 (2001).	1
وإذا أصبحت أفغانستان أقل جاذبية فيما يتعلق بأهداف الجماعات المسلحة، فقد تعيد تركيز جهودها على بلدانها أو على بلدان أخرى.	1
وفي 8 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدينة الشيخ ميسكين، فقتلت 5 أشخاص، من بينهم طفلان وامرأتان.	1
ومن المتفق عليه عموما أن التصعيد تزامن مع اشتداد النزاع المسلح الداخلي بين الحكومة وحركتي التمرد، حركة/جيش تحرير السودان وحركة العدل والمساواة.	1
64 - ولا يمكن معالجة مسألة الأسلحة الصغيرة بتدابير تحديد الأسلحة وحدها، فهي جزء لا يتجزأ من نطاق أوسع يتداخل فيه الصراع والأمن والعنف المسلح والجريمة والتجارة وحقوق الإنسان والصحة والتنمية.	1
وكان المنظور الذي عرضته الشرطة الوطنية على اللجنة هو أن مقدمي الالتماسات سيُعتقلون ويُسلَّمون إلى الشرطة الوطنية فقط إذا كانوا يتحركون في مكان قريب، وأنه لا يؤذن بأي عمليات لاعتقال مقدمي الالتماسات.	1
123 - عندما تهاجم الميليشيات بالاشتراك مع القوات المسلحة، يمكن القول إنها تتصرف تحت السيطرة الفعلية للحكومة، تمشيا مع مفهوم السيطرة الوارد في عام 1999 في تاديتش (الاستئناف)، في الفقرات 98 إلى 145.	1
3 - تُنتج النظم التجارية المزدوجة الاستخدام لأغراض مدنية ولكن يمكن استخدامها أيضا في الهجمات الإرهابية.	1
واستُخدمت خلال الهجوم طائرتان حربيتان وطائرة أنتونوف، ربما لأغراض استطلاعية.	1
ومما يثير الدهشة أيضا أنه لا يمكن القبض على أي عنصر ينتمي إلى ما يسمى بالقوات الموازية ومحاكمته على هذه الجرائم.	2
التشديد على ضرورة استبعاد ورفض أي شكل من أشكال العفو عن الإبادة الجماعية أو الجرائم ضد الإنسانية أو جرائم الحرب أو غير ذلك من الانتهاكات الجسيمة لحقوق الإنسان في عمليات تسوية النزاعات، ورفض أي شكل من أشكال العفو العام عن الإبادة الجماعية أو الجرائم ضد الإنسانية أو غير ذلك من الانتهاكات الخطيرة لحقوق الإنسان في عمليات تسوية النزاعات، وكفالة ألا يكون أي عفو من هذا القبيل سبق منحه مانعا للمقاضاة أمام أي محكمة أنشأتها أو تساعدها الأمم المتحدة.	4
وقد فرض هذا القرار منذ التاريخ المذكور حظرا على العلاقات التجارية والاقتصادية والمالية والمتعلقة بالنقل وغيرها من العلاقات مع أبخازيا على مستوى الدولة.	1
قالوا "لماذا تقيمون هنا أيها العبيد"	3
ومن بين الأطفال البالغ عددهم 168 طفلاً، اختُطف 135 طفلاً لأغراض التجنيد، بينما اختُطف 33 طفلاً لبرامج ثقافية وسياسية أو لأسباب أخرى.	1
وعقدت حلقة دراسية دولية أخرى في عام 2009 بشأن تعزيز التعاون والحوار في مجال مكافحة الإرهاب بين الوكالات الحكومية ووسائط الإعلام والمجتمع المدني.	4
واستجابة لوباء الإنفلونزا ألف (H1N1) في الفترة من منتصف عام 2009 إلى آب/أغسطس 2010، وضعت وزارة الصحة، بدعم من منظمة الصحة العالمية، خططا للتأهب للأوبئة، بما في ذلك تعزيز نظم المراقبة لديها؛ وحصلت على أقراص تاميفلو؛ وأنشأت جهاز تهوية في المستشفى الوطني؛ وأجرت مجموعة من الدورات التدريبية للعاملين في مجال الرعاية الصحية.	2
408- وفيما يتعلق بالقانون الإنساني الدولي، تحظر المادة 3 المشتركة بين اتفاقيات جنيف أعمال العنف ضد الحياة والشخص، بما في ذلك المعاملة القاسية والتعذيب وأخذ الرهائن والاعتداء على الكرامة الشخصية، ولا سيما المعاملة المهينة والمهينة.	1
وبعد نصف ساعة، وصلت ثلاث سيارات جيب أخرى من تشاد مدعومة بطائرة هليكوبتر عسكرية، ومرة أخرى حدثت مواجهة مع الوحدة العسكرية السودانية أصيب خلالها جندي وعدد من المدنيين بجراح.	1
وفي جنوب دارفور، وقعت واحدة من أكثر الصدامات تدميرا في 19 أيلول/سبتمبر عندما هاجمت حركة/جيش تحرير السودان مواقع للقوات المسلحة السودانية في قرية شعيرية وحولها.	1
ويكرر مجلس الأمن أيضا تأكيد دعمه للممثل الخاص للأمين العام، السيد أحمدو ولد عبد الله، لجهوده الرامية إلى دفع العملية السياسية في الصومال قدما.	4
35 - تقترح المديرية التنفيذية إدخال ثلاثة تعديلات طفيفة على ممارساتها التنظيمية والتنفيذية لتعكس على نحو أفضل أولوياتها المتغيرة وأنشطتها الجديدة المقترحة.	4
