en_es_GOOGLE	QuadClass
También mantuvo conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) sobre el flujo de armas a la República Democrática del Congo.	4
Alentar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad, según corresponda y caso por caso, a impedir la apropiación ilegal y la confiscación de tierras y propiedades pertenecientes a refugiados y desplazados internos y a garantizar la protección de refugiados que regresan y desplazados internos.	2
También acordamos que las partes deberían restablecer un diálogo genuino y muy necesario y avanzar, sin demora, hacia el desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, justas y creíbles.	4
122. Las pruebas establecen que hombres armados bajo el mando de Abilio Mesquita iniciaron el ataque a la residencia del General de Brigada Ruak el 24 de mayo, como se describe en los párrafos 69 y 70 supra.	1
6. Decide, a fin de ayudar al Comité a cumplir su mandato, establecer por un período de 18 meses un Equipo de Apoyo Analítico y Vigilancia de las Sanciones con sede en Nueva York (en adelante denominado &quot;el Equipo de Vigilancia&quot;) bajo la dirección del Comité con las responsabilidades enumeradas en el Anexo de esta resolución;	2
En 2014, en respuesta a las resoluciones 2083 (2012) y 2161 (2014), y para seguir promoviendo la aplicación de los regímenes de sanciones del Consejo de Seguridad por parte de las autoridades nacionales, la División estandarizó el formato de todas las listas de sanciones del Consejo y estableció el Consejo de Seguridad Unificado de las Naciones Unidas. Lista de Sanciones, compuesta por los nombres incluidos en todas las listas de sanciones de los comités de sanciones del Consejo.	2
Proporcionó detalles sobre las violaciones y abusos cometidos contra niños en Yemen.	1
16. El Director Ejecutivo velará por que todas las organizaciones internacionales, regionales y subregionales pertinentes tengan un punto de contacto dentro de la Oficina de Evaluación y Asistencia Técnica, incluida la necesidad de establecer enlaces con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos y otras organizaciones competentes. en asuntos relacionados con los derechos humanos y la lucha contra el terrorismo.	2
Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un crimen punible en virtud del derecho internacional,	1
14. En general, disminuyó el número de operaciones militares de las FARDC apoyadas por la MONUSCO. Entre el 6 y el 15 de febrero, la MONUSCO apoyó la operación Mapema Mupya (Nuevo Amanecer) de las FARDC en la zona de Kanyabayonga, en Kivu del Norte, cuyo objetivo era disuadir las actividades de los grupos armados y mejorar la protección de los civiles.	1
4. Los afiliados de Al-Qaida están evolucionando, a menudo de forma autónoma, con cambios generacionales, geográficos, étnicos, estructurales y operativos evidentes.	1
El hecho de que los asesinatos cometidos por el Gobierno y los Janjaweed parezcan haber estado dirigidos sistemáticamente contra los fur, los masalit, los zaghawa y otras tribus africanas por motivos políticos es indicativo del carácter discriminatorio de los asesinatos y, por tanto, puede constituir persecución como delito. contra la humanidad.	1
El 19 de agosto de 2014 (Día Mundial de la Asistencia Humanitaria), el Reino Unido de Gran Bretaña e Irlanda del Norte, en su calidad de Presidente del Consejo de Seguridad, celebrará una reunión abierta del Consejo, en formato informativo, sobre la protección de los trabajadores humanitarios, dentro del orden del día tema sobre la protección de los civiles en los conflictos armados.	4
El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo por Azawad (CPA), signatarios del Acuerdo Preliminar para las Elecciones Presidenciales y la Inclusión Las conversaciones de paz en Mali concluyeron el 18 de junio de 2013 en Uagadugú:	4
Desde octubre de 2013, ha desbaratado dos ataques piratas y ha trasladado a cinco presuntos piratas para su procesamiento en Seychelles.	1
12. En resumen, aunque los ataques de las milicias contra civiles no se produjeron en la escala masiva o sistemática observada en los meses anteriores al comunicado conjunto, esos ataques han continuado y se han intensificado últimamente.	1
En segundo lugar, la información limitada crea frustración y descontento entre las personas responsables de verificar la Lista, de quienes depende en gran medida su implementación efectiva, lo que aumenta el riesgo de que los nombres incluidos no sean detectados y que las medidas puedan aplicarse a objetivos no deseados.	1
La Organización Al-Qaida en el Magreb Islámico (AQMI) (QE.T.14.01) ha adquirido importantes conocimientos especializados en secuestros para pedir rescate.	1
b) Mejorar su capacidad para congelar fondos y activos terroristas sin demora, mediante el desarrollo de mecanismos nacionales de &quot;congelación&quot; que complementen los marcos regionales;	1
95. El establecimiento de notificaciones especiales entre la Interpol y el Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre las dos organizaciones durante el año pasado, así como el acuerdo de la Asamblea General de la Interpol y el Comité 1267 (1999).	2
&quot;El Consejo de Seguridad subraya la necesidad de que los Estados Miembros en situaciones posteriores a conflictos, en consulta, entre otros, con la sociedad civil, incluidas las organizaciones de mujeres, aborden las necesidades y prioridades específicas de las mujeres y las niñas en sus estrategias nacionales para mejorar su situación socioeconómica. condiciones, la participación en actividades generadoras de ingresos y su acceso a la educación y a los servicios básicos.	2
Toma nota de la elaboración de la política de debida diligencia en materia de derechos humanos, alienta [a la Misión] a implementarla plenamente y solicita al Secretario General que incluya los avances logrados en la implementación de la política en sus informes al Consejo;	4
69. El Grupo sí examinó el aterrizaje de un avión AN-124 que transportaba un cargamento de 392 toneladas procedente de Belarús el 16 de octubre de 2004, justo antes del embargo. Este vuelo continuó hasta Lomé, Togo y estaba vinculado a la compañía Darkwood (ver el estudio de caso uno a continuación).	2
Solicita al Secretario General y a los organismos pertinentes de las Naciones Unidas, entre otras cosas, mediante consultas con mujeres y organizaciones dirigidas por mujeres, según corresponda, que desarrollen mecanismos eficaces para brindar protección contra la violencia, incluida en particular la violencia sexual, a las mujeres y las niñas en las Naciones Unidas y sus alrededores. gestionaba campamentos de refugiados y desplazados internos, así como en todos los procesos de desarme, desmovilización y reintegración, y en las iniciativas de reforma del sector de la justicia y la seguridad con asistencia de las Naciones Unidas.	4
El Consejo reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se recupera de un conflicto pueda aceptar los abusos cometidos en el pasado contra civiles y prevenir tales abusos en el futuro.	4
30. La iniciativa de vigilancia comunitaria de la UNMIK ha fortalecido los vínculos con la comunidad local.	2
Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la constitución, el sistema electoral, la policía y el poder judicial.	2
&quot;El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos.	4
De conformidad con el párrafo 32 de la presente resolución, el Equipo de Vigilancia funcionará bajo la dirección del Comité establecido en virtud de la resolución 1267 (1999) y tendrá las siguientes responsabilidades:	2
15. Las milicias progubernamentales han desempeñado un papel importante en los esfuerzos de seguridad del gobierno en Côte d&#39;Ivoire, especialmente en el oeste del país.	2
