en_es_DEEPL	QuadClass
"El Consejo de Seguridad acoge con satisfacción la resolución A/RES/64/289 de la Asamblea General por la que se establece la Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres (ONU Mujeres), que estará plenamente operativa en enero de 2011.	4
17. Para el cumplimiento de la cuarta tarea, la Comisión consideró necesario realizar una evaluación preliminar del grado en que el sistema de justicia penal sudanés ha sido capaz y ha estado dispuesto a procesar y llevar a juicio a los presuntos autores de crímenes internacionales perpetrados en Darfur, y luego considerar los diversos mecanismos internacionales existentes disponibles.	2
33. De conformidad con el Decreto Presidencial Nº 2004-236 por el que se movilizaban las fuerzas armadas nacionales y las instrucciones recibidas durante la reunión del 24 de marzo entre el Presidente, el Primer Ministro, los Ministros de Defensa y de Seguridad Interior, así como los jefes correspondientes de la policía nacional, la gendarmería y las FANCI, las fuerzas de seguridad se situaron en muchas zonas de la periferia de la ciudad, en particular en los lugares donde estaba previsto que tuvieran lugar concentraciones de protesta y manifestaciones.	1
44. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió investigando presuntas violaciones de derechos humanos y del derecho internacional humanitario cometidas tanto por grupos armados como por las fuerzas de seguridad nacionales.	2
Es necesaria una aplicación más efectiva de la resolución 1624 (2005), que fomenta el diálogo y el entendimiento entre religiones y culturas para contrarrestar la incitación a actos terroristas motivados por el extremismo y la intolerancia.	4
Para ello, uno de los instrumentos a disposición de los Estados miembros es el Registro de Armas Convencionales de las Naciones Unidas. En él figuran los datos facilitados por los Estados sobre las transferencias internacionales de armas, así como información sobre las existencias de material bélico, las adquisiciones mediante la producción nacional y las políticas pertinentes.	2
También mantuvo conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) sobre el flujo de armas a la República Democrática del Congo.	4
Alentar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad, según proceda y caso por caso, a que impidan la apropiación y confiscación ilegales de tierras y bienes pertenecientes a refugiados y desplazados internos y a que garanticen la protección de los refugiados y desplazados internos que regresan.	2
También acordamos que las partes debían restablecer un diálogo genuino y muy necesario y proceder, sin demora, al desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, justas y creíbles.	4
122. Las pruebas establecen que hombres armados bajo el mando de Abilio Mesquita iniciaron el ataque a la residencia del General de Brigada Ruak el 24 de mayo, como se describe en los párrafos 69 y 70 supra.	1
6. Decide, para asistir al Comité en el cumplimiento de su mandato, establecer por un período de 18 meses un Equipo de Apoyo Analítico y Vigilancia de las Sanciones con sede en Nueva York (denominado en lo sucesivo "el Equipo de Vigilancia") bajo la dirección del Comité con las responsabilidades enumeradas en el Anexo de la presente resolución;	2
En 2014, en respuesta a las resoluciones 2083 (2012) y 2161 (2014), y para seguir promoviendo la aplicación de los regímenes de sanciones del Consejo de Seguridad por las autoridades nacionales, la División normalizó el formato de todas las listas de sanciones del Consejo y estableció la Lista consolidada de sanciones del Consejo de Seguridad de las Naciones Unidas, que comprende los nombres incluidos en todas las listas de sanciones de los comités de sanciones del Consejo.	2
Proporcionó detalles sobre las violaciones y abusos cometidos contra los niños en Yemen.	1
16. El Director Ejecutivo velará por que todas las organizaciones internacionales, regionales y subregionales pertinentes tengan un punto de contacto dentro de la Oficina de Evaluación y Asistencia Técnica, incluida la necesidad de establecer enlaces con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos y otras organizaciones competentes en asuntos relacionados con los derechos humanos y la lucha contra el terrorismo.	2
Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un crimen punible en virtud del derecho internacional,	1
14. En general, disminuyó el número de operaciones militares de las FARDC apoyadas por la MONUSCO. Entre el 6 y el 15 de febrero, la MONUSCO apoyó la operación Mapema Mupya (Nuevo Amanecer) de las FARDC en la zona de Kanyabayonga, en Kivu del Norte, cuyo objetivo era disuadir la actividad de los grupos armados y mejorar la protección de los civiles.	1
4. Las filiales de Al Qaeda están evolucionando, a menudo de forma autónoma, con cambios generacionales, geográficos, étnicos, estructurales y operativos evidentes.	1
El hecho de que los asesinatos cometidos por el gobierno y los Janjaweed parezcan haberse dirigido sistemáticamente contra los Fur, Masalit, Zaghawa y otras tribus africanas por motivos políticos es indicativo del carácter discriminatorio de la matanza y, por tanto, puede constituir persecución como crimen contra la humanidad.	1
El 19 de agosto de 2014 (Día Mundial de la Asistencia Humanitaria), el Reino Unido de Gran Bretaña e Irlanda del Norte, en su calidad de Presidente del Consejo de Seguridad, celebrará una sesión pública del Consejo, en formato de sesión informativa, sobre la protección de los trabajadores humanitarios, en el marco del punto del orden del día relativo a la protección de los civiles en los conflictos armados.	4
El Mouvement arabe de l'Azawad (MAA), la Coordination des mouvements et forces patriotiques de résistance (CM-FPR) y la Coalition du peuple pour l'Azawad (CPA), firmantes del Acuerdo Preliminar para las Elecciones Presidenciales y las Conversaciones de Paz Inclusivas en Malí concluidas el 18 de junio de 2013 en Uagadugú:	4
Desde octubre de 2013, ha desbaratado dos ataques piratas y trasladado a cinco presuntos piratas para su procesamiento en Seychelles.	1
12. En resumen, aunque los ataques a civiles por parte de las milicias no se produjeron a la escala masiva o sistemática observada en los meses anteriores al comunicado conjunto, estos ataques han continuado y se han intensificado últimamente.	1
En segundo lugar, la información limitada crea frustración y desafección entre los responsables de comprobar la Lista, de quienes más depende la aplicación efectiva, lo que aumenta el riesgo de que no se detecten los nombres incluidos en la Lista y de que las medidas se apliquen a objetivos no previstos.	1
La Organización de Al-Qaida en el Magreb Islámico (AQMI) (QE.T.14.01) ha desarrollado una importante experiencia en el secuestro extorsivo.	1
(b) Aumentar su capacidad para congelar fondos y activos terroristas sin demora, desarrollando mecanismos nacionales de "congelación" que complementen los marcos regionales;	1
95. El establecimiento de las difusiones especiales Interpol-Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre ambas organizaciones a lo largo del año pasado, así como el acuerdo de la Asamblea General de Interpol y del Comité 1267 (1999).	2
"El Consejo de Seguridad subraya la necesidad de que los Estados miembros en situaciones posteriores a conflictos, en consulta, entre otros, con la sociedad civil, incluidas las organizaciones de mujeres, aborden las necesidades y prioridades específicas de las mujeres y las niñas en sus estrategias nacionales para mejorar sus condiciones socioeconómicas, su participación en actividades generadoras de ingresos y su acceso a la educación y a los servicios básicos.	2
Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta [a la Misión] a aplicarla plenamente y pide al Secretario General que incluya los progresos realizados en la aplicación de la política en sus informes al Consejo;	4
69. El Grupo sí examinó el aterrizaje de un avión AN-124 que transportaba un cargamento de 392 toneladas procedente de Bielorrusia el 16 de octubre de 2004, justo antes del embargo. Este vuelo continuaba hacia Lomé (Togo) y estaba vinculado a la empresa Darkwood (véase el estudio de caso uno más adelante).	2
Pide al Secretario General y a los organismos pertinentes de las Naciones Unidas que, entre otras cosas, mediante consultas con las mujeres y las organizaciones dirigidas por mujeres, según proceda, elaboren mecanismos eficaces para proporcionar protección contra la violencia, incluida en particular la violencia sexual, a las mujeres y las niñas en los campamentos de refugiados y desplazados internos gestionados por las Naciones Unidas y en sus alrededores, así como en todos los procesos de desarme, desmovilización y reintegración, y en las iniciativas de reforma del sector de la justicia y la seguridad con la asistencia de las Naciones Unidas.	4
El Consejo reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se recupera de un conflicto pueda asumir los abusos cometidos en el pasado contra la población civil y evitar que se cometan en el futuro.	4
30. La iniciativa de policía de proximidad de la UNMIK ha reforzado los lazos con la comunidad local.	2
Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, especialmente en lo relativo a la Constitución, el sistema electoral, la policía y el poder judicial.	2
"El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y sigue prestándoles su apoyo y orientación.	4
