en_ar_DEEP	QuadClass
وإذ يؤكد المساهمة المستمرة في استقرار كوت ديفوار، ولا سيما في سياق الانتخابات الرئاسية المقررة، من خلال التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005)، ويؤكد أن هذه التدابير تهدف إلى دعم عملية السلام في كوت ديفوار ديفوار,	2
وإذ يؤكد دعوته إلى جميع الدول للانضمام إلى الاتفاقيات والبروتوكولات الدولية لمكافحة الإرهاب في أقرب وقت ممكن، سواء كانت طرفاً في الاتفاقيات الإقليمية بشأن هذه المسألة أم لا، والتنفيذ الكامل لالتزاماتها بموجب الاتفاقيات التي تكون طرفاً فيها،	4
وإذ يعرب عن قلقه العميق إزاء احتمال مساهمة الجماعات الإرهابية المستفيدة من الجريمة المنظمة العابرة للحدود الوطنية في تقويض الدول المتضررة، وخاصة أمنها واستقرارها وحوكمتها وتنميتها الاجتماعية والاقتصادية،	3
يشير إلى أن حماية المدنيين تتطلب استجابة منسقة من جميع عناصر البعثة ذات الصلة ويشجع [البعثة] على تعزيز التفاعل، تحت سلطة الممثل الخاص للأمين العام، بين عنصريها المدني والعسكري على جميع المستويات والجهات الفاعلة الإنسانية وذلك من أجل تعزيز الخبرات في مجال حماية المدنيين.	4
وهناك أيضًا نمو في المراكز الإقليمية لمكافحة الإرهاب حيث يمكن تحديد أفضل الممارسات فيما يتعلق بتنفيذ الجزاءات وفقًا للظروف الخاصة ذات الصلة.	2
واندلع شجار، مما أدى إلى استدعاء الشرطة إلى مكان الحادث وإطلاق الغاز المسيل للدموع.	1
(ب) اتخاذ الخطوات اللازمة لتقديم أكبر قدر ممكن من المساعدة في قضايا الإرهاب إلى الدول الأخرى وبناء الجسور بين النظم القانونية المختلفة؛	4
:: الاستفادة من حلقة العمل المشتركة بين المديرية التنفيذية ومنظمة الأمن والتعاون في أوروبا في آسيا الوسطى المقرر عقدها في تشرين الثاني/نوفمبر 2010 بشأن القرار 1624 (2005) ومكافحة التحريض بدافع التطرف، من خلال مبادرات مماثلة في مناطق أخرى	4
وتدعي السلطات الإسرائيلية بدورها أن هذه الطلعات الجوية تتم لأسباب أمنية، مشيرة إلى الانتهاكات المزعومة لحظر الأسلحة المفروض عملا بالقرار 1701 (2006).	3
343. وأجرت اللجنة مقابلات مع العديد من شهود العيان الذين أكدوا أنه في أعقاب الهجمات المشتركة التي شنها جنود الحكومة والجنجويد في المنطقة، تم احتجاز ما يصل إلى 30 ألف شخص في كيلك، جنوب دارفور، لمدة 50 يوماً تقريباً.	1
وقد تجلت نيتهم ​​وقدرتهم على التخطيط لهجمات في الجزائر والنيجر في عام 2013.	1
9- وتشكل حالة المدافعين عن حقوق الإنسان في جميع أنحاء البلاد سبباً آخر يدعو إلى القلق الشديد. ويتعرض الكثير منهم للمضايقات والاعتقال التعسفي والاحتجاز غير المبرر.	1
وخلال الفترة المشمولة بالتقرير، ألقي القبض على عدد من أعضاء أحزاب المعارضة في النيجر ثم أطلق سراحهم بكفالة.	1
"ويدعو مجلس الأمن المجتمع الدولي إلى توفير الدعم المالي والتقني، حيثما يلزم، فضلا عن التدريب المناسب، من أجل تنفيذ القرار 1325 (2000) على الصعيد الوطني، ويدعو منظومة الأمم المتحدة والمجتمع المدني والجهات الفاعلة الأخرى ذات الصلة إلى القيام التعاون وتقديم المساعدة بما يتماشى مع الأولويات الوطنية للدول الأعضاء، ولا سيما تلك المتضررة من النزاعات المسلحة، في التطوير السريع لخطط العمل الوطنية، والعمل بشكل وثيق مع الآليات الوطنية المسؤولة عن تنفيذ القرار، بما في ذلك، حيثما يكون ذلك مناسبا، من خلال أفرقة الأمم المتحدة القطرية.	4
"ويكرر مجلس الأمن الإعراب عن قلقه إزاء تزايد الارتباط، في كثير من الحالات، بين الإرهاب والجريمة المنظمة عبر الوطنية، والمخدرات غير المشروعة، وغسل الأموال، والاتجار غير المشروع بالأسلحة، ويشدد على ضرورة تعزيز تنسيق الجهود على الصعيد الوطني ودون الإقليمي، على المستويين الإقليمي والدولي من أجل تعزيز الاستجابة العالمية لهذا التحدي والتهديد الخطير للسلام والأمن الدوليين، ويشجع مكتب الأمم المتحدة المعني بالمخدرات والجريمة على مواصلة عمله في هذا الصدد، بالتعاون مع كيانات الأمم المتحدة الأخرى ذات الصلة.	3
16 - وبعد ذلك، أُتيحت للدول المستعرضة ثلاثة أشهر لتقديم أي معلومات إضافية لتحديد الهوية أو غيرها من المعلومات التي لها تأثير على الإدراج في القائمة، مثل التحديثات المتعلقة بحالة تشغيل الكيانات المدرجة في القائمة، أو حركة الأفراد المدرجين في القائمة أو حبسهم أو وفاتهم، أو الأفراد الجدد. ووجهت إليهم تهم تتعلق بالإرهاب.	2
