en_ar_DEEPL	QuadClass
"ويسلّم مجلس الأمن بأن الإرهاب لن يهزم بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويؤكد ضرورة معالجة الظروف المؤدية إلى انتشار الإرهاب، بما في ذلك، على سبيل المثال لا الحصر، ضرورة تعزيز الجهود الرامية إلى إنجاح منع نشوب النزاعات التي طال أمدها وحلها سلميا، وضرورة تعزيز سيادة القانون وحماية حقوق الإنسان والحريات الأساسية والحكم الرشيد والتسامح والشمولية لتوفير بديل قابل للاستمرار لمن يمكن أن يكونوا عرضة للتجنيد الإرهابي وللتطرف المؤدي إلى العنف.	4
"ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين الناجمة عن الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة.	4
ويشدد على ضرورة الالتزام غير المشروط بعملية دمج القوات المسلحة بروح الاتفاق العالمي والشامل للجميع.	4
قُتل العديد من الأشخاص وأصيب أكثر من 100 شخص.	1
ويُعتقد أن هذه الميليشيات تعمل في المقام الأول في إطار هيكل إداري قبلي.	1
التعذيب محظور تمامًا بموجب اتفاقيات جنيف، سواء في النزاعات المسلحة الداخلية أو الدولية.	1
ثامناً. 116 - حظر السفر. لا يزال فريق الرصد يعتبر حظر السفر تدبيرا هاما من تدابير الجزاءات المفروضة على تنظيم القاعدة وحركة طالبان، ولكنه يلاحظ البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يتم اكتشافهم.	1
285. في بعض الدول، لا تزال التعاريف الغامضة أو الفضفاضة للغاية للجرائم الإرهابية تشكل تحديا للتنفيذ الفعال للقرار 1373 (2001).	1
إذا أصبحت أفغانستان أقل جاذبية من حيث الأهداف بالنسبة للجماعات المتشددة، فقد تعيد هذه الجماعات تركيز جهودها على نفسها أو على دول أخرى.	1
o في 8 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدينة الشيخ مسكين، مما أسفر عن مقتل 5 أشخاص، من بينهم طفلان وامرأتان.	1
ومن المتفق عليه بشكل عام أن التصعيد تزامن مع اشتداد النزاع المسلح الداخلي بين الحكومة وحركتي التمرد، حركة/جيش تحرير السودان وحركة العدل والمساواة.	1
64. لا يمكن معالجة مسألة الأسلحة الصغيرة بتدابير مراقبة الأسلحة فقط. فهي جزء لا يتجزأ من نطاق أوسع يتقاطع فيه الصراع والأمن والعنف المسلح والجريمة والتجارة وحقوق الإنسان والصحة والتنمية.	1
كانت وجهة نظر الشرطة الوطنية لتيمور الشرقية التي تم توضيحها للجنة هي أنه يجب اعتقال الملتمسين وتسليمهم إلى الشرطة الوطنية لتيمور الشرقية فقط إذا كانوا يتنقلون، وأنه لم يُسمح بأي عمليات للقبض على الملتمسين.	1
123. عندما تهاجم الميليشيات بالاشتراك مع القوات المسلحة، يمكن اعتبار أنها تتصرف تحت السيطرة الفعلية للحكومة، بما يتفق مع مفهوم السيطرة المنصوص عليه في عام 1999 في قضية تاديتش (الاستئناف)، في الفقرات 98 إلى 145.	1
3. الأنظمة التجارية ذات الاستخدام المزدوج تنتج لأغراض مدنية ولكن يمكن استخدامها أيضا في الهجمات الإرهابية.	1
استُخدمت طائرتان مروحيتان مسلحتان وطائرة من طراز أنتونوف أثناء الهجوم، ربما لأغراض الاستطلاع.	1
ومن المثير للدهشة أيضًا أنه لم يتم إلقاء القبض على أي عنصر ينتمي إلى ما يسمى بالقوات الموازية ومحاكمته على هذه الجرائم.	2
التشديد على ضرورة استبعاد ورفض أي شكل من أشكال العفو عن جرائم الإبادة الجماعية أو الجرائم ضد الإنسانية أو جرائم الحرب أو غيرها من الانتهاكات الجسيمة لحقوق الإنسان في عمليات تسوية النزاعات، ورفض أي شكل من أشكال العفو عن جرائم الإبادة الجماعية أو الجرائم ضد الإنسانية أو جرائم الحرب أو غيرها من الانتهاكات الجسيمة لحقوق الإنسان أو تأييدها، وضمان ألا يكون أي عفو من هذا القبيل سبق منحه مانعاً للمحاكمة أمام أي محكمة تنشئها الأمم المتحدة أو تساعدها.	4
وقد فرض هذا القرار منذ التاريخ المذكور حظرًا على العلاقات التجارية والاقتصادية والمالية والمواصلات وغيرها من العلاقات مع أبخازيا على مستوى الدولة.	1
قالوا "لماذا تمكثون هنا أيها العبيد".	3
ومن بين 168 طفلاً، تم اختطاف 135 طفلاً لأغراض التجنيد، بينما تم اختطاف 33 طفلاً لبرامج ثقافية وسياسية أو لأسباب أخرى.	1
وعقدت حلقة دراسية دولية أخرى في عام 2009 حول تعزيز التعاون والحوار في مجال مكافحة الإرهاب بين الوكالات الحكومية ووسائل الإعلام والمجتمع المدني.	4
استجابةً لوباء الأنفلونزا A (H1N1)، من منتصف عام 2009 إلى أغسطس/آب 2010، وضعت وزارة الصحة، بدعم من منظمة الصحة العالمية، خططاً للتأهب للجائحة، بما في ذلك تعزيز أنظمة المراقبة؛ وحصلت على أقراص التاميفلو؛ وركّبت جهاز تنفس صناعي في المستشفى الوطني؛ ونفذت مجموعة من الدورات التدريبية للعاملين في مجال الرعاية الصحية.	2
