"","en_ar_GOOGLE","QuadClass"
"91","6 - وكان لانتهاء الصراع في عام 1999 آثار عميقة على العلاقة بين مختلف الطوائف في كوسوفو، ولا سيما بين ألبان كوسوفو وصرب كوسوفو.",0
"92","بالإضافة إلى ذلك، هناك سلسلة من الجماعات الفلسطينية المسلحة العاملة في البلاد داخل وخارج مخيمات اللاجئين.",1
"93","ويعرب المجلس عن بالغ قلقه لأن المدنيين ما زالوا يشكلون غالبية ضحايا أعمال العنف التي ترتكبها أطراف النزاعات المسلحة، بما في ذلك نتيجة الاستهداف المتعمد، والاستخدام العشوائي والمفرط للقوة، واستخدام المدنيين كدروع بشرية، واستخدام القوة بشكل عشوائي ومفرط، واستخدام المدنيين كدروع بشرية. العنف الجنسي والعنف القائم على النوع الاجتماعي، بالإضافة إلى جميع الأعمال الأخرى التي تنتهك القانون الدولي المعمول به.",3
"94","484 - وفي المناقشات التي جرت مع اللجنة بشأن منهجية لجان الاغتصاب، تم التأكيد بشكل كبير على الدعاية الواسعة النطاق لولاية اللجان.",4
"95","420 - يقيم القسم أدناه مدى فعالية التدابير التي اتخذتها حكومة السودان خاصة للتحقيق في الجرائم وتقديم مرتكبيها إلى العدالة.",0
"96","وحدة الاستخبارات المالية: منشأة وعاملة",0
"97","&quot;ويدعو مجلس الأمن بوروندي إلى منع تقديم أي دعم من أراضيها إلى الجماعات المسلحة في جمهورية الكونغو الديمقراطية.",3
"98","30 - وبشكل عام، كان موقف السلطات الحكومية تجاه اللجنة متعاونا.",4
"99","كما تركز على حظر وحجب مواقع الإنترنت التي تحتوي على مواد متطرفة وعلى تنظيم المشاكل في هذا المجال.",1
"100","توصي اللجنة بمحاكمة الأشخاص التالية أسماؤهم فيما يتعلق بحيازة واستخدام ونقل أسلحة الشرطة الوطنية لتيمور - ليشتي بشكل غير قانوني في 8 مايو و/أو 21 مايو: روجيريو لوباتو، أوسيبيو سالسينيا، أنطونيو دا كروز، فيسنتي دا كونسيساو، المعروف أيضًا باسم راي لوس، ماتيوس. دوس سانتوس بيريرا، المعروف أيضًا باسم موركات، ولياندرو لوباتو، المعروف أيضًا باسم جراي هارانا، وأنطونيو لورديس، المعروف أيضًا باسم 55 عامًا، وماركوس دا سيلفا بيداد، المعروف أيضًا باسم لاباداي، وفرانسيسكو وسانتا كروز.",3
"101","لقد جرمت جميع الدول الآن في قوانينها المحلية توفير الملاذ الآمن للإرهابيين ومؤيديهم واستخدام أراضيها لارتكاب أعمال إرهابية أو الإعداد لها ضد دول أخرى أو مواطنيها.",1
"102","195 - وقد أعطت هذه القراءة للمعلومات من قبل بعض المصادر بعدا إضافيا للصراع.",0
"103","بعد الهجوم، توجه جميع سكان المنطقة إلى كايلك.",1
"104","بعض هؤلاء المجندين في رابطة الشباب الشيوعي من الجيش والميليشيا الماوية تقل أعمارهم عن 18 عامًا.",1
"105","31- وتعتبر الدولة أن انتشار المسيحية يشكل تهديداً خطيراً بشكل خاص، لأنه يتحدى إيديولوجياً عبادة الشخصية الرسمية ويوفر منبراً للتنظيم الاجتماعي والسياسي والتفاعل خارج نطاق الدولة.",1
"106","وترى هذه الدولة أن هذا النشاط، في أكثر أشكاله تطرفا، غالبا ما يؤدي إلى التطرف العنيف وخسائر في الأرواح.",1
"107","634 - يتضح من المعلومات التي جمعتها اللجنة وتحققت منها أن الاغتصاب أو غيره من أشكال العنف الجنسي التي ارتكبها الجنجويد وجنود الحكومة في دارفور كانت واسعة النطاق ومنهجية، وبالتالي قد ترقى إلى مستوى جريمة ضد الإنسانية.",1
"108","وتم فصل النساء والأطفال عن الرجال، واحتجازهم في منطقة حول المسجد، ثم أخذهم خاطفوهم بعد ذلك لاغتصابهم.",1
"109","وفي ذلك الاجتماع، اتفق الطرفان على مزيد من التعاون في قضايا مسح السكك الحديدية وعودة اللاجئين والنازحين.",4
"110","452. بموجب المادة 31 من قانون الأمن الوطني، وبموجب أمر صادر عن المدير العام، يمكن لضابط الأمن أن يلقي القبض على أي فرد أو يفتشه أو يحتجزه ويحقق معه. وأمامه ثلاثة أيام لتزويد المعتقل بأسباب اعتقاله واحتجازه.",1
"111","&quot;ويدرك مجلس الأمن أن الإرهاب لن يُهزم بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويشدد على ضرورة معالجة الظروف المؤدية إلى انتشار الإرهاب، بما في ذلك، على سبيل المثال لا الحصر، ضرورة تعزيز الجهود المبذولة من أجل النجاح في منع الصراعات الطويلة الأمد وحلها سلميا، والحاجة إلى تعزيز سيادة القانون، وحماية حقوق الإنسان والحريات الأساسية، والحكم الرشيد، والتسامح والشمول لتوفير بديل عملي لأولئك الذين يمكن أن يكونوا عرضة للإرهاب التجنيد والتطرف الذي يؤدي إلى العنف.",4
"112","&quot;ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية، بجميع الوسائل، وفقا لميثاق الأمم المتحدة.",4
